"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"","Katt Williams: Priceless Afterlife","Concert/Performance","","$0",""
"","Monster High: Haunted","Adventure","","$0",""
"","The Pet","Thriller/Suspense","$1,000,000","$0",""
"","Russell Madness","Comedy","","$0",""
"","Subconscious","Romantic Comedy","$500,000","$0",""
"","Teeth and Blood","Horror","$300,000","$0",""
"","This Ain't No Mouse Music","Documentary","","$0",""
"","Treading Water","Comedy","$4,700,000","$0",""
"March 11","Run All Night","Action","$50,000,000","$26,461,644","Play"
"March 12","Boychoir","Drama","","$366,474",""
"","Detective K: Secret of the Lost Island","Action","","$0",""
"","A Little Chaos","Drama","","$558,173","Play"
"","Loin des hommes","Drama","$7,700,000","$5,336",""
"","Manny Lewis","Comedy","","$0",""
"","Suite française","Drama","","$0",""
"","Superfast!","Comedy","","$0",""
"March 13","C'est dur d'être aimé par des cons","Documentary","","$1,279",""
"","Champs","Documentary","","$0",""
"","Cymbeline","Drama","","$0",""
"","Earth's Golden Playground","Documentary","","$0",""
"","Hross i oss","Comedy","$10,000,000","$11,894",""
"","The Lovers","Adventure","$35,000,000","$0",""
"","Medeas","Drama","","$9,313",""
"","Muck","Horror","","$0",""
"","Nh10","Thriller/Suspense","","$262,586",""
"","Seymour: An Introduction","Documentary","","$729,744",""
"","Tales of Hoffmann","Musical","","$91,930",""
"","Walter","Comedy","$700,000","$0",""
"","The Wrecking Crew","Documentary","","$801,606",""
"","X+Y","Drama","","$139,511",""
"March 14","Met Opera: The Merry Widow","Concert/Performance","","$0",""
"March 15","Evromaidan. Chornovy montazh","Documentary","","$0",""
"","Robot Overlords","Action","","$0",""
"March 17","Accidental Love","Comedy","$26,000,000","$0",""
"","Closure","Drama","$100,000","$0",""
"","Crackerjack","Comedy","","$0",""
"","A Cry From Within","Horror","","$0",""
"","The Forecaster","Documentary","","$10,172",""
"","Il-sa-gag-o","Documentary","","$0",""
"","The Lady from Shanghai","Drama","$2,000,000","$0",""
"","The Physician","Adventure","","$0",""
"","Ride the Pink Horse","Drama","","$0",""
"","Something Wicked","Thriller/Suspense","$3,000,000","$0",""
"","Somewhere Else Tomorrow","Documentary","","$0",""
"","Spring","Horror","","$49,970",""
"","Sword of Vengeance","Action","","$0",""
"","Le vice et la vertu","Drama","","$0",""
"","Xianshi shi guoqu di weilai","Documentary","","$0",""
"March 18","Amour fou","Drama","","$14,296",""
"","The Divergent Series: Insurgent","Action","$110,000,000","$130,179,072","Play"
"","Kumiko, The Treasure Hunter","Drama","","$623,383",""
"March 19","Crazy Beautiful You","Drama","","$0",""
"","Demonic","Horror","$3,000,000","$0",""
"","Home","Adventure","$130,000,000","$177,397,510","Play"
"","Une nouvelle amie","Thriller/Suspense","","$196,284",""
"","Shi gu","Drama","","$188,306",""
"March 20","Backcountry","Thriller/Suspense","","$71,191",""
"","Can't Stand Losing You: Surviving the Police","Documentary","","$22,326",""
"","En chance til","Drama","","$0",""
"","Danny Collins","Comedy","$10,000,000","$5,637,066",""
"","Do You Believe?","Drama","$2,300,000","$12,985,600","Play"
"","Ghoul","Horror","","$0",""
"","Jalaibee","Action","","$0",""
"","Jauja","Drama","","$58,403",""
"","Mooirivier","Romantic Comedy","","$0",""
"","National Theatre Live: A View From the Bridge","Concert/Performance","","$0",""
"","Pasolini","Drama","","$0",""
"","Royal Opera: Der Fliegende Hollander","Concert/Performance","","$0",""
"","La Sapienza","Drama","","$135,392",""
"","She's Lost Control","Drama","","$5,319","Play"
"","The Walking Deceased","Black Comedy","$2,000,000","$0",""
"","Zombeavers","Black Comedy","","$14,947",""
"March 23","A MusiCares Tribute To Paul McCartney","Concert/Performance","","$0",""
"March 24","Clean Spirit","Documentary","","$0",""
"","Confessions of a Prodigal Son","Drama","","$0",""
"","Dreaming the Quiet Man","Documentary","","$0",""
"","Kansas: Miracles Out of Nowhere","Documentary","","$0",""
"","Lonesome Dove Church","Western","","$0",""
"","Magic Boys","Comedy","","$0",""
"","Marvel Knights: Wolverine Versus Sabertooth - Reborn","Action","","$0",""
"","Sukkah City","Documentary","","$0",""
"","The Thin Blue Line","Documentary","","$0",""
"March 25","Azazil 2: Büyü","Horror","","$0",""
"","L'enlèvement de Michel Houellebecq","Comedy","","$11,546",""
"","Loaded","Comedy","","$0",""
"","Open Secret","Documentary","$100,000","$0",""
"March 26","Clown","Horror","","$55,007",""
"","Dior and I","Documentary","","$1,028,953",""
"","Get Hard","Comedy","$40,000,000","$90,411,453","Play"
"","Globe on Screen: The Duchess of Malfi","Concert/Performance","","$0",""
"","Gui lai","Drama","","$377,607","Play"
"","Infinitely Polar Bear","Comedy","","$1,430,655","Play"
"","Kill Me Three Times","Thriller/Suspense","","$24,296",""
"","Rocky Mountain Express","Documentary","","$0",""
"March 27","1001 Grams","Drama","","$10,983",""
"","52 Tuesdays","Drama","","$4,484",""
"","The Barber","Thriller/Suspense","","$0",""
"","Cupcakes","Drama","","$9,129",""
"","A Girl Like Her","Drama","","$0",""
"","O Lobo atrás da Porta","Thriller/Suspense","","$0",""
"","Man from Reno","Thriller/Suspense","","$92,918",""
"","Marfa Girl","Drama","","$0",""
"","De Mayerling à Sarajevo","Drama","","$5,247",""
"","Nightlight","Horror","","$0",""
"","The Riot Club","Drama","","$6,041",""
"","While We're Young","Comedy","$10,000,000","$7,582,065",""
"March 28","Bolshoi Ballet: Swan Lake","Concert/Performance","","$0",""
"March 31","The Dickumentary","Documentary","","$0",""
"","Ferahfeza","Adventure","","$0",""
"","Housekeeping","Thriller/Suspense","","$0",""
"","An Irish Exorcism","Horror","","$0",""
"","Der Kreis","Drama","","$0",""
"","Last Hours in Suburbia","Thriller/Suspense","","$0",""
"","Playing It Cool","Romantic Comedy","","$0",""
"","Viskningar och rop","Drama","$400,000","$0",""
"","A Wife's Nightmare","Thriller/Suspense","","$0",""
"","WWJD: The Journey Continues","Documentary","","$0",""
"April 1","Any Day","Drama","","$0",""
"","Furious 7","Action","$190,000,000","$351,032,910","Play"
"","Nanny Cam","Thriller/Suspense","","$0",""
"","Woman in Gold","Drama","$11,000,000","$33,307,793",""
"April 2","Every Thing Will Be Fine","Drama","","$0",""
"","Gus, petit oiseau grand voyage","Adventure","","$0",""
"","Humpback Whales 3D","Documentary","","$0",""
"","Last Knights","Action","","$0",""
"","The Look of Silence","Documentary","","$109,089",""
"","Nannbenda","Romantic Comedy","","$0",""
"April 3","5 to 7","Romantic Comedy","","$137,112",""
"","Cheatin'","Drama","","$15,077",""
"","Cut Bank","Thriller/Suspense","","$0",""
"","David and Goliath","Drama","","$316,117",""
"","Detective Byomkesh Bakshy","Drama","","$338,637",""
"","Effie Gray","Drama","","$0",""
"","Electric Slide","Drama","","$0",""
"","Far Too Far","Drama","","$15,000",""
"","The Girl is in Trouble","Thriller/Suspense","","$0",""
"","Gun & Goal","Drama","","$0",""
"","Lambert & Stamp","Documentary","","$183,320","Play"
"","The Living","Thriller/Suspense","","$5,514",""
"","SBK The-Movie","Comedy","","$4,950",""
"","Zan men jie hun ba","Romantic Comedy","","$461,996",""
"April 4","Royal Shakespeare Company Live: Love's Labour's Won","Concert/Performance","","$0",""
"April 6","Beyond the Mask","Action","","$1,236,094",""
"April 7","Batman vs. Robin","Action","","$0",""
"","The Book of Negroes","Drama","","$0",""
"","Doppelgänger","Adventure","","$0",""
"","Lost River","Thriller/Suspense","$2,000,000","$45,431",""
"","Mysterious Ways","Drama","","$0",""
"","Silent Running","Drama","$1,100,000","$0",""
"","Wingman Inc.","Romantic Comedy","","$0",""
"April 8","Freetown","Thriller/Suspense","","$397,122",""
"April 9","Komban","Action","","$0",""
"","The Longest Ride","Drama","$34,000,000","$37,446,117","Play"
"","Ooops! Noah is Gone","Adventure","","$0",""
"April 10","Below Dreams","Drama","","$0",""
"","Broken Horses","Action","$15,000,000","$0",""
"","Dharam Sankat Mein","Comedy","","$0",""
"","Dial a Prayer","Drama","","$0",""
"","In Country","Documentary","","$0",""
"","Leather Life","Drama","","$0",""
"","Living in the Age of Airplanes","Documentary","","$0",""
"","Noir","","","$0",""
"","Paris Opera Ballet: Celebration Dance","Concert/Performance","","$0",""
"","Qing shao nian nuo zha","Drama","","$28,791",""
"","The Reconstruction of William Zero","Thriller/Suspense","","$0",""
"","The Sisterhood of Night","Drama","$1,000,000","$6,870",""
"","Wa-shoku: Beyond Sushi","Documentary","","$8,570",""
"April 11","Look At Us Now, Mother!","","","$28,463",""
"","Met Opera: Les Contes d’Hoffmann","Concert/Performance","","$0",""
"April 14","Bedlam","Horror","","$0",""
"","Cas & Dylan","Comedy","","$0",""
"","Echoes","Horror","","$0",""
"","From the Dark","Horror","","$0",""
"","Hyena","Thriller/Suspense","","$3,401",""
"","I Really Hate Me Ex","Romantic Comedy","","$0",""
"","Long Weekend","Horror","","$0",""
"","Love Thy Nature","Documentary","","$41,336",""
"","The Man with the Iron Fists 2","Action","","$0",""
"","Misery Loves Comedy","Documentary","","$19,634",""
"","Mom's Day Away","Drama","","$0",""
"","Odd Man Out","Drama","","$0",""
"","Vengeance of an Assassin","Action","","$0",""
"","Roadside","Thriller/Suspense","$500,000","$0",""
"","Such Good People","Comedy","","$0",""
"","Sullivan's Travels","Adventure","","$0",""
"","Toonstone","Western","","$0",""
"","Woman of Straw","Thriller/Suspense","","$0",""
"April 15","The Toxic Avenger Part II","Black Comedy","$2,300,000","$0",""
"April 16","The Age of Adaline","Drama","$30,000,000","$42,629,776","Play"
"","Paul Blart: Mall Cop 2","Comedy","$38,000,000","$71,038,190","Play"
"","You're My Boss","Romantic Comedy","","$0",""
"April 17","1915","Drama","","$96,682",""
"","Alex of Venice","Drama","","$0",""
"","Antarctic Edge: 70º South","Documentary","$150,000","$7,193",""
"","Beyond The Reach","Thriller/Suspense","","$45,895","Play"
"","Child 44","Thriller/Suspense","$50,000,000","$1,224,330","Play"
"","Closer to the Moon","Comedy","$1,500,000","$0",""
"","Corbo","Drama","","$0",""
"","Dark Horse","Documentary","","$940,715",""
"","Drake's Homecoming: The Lost Footage","Concert/Performance","","$0",""
"","Felix et Meira","Drama","","$447,353",""
"","The Human Experiment","Documentary","","$0",""
"","Mandariinid","Drama","","$114,501",""
"","Monkey Kingdom","Documentary","","$16,432,322","Play"
"","Monsters: Dark Continent","Thriller/Suspense","","$0",""
"","Mr. X","Thriller/Suspense","","$44,995",""
"","Nanak Shah Fakir","Drama","","$0",""
"","El Nino","Thriller/Suspense","","$245",""
"","Les nuits de la pleine lune","Drama","","$16,275",""
"","O Kadhal Kanmani","Romantic Comedy","","$0",""
"","The Road Within","Comedy","","$0",""
"","The Squeeze","Thriller/Suspense","","$0",""
"","True Story","Drama","","$4,719,695","Play"
"","Unfriended","Horror","$1,000,000","$32,482,090","Play"
"April 18","ENO: Benvenuto Cellini","Concert/Performance","","$0",""
"","Exhibition on Screen: Van Gogh","Documentary","","$0",""
"April 21","America the Beautiful 3: The Sexualization of Our Youth","Documentary","","$0",""
"","Chasing Ghosts","Drama","","$0",""
"","The Coven","Horror","","$0",""
"","First Period","Comedy","","$0",""
"","The Front Man","Documentary","$20,000","$0",""
"","Life Inside Out","Drama","","$0",""
"","The Marine 4","Action","$1,950,000","$0",""
"","Miley Cyrus: Unleashed","Documentary","","$0",""
"","One Million Dubliners","Documentary","","$0",""
"","The River","Drama","","$0",""
"","Sweet Lorraine","Comedy","","$0",""
"","Ten","Horror","$25,000","$0",""
"","Where's the Love","Comedy","","$0",""
"April 22","Avengers: Age of Ultron","Action","$250,000,000","$459,005,868","Play"
"","Don't Think I've Forgotten: Cambodia's Lost Rock and Roll","Documentary","","$133,443",""
"","Emptying The Skies","Documentary","","$11,811",""
"","Planetary","Documentary","","$0",""
"","She's Funny That Way","Comedy","","$111,993","Play"
"April 23","Testament of Youth","Drama","","$1,822,250","Play"
"April 24","24 jours","Thriller/Suspense","","$0",""
"","Adult Beginners","Comedy","","$104,808",""
"","Anita B.","Drama","","$0",""
"","Blackbird","Drama","","$78,400",""
"","Brotherly Love","Drama","$1,900,000","$478,595",""
"","The Face of an Angel","Drama","$26,000,000","$0",""
"","The Falling","Drama","","$0",""
"","The Forger","Drama","","$0",""
"","Das große Museum","Documentary","","$18,020",""
"","Helicopter Mom","Comedy","","$0",""
"","Jeux interdits","Drama","","$19,889",""
"","Just Before I Go","Comedy","","$10,970","Play"
"","Kurt Cobain: Montage Of Heck","Documentary","","$140,208",""
"","Laugh Killer Laugh","Drama","","$0",""
"","Little Boy","Drama","$20,000,000","$6,485,961","Play"
"","Lou! Journal infime","Comedy","","$88",""
"","Parce que j'étais peintre","Documentary","","$0",""
"","Road to Juarez","Thriller/Suspense","","$0",""
"","See You in Valhalla","Comedy","","$0",""
"","Wan Wu Sheng Zhang","Drama","","$0",""
"","Yi ge ren de wu lin","Action","$25,000,000","$129,115",""
"April 25","National Theatre Live: Behind the Beautiful Forevers","Concert/Performance","","$0",""
"","The White Haired Witch of Lunar Kingdom","","","$0",""
"April 26","Kisejuu: Part 1","Horror","","$0",""
"","Zuo Er","Drama","","$0",""
"April 28","Batman Unlimited: Animal Instincts","Action","","$0",""
"","A Celebration of Peace Through Music","Concert/Performance","","$0",""
"","Dancer and the Dame","Comedy","","$0",""
"","Divas","Comedy","","$0",""
"","The Friends of Eddie Coyle","Thriller/Suspense","","$0",""
"","Ghost Story: The Turn of the Screw","Horror","","$0",""
"","Hang Loose","Comedy","","$0",""
"","The Inbetweeners 2","Comedy","","$0",""
"","Romeo and Juliet","Concert/Performance","","$0",""
"","Le silence de la mer","Drama","","$0",""
"April 29","He Yi Sheng Xiao Mo","Drama","","$0",""
"","Iris","Documentary","","$1,310,678",""
"","Soul Boys of the Western World","Documentary","","$0",""
"April 30","Helios","Action","","$0",""
"","Globe on Screen: Titus Andronicus","Concert/Performance","","$0",""
"","Mi gran noche","Black Comedy","","$0",""
"","One Eyed Girl","Thriller/Suspense","","$0",""
"","Réalité","Comedy","","$0",""
"","You Are My Sunshine","","","$0",""
"May 1","Chic!","Comedy","","$587",""
