"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"","Lost In Space","Adventure","$80,000,000","$69,117,629",""
"","Mercury Rising","Thriller/Suspense","$60,000,000","$32,983,332",""
"","The Spanish Prisoner","Drama","$10,000,000","$10,162,034",""
"","Warners 75th","","","$498,426",""
"April 8","The Players Club","Drama","$5,000,000","$23,047,939",""
"April 10","3 Ninjas: High Noon at Mega Mountain","Action","","$308,082",""
"","The Big One","Documentary","","$720,074",""
"","City of Angels","Drama","$55,000,000","$78,750,909",""
"","I Think I Do","","","$278,332",""
"","The Last of the High Kings","","","$2,647",""
"","My Giant","Comedy","","$7,985,929",""
"","The Odd Couple II","Comedy","","$18,912,328",""
"","Species 2","Horror","","$19,217,565",""
"April 14","Every Girl Should Be Married","Romantic Comedy","","$0",""
"April 15","24 7: Twenty Four Seven","Comedy","$2,000,000","$72,544",""
"April 17","Chinese Box","Drama","","$2,265,328",""
"","Homegrown","","","$215,553",""
"","Major League: Back to the Minors","Comedy","","$3,551,208",""
"","Nightwatch","Thriller/Suspense","","$1,278,516",""
"","The Object of my Affection","Romantic Comedy","$15,000,000","$29,145,924",""
"","Paulie","Comedy","","$27,084,499",""
"","Sour Grapes","","","$219,932",""
"","Suicide Kings","Drama","","$1,692,872",""
"","Wild Man Blues","","","$483,917",""
"April 22","Deja Vu","Drama","","$821,997",""
"April 24","The Big Hit","Action","$13,000,000","$27,066,941",""
"","In God's Hands","Action","","$1,431,239",""
"","Music From Another Room","","","$5,000",""
"","Sliding Doors","Drama","$6,000,000","$11,911,200",""
"","Tarzan and the Lost City","Adventure","","$2,147,114",""
"","The Truce","","","$71,448",""
"","Two Girls and a Guy","Drama","$1,000,000","$2,057,193",""
"May 1","Black Dog","Action","","$12,857,351",""
"","Dancer, Texas Pop. 81","Comedy","$2,300,000","$574,838",""
"","Friend of Deceased","","","$157,437",""
"","Go Now!","","","$3,657",""
"","He Got Game","Drama","$25,000,000","$21,567,853",""
"","Les Miserables","Drama","","$13,887,945",""
"","Shooting Fish","","$4,000,000","$302,204",""
"","Still Breathing","","","$212,267",""
"","Two Moon Junction","Drama","","$1,547,397",""
"","Wilde","Drama","","$2,157,701",""
"May 4","Bugs Bunny Film Fest","Comedy","","$352,397",""
"May 8","Africa's Elephant Kingdom","Documentary","","$13,485,455",""
"","Deep Impact","Adventure","$80,000,000","$140,464,664",""
"","The Kingdom, Part II","","","$8,294",""
"","Louisa May Alcott's Little Men","","","$4,092",""
"","Shopping for Fangs","","","$2,194",""
"","Woo","Romantic Comedy","$13,000,000","$8,064,972",""
"May 15","Bulworth","Comedy","$30,000,000","$26,528,684",""
"","The Climb","","","$78,677",""
"","Clockwatchers","","$2,000,000","$537,948",""
"","The Horse Whisperer","Drama","$60,000,000","$75,383,563",""
"","Lawn Dogs","","","$106,292",""
"","Plump Fiction","Comedy","","$37,260",""
"","Quest for Camelot","Adventure","$40,000,000","$22,772,500",""
"May 19","Godzilla","Action","$125,000,000","$136,314,294",""
"May 22","Fear and Loathing in Las Vegas","Comedy","$18,500,000","$10,680,275",""
"","The Opposite of Sex","Black Comedy","","$6,367,164",""
"May 27","I Got the Hook-Up!","Comedy","$3,500,000","$10,317,779",""
"May 29","Almost Heroes","Comedy","","$6,175,688",""
"","Hope Floats","Drama","$30,000,000","$60,110,313",""
"","Insomnia","","","$221,173",""
"","The Last Days of Disco","Drama","","$3,024,198",""
"","Little Boy Blue","","","$3,526",""
"June 2","Fathers Little Dividend","Comedy","","$0",""
"June 5","Charlie Hoboken","Comedy","","$0",""
"","Jenseits der Stille","Drama","","$171,334",""
"","Mr. Jealousy","","","$287,752",""
"","A Perfect Murder","Thriller/Suspense","","$67,658,331",""
"","The Truman Show","Drama","$60,000,000","$125,618,201",""
"June 12","Can't Hardly Wait","Comedy","$10,000,000","$25,358,996",""
"","Cousin Bette","Comedy","","$1,161,063",""
"","Dirty Work","Comedy","$13,000,000","$10,020,081",""
"","High Art","Drama","","$1,835,565",""
"","The Land Girls","","$8,000,000","$146,083",""
"","Passion in the Desert","","","$181,083",""
"","Six Days, Seven Nights","Romantic Comedy","$80,000,000","$74,339,294",""
"June 19","Dream for an Insomniac","","","$5,000",""
"","Hav Plenty","Comedy","$650,000","$2,301,777",""
"","Henry Fool","Comedy","","$1,334,786",""
"","Mulan","Adventure","$90,000,000","$120,620,254",""
"","The X Files: Fight the Future","Action","$66,000,000","$83,898,313",""
"June 20","Ambushed","Action","","$5,000",""
"June 24","I Went Down","","","$405,297",""
"June 26","Buffalo '66","Comedy","$1,500,000","$2,380,606",""
"","Doctor Dolittle","Comedy","$71,500,000","$144,156,605",""
"","Out of Sight","Drama","$48,000,000","$37,562,568",""
"","Picnic at Hanging Rock","Drama","","$84,744",""
"","Smoke Signals","Comedy","$2,000,000","$6,719,300",""
"June 30","Talk to Me","Romantic Comedy","","$0",""
"July 1","Armageddon","Adventure","$140,000,000","$201,578,182",""
"","Nights of Cabiria","Drama","","$752,045",""
"July 3","Mark Twain's America 3D","Documentary","","$2,992,106",""
"July 10","Hands on a Hardbody","Documentary","","$909,650",""
"","Lethal Weapon 4","Action","$140,000,000","$130,444,603",""
"","Madeline","Comedy","","$29,858,048",""
"","Pi","Thriller/Suspense","$68,000","$3,221,152",""
"","Small Soldiers","Comedy","$40,000,000","$55,143,823",""
"","Whatever","","","$229,750",""
"","When I Close My Eyes","","","$0",""
"July 15","There's Something About Mary","Romantic Comedy","$22,000,000","$176,484,651",""
"July 16","Mysteries of Egypt","Documentary","","$40,593,286",""
"July 17","The Mask of Zorro","Adventure","$65,000,000","$93,828,745",""
"","Polish Wedding","Comedy","","$608,296",""
"","The Thief","Drama","","$1,126,115",""
"July 22","Ganja & Hess","Thriller/Suspense","","$0",""
"","Lolita","Drama","$55,000,000","$1,147,784",""
"","The Saltmen of Tibet","","","$146,437",""
"July 24","Billy's Hollywood Screen Kiss","Romantic Comedy","","$2,020,700",""
"","Disturbing Behavior","Thriller/Suspense","$15,000,000","$17,507,368",""
"","East Palace West Palace","","","$46,470",""
"","Jane Austen's Mafia","Comedy","$10,000,000","$19,843,795",""
"","Saving Private Ryan","Drama","$65,000,000","$216,335,085",""
"","Western","","","$200,840",""
"July 29","The Negotiator","Action","$50,000,000","$44,705,766",""
"","The Parent Trap","Comedy","","$66,308,518",""
"July 31","BASEketball","Comedy","","$7,042,541",""
"","Ever After: A Cinderella Story","Drama","$26,000,000","$65,705,772",""
"","Full Tilt Boogie","","","$0",""
"","Governess","Drama","","$3,794,031",""
"","Killer Condom","","","$0",""
"","Seventh Heaven","","","$45",""
"August 5","Halloween: H2O","Horror","$17,000,000","$55,041,738",""
"August 7","First Love, Last Rites","Drama","$300,000","$10,876",""
"","Gadjo Dilo","Drama","","$673,153",""
"","Safe Men","","$1,000,000","$21,210",""
"","Snake Eyes","Thriller/Suspense","$73,000,000","$55,591,409",""
"","Unmade Beds","","","$9,615",""
"August 14","Air Bud: Golden Receiver","Comedy","","$10,093,523",""
"","The Avengers","Action","$60,000,000","$23,385,416",""
"","La femme de chambre du Titanic","Drama","$10,000,000","$244,465",""
"","How Stella Got Her Groove Back","Drama","$20,000,000","$37,672,944",""
"","Regeneration","","","$19,273",""
"","Return to Paradise","Drama","","$8,352,677",""
"","Slums of Beverly Hills","Comedy","$5,000,000","$5,502,773",""
"August 19","Your Friends and Neighbors","Black Comedy","","$4,714,658",""
"August 21","Blade","Action","$45,000,000","$70,141,876",""
"","Dance With Me","Musical","","$15,923,354",""
"","Dead Man on Campus","Black Comedy","$14,000,000","$15,064,948",""
"","The Eel","","","$418,192",""
"","Next Stop, Wonderland","Romantic Comedy","$1,000,000","$3,395,581",""
"","Strike","Comedy","","$968,506",""
"","Wrongfully Accused","Comedy","","$9,642,860",""
"August 25","My Dinner with Andre","","","$15,063",""
"","Troll 2","Horror","","$0",""
"August 28","54","Drama","$13,000,000","$16,757,163",""
"","I Married a Strange Person","Comedy","$250,000","$203,134",""
"","Like It Is","","","$94,943",""
"","A Merry War","","","$373,830",""
"","See the Sea","","","$49,983",""
"","Why Do Fools Fall In Love?","Drama","","$12,506,676",""
"September 1","Atlantis, The Lost Continent","Adventure","","$0",""
"","The Best Man","Drama","","$0",""
"","The Caretakers","Drama","","$0",""
"","Comrade X","Comedy","","$0",""
"","Fitzwilly","Comedy","","$0",""
"","Gabriel Over the White House","Drama","","$0",""
"","The Gallant Hours","Drama","","$0",""
"","Give A Girl A Break","Musical","","$0",""
"","The Glory Guys","Western","","$0",""
"","The Gorgeous Hussy","Drama","","$0",""
"","The Green Slime","Action","","$0",""
"","The Honey Pot","Drama","","$0",""
"","The Human Comedy","Drama","","$0",""
"","The Landlord","Drama","","$0",""
"","The Last of England","Drama","","$0",""
"","The Offence","Drama","","$0",""
"","Our Vines Have Tender Grapes","Drama","","$0",""
"","Pretty Maids All In A Row","Black Comedy","","$0",""
"","The Subject Was Roses","Drama","","$0",""
"","The Tenth Man","Drama","","$0",""
"","They Met In Bombay","Romantic Comedy","","$0",""
"","Toys in the Attic","Drama","","$0",""
"","Valentino","Drama","","$0",""
"","The Whisperers","Drama","","$0",""
"","The White Cliffs of Dover","Drama","","$0",""
"September 3","The Jew in the Lotus","","","$0",""
"September 4","Firelight","Drama","","$784,419",""
"","Knock Off","Action","$35,000,000","$10,319,915",""
"","Modulations","","","$138,425",""
"","Phoenix","Drama","","$5,000",""
"September 11","Chicago Cab","Comedy","","$5,000",""
"","Cube","Thriller/Suspense","$250,000","$489,220",""
"","Digging to China","","","$33,000",""
"","Let's Talk About Sex","Comedy","$300,000","$373,615",""
"","Out of the Past","","","$8,688",""
"","Rounders","Drama","$12,000,000","$22,921,898",""
"","Simon Birch","Drama","$20,000,000","$18,253,415",""
"","Without Limits","Drama","$25,000,000","$780,326",""
"September 14","Wrestling Earnest Hemmingway","","","$0",""
"September 16","Permanent Midnight","Drama","","$1,171,001",""
"September 18","One True Thing","Drama","$30,000,000","$23,337,196",""
"","Rush Hour","Action","$35,000,000","$141,186,864",""
"","Six-String Samurai","","$2,000,000","$134,624",""
"","A Soldier's Daughter Never Cries","Drama","","$1,775,523",""
"","Somewhere in the City","","","$7,016",""
"September 23","Shadrach","","","$20,167",""
"September 25","The Brandon Teena Story","Documentary","","$43,506",""
"","Clay Pigeons","Thriller/Suspense","$8,000,000","$1,793,359",""
"","The Last Big Thing","","$1,000,000","$22,434",""
"","Monument Avenue","","","$332,388",""
"","Pecker","Comedy","","$2,281,761",""
"","Ronin","Action","$55,000,000","$41,610,884",""
"","Urban Legend","Horror","$14,000,000","$38,116,707",""
"October 2","Antz","Adventure","$60,000,000","$90,757,863",""
"","Dear Jesse","","","$15,631",""
"","Hit Me","","","$3,348",""
"","The Imposters","Comedy","","$2,197,921",""
"","A Night at the Roxbury","Comedy","$17,000,000","$30,331,165",""
"","Separation, La","","","$62,626",""
"","Strangeland","Horror","","$631,221",""
"","What Dreams May Come","Drama","$80,000,000","$55,485,043",""
"October 7","Love is the Devil","","","$343,023",""
"October 9","C't'a ton tour Laura Cadieux","Comedy","","$1,045,907",""
"","Diner de Cons, le","","","$331,803",""
"","Festen","Comedy","$1,300,000","$1,647,780",""
"","Holy Man","Comedy","$60,000,000","$12,069,719",""
"","The Inheritors","","","$196,452",""
"","The Mighty","Drama","$100,000","$2,652,246",""
"","One Tough Cop","Drama","","$1,313,607",""
"","Slam","Drama","$1,000,000","$1,009,819",""
"October 13","Vengeance Valley","Western","","$0",""
"October 16","All the Rage","Comedy","","$198,553",""
"","Beloved","Drama","$53,000,000","$22,852,487",""
"","Bride of Chucky","Horror","$25,000,000","$32,404,188",""
"","Happiness","Comedy","$3,000,000","$2,746,453",""
"","Life During Wartime","Comedy","","$55,986",""
"","Practical Magic","Comedy","$60,000,000","$46,850,558",""
"","Reach the Rock","","","$4,960",""
"","Rudolph the Red-Nosed Reindeer","","","$113,484",""
"October 21","Freeriders","Documentary","","$2,750,064",""
"October 23","Apt Pupil","Thriller/Suspense","","$8,863,193",""
"","The Cruise","","","$238,434",""
"","Last Night","Drama","","$591,165",""
"","Les Boys II","Comedy","","$5,974,732",""
"","Life is Beautiful","Drama","","$57,598,247",""
"","Orgazmo","Comedy","$1,000,000","$582,024",""
"","Pleasantville","Comedy","","$40,584,421",""
"","Soldier","Action","$75,000,000","$14,623,082",""
"","T-Rex: Back to the Cretaceous","Adventure","","$53,743,249",""
"October 27","The Lion King II: Simba's Pride","Adventure","","$0",""
"October 30","American History X","Drama","$10,000,000","$6,719,864",""
"","Living Out Loud","Drama","$12,000,000","$12,905,901",""
"","Summer of the Monkeys","","","$22,500",""
"","Talk of Angels","","","$15,546",""
"","Vampires","Horror","$20,000,000","$20,268,825",""
"November 4","Belly","Drama","","$9,639,390",""
"November 6","Elizabeth","Drama","$25,000,000","$30,082,699",""
"","Gods and Monsters","Drama","$3,500,000","$6,451,628",""
"","The Siege","Action","$70,000,000","$40,934,175",""
"","Velvet Goldmine","Musical","$9,000,000","$1,053,788",""
"","The Waterboy","Comedy","$23,000,000","$161,491,646",""
"November 13","Dancing at Lughnasa","Drama","","$2,361,632",""
"","Hard Core Logo","","","$17,012",""
"","I'll Be Home For Christmas","Comedy","","$12,214,338",""
"","I Still Know What You Did Last Summer","Horror","$24,000,000","$40,020,622",""
"","Meet Joe Black","Drama","$85,000,000","$44,650,003",""
"","River Red","","","$2,197",""
"","Ten Benny","","","$9,003",""
"","Thursday","","","$1,971",""
"","Welcome to Woop-Woop","","","$35,471",""
"November 20","A Bug's Life","Adventure","$45,000,000","$162,798,565",""
"","Celebrity","Comedy","$12,000,000","$5,078,660",""
"","Central do Brasil","Drama","$2,900,000","$5,969,553",""
"","Enemy of the State","Action","$85,000,000","$111,549,836",""
"","The Rugrats Movie","Adventure","$28,000,000","$100,494,685",""
"","Savior","","","$12,903",""
"","Storefront Hitchcock","","","$3,073",""
"","Sue","","","$113,775",""
"","Taxi","Action","","$0",""
"","Waking Ned Devine","Comedy","$3,000,000","$24,793,251",""
"November 24","Cracking Up","","","$0",""
"November 25","Babe: Pig in the City","Adventure","$80,000,000","$18,319,860",""
"","Home Fries","Black Comedy","$15,000,000","$10,513,979",""
"","Jerry Springer: Ringmaster","Comedy","","$9,257,103",""
"","The Last Emperor","","","$108,939",""
"","The Mirror","","","$69,225",""
"","The Nutcracker","Musical","","$1,009,291",""
"","Steam: The Turkish Bath","Drama","","$655,078",""
"","Very Bad Things","Black Comedy","$10,000,000","$9,949,470",""
"","Vietnam Long Time Coming","","","$951",""
"December 4","Hallelujah! Ron Athey: A Story of Deliverance","","","$719",""
"","Hi-Life","","","$7,957",""
"","Little Voice","Musical","$6,000,000","$4,595,000",""
"","Psycho","Horror","$20,000,000","$21,541,218",""
"","Shattered Image","","","$102,523",""
"","Vig","","","$5,000",""
"December 11","Didn't Do It For Love","","","$10,525",""
"","Jack Frost","Comedy","$50,000,000","$34,645,374",""
"","The Ogre","","","$49,166",""
"","Red Meat","","","$0",""
"","Rushmore","Black Comedy","$10,000,000","$17,105,219",""
"","Shakespeare in Love","Romantic Comedy","$26,000,000","$100,317,794",""
"","A Simple Plan","Drama","$17,000,000","$16,316,273",""
"","Star Trek: Insurrection","Adventure","$70,000,000","$70,187,658",""
"December 18","The Emperor's Shadow","","","$71,906",""
"","The General","Drama","","$1,256,461",""
"","Outside Ozona","","","$7,394",""
"","The Prince of Egypt","Adventure","$60,000,000","$101,413,188",""
"","You've Got Mail","Drama","$65,000,000","$115,821,495",""
"December 23","The Day of the Beast","","","$15,324",""
"","The Theory of Flight","","","$71,999",""
"","The Thin Red Line","Drama","$52,000,000","$36,400,491",""
"December 25","A Civil Action","Drama","$60,000,000","$56,709,981",""
"","Down in the Delta","Drama","","$5,672,903",""
"","The Faculty","Horror","$15,000,000","$40,283,321",""
"","Hurlyburly","Comedy","","$1,798,862",""
"","Mighty Joe Young","Adventure","$80,000,000","$50,632,037",""
"","Patch Adams","Comedy","$50,000,000","$135,014,968",""
"","Stepmom","Drama","$50,000,000","$91,137,662",""
"","The Swindle","Comedy","$10,000,000","$245,359",""
"December 28","This is the Sea","","","$5,000",""
"December 30","Affliction","Drama","","$6,330,054",""
"","Another Day in Paradise","Drama","","$1,036,818",""
"","The Hi-Lo Country","","","$166,082",""
"","Playing by Heart","Drama","","$3,956,212",""
"December 31","Bad Manners","","","$0",""
"","Biker Dreams","","","$0",""
"","Chile, Obstinate Memory","","","$0",""
"","City of Peace","","","$0",""
"","Classified X","","","$0",""
"","Day for Night","","","$0",""
"","Destiny","","","$0",""
"","Detroit 9000","","","$0",""
"","Divorce Iranian Style","","","$0",""
"","Esmeralda","","","$0",""
"","Free Tibet","","","$0",""
"","Gia","Drama","","$0",""
"","How I Spent My Summer Vacation","","","$0",""
"","Ill-Gotten Gains","","","$0",""
"","The Jungle Book: Mowgli's Story","","","$0",""
"","Krzsztof Kieslowski: I'm So So","","","$0",""
"","Legionnaire","Action","","$0",""
"","Letters from a Killer","Drama","","$0",""
"","Life of Jesus","","","$0",""
"","Night Calls: The Movie","","","$0",""
"","The Patriot","Thriller/Suspense","","$0",""
"","Pocahontas II: Journey to a New World","","","$0",""
"","Recoil","Action","","$0",""
"","Sentinelle, La","","","$0",""
"","SlamNation","","","$0",""
"","Some Nudity Required","","","$0",""
"","The Souler Opposite","","","$0",""
"","The Staircase","Western","","$0",""
"","Storm in the Afternoon","","","$0",""
"","Touch Me","","","$5,000",""
"","War Zone","","","$0",""
"","The Warlord: Battle for the Galaxy","Action","","$0",""
"","The Young Girls of Rochefort","","","$0",""
