"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"February 8","The Birth of a Nation","Drama","$110,000","$10,000,000",""
"April 22","The Captive","Drama","","$0",""
"December 31","By the Shortest of Heads","","","$0",""
