"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 1","Atlantic City","Drama","","$10,000,000",""
"","The Black Marble","Comedy","","$2,500,000",""
"","The Changeling","Horror","","$12,000,000",""
"","Cruising","","","$19,784,223",""
"","Die Laughing","","","$4,000,000",""
"","Dressed to Kill","Thriller/Suspense","$6,500,000","$31,899,000",""
"","The Exterminator","","","$5,000,000",""
"","The Final Countdown","","","$16,647,800",""
"","Foolin' Around","","","$2,000,000",""
"","Hangar 18","","","$11,000,000",""
"","Hardly Working","","","$18,000,000",""
"","Herbie Goes Bananas","","","$17,000,000",""
"","The Hollywood Knights","","","$10,000,000",""
"","Hopscotch","","","$13,000,000",""
"","How to Beat the High Co$t of Living","","","$7,500,000",""
"","The Hunter","","","$16,647,800",""
"","In Search of Historic Jesus","","","$22,000,000",""
"","It's My Turn","","","$11,000,000",""
"","Lion of the Desert","Drama","$35,000,000","$1,500,000",""
"","Maniac","","$350,000","$10,000,000",""
"","Middle Age Crazy","","","$13,000,000",""
"","The Mirror Crack'd","","","$11,000,000",""
"","The Mountain Men","","","$6,000,000",""
"","The Octagon","Action","","$19,000,000",""
"","Saturn 3","Thriller/Suspense","","$9,000,000",""
"","Simon","","","$6,000,000",""
"","Terror Train","","$3,500,000","$8,000,000",""
"","Tom Horn","","","$9,000,000",""
"","Willie and Phil","","","$4,400,000",""
"","Windwalker","","","$18,000,000",""
"January 18","Heart Beat","Drama","","$954,046",""
"","Windows","Thriller/Suspense","","$2,200,000",""
"January 25","Guyana: Crime of the Century","Drama","","$3,798,102",""
"February 1","American Gigolo","Drama","","$22,743,674",""
"","Caligula","Drama","","$23,400,000",""
"","Fatso","","","$7,000,000",""
"","The Fog","Horror","$1,000,000","$21,378,361",""
"","My Brilliant Career","","","$0",""
"February 8","Hero At Large","Comedy","","$15,934,737",""
"","Just Tell Me What You Want","Romantic Comedy","","$2,086,905",""
"","The Last Married Couple in America","Comedy","","$12,835,544",""
"","Midnight Madness","","","$2,900,000",""
"February 29","Foxes","Drama","","$7,470,348",""
"","Leo and Loree","","","$517,988",""
"March 7","Coal Miner's Daughter","Drama","$15,000,000","$67,182,787",""
"March 12","A Small Circle of Friends","Drama","","$766,760",""
"March 20","Nijinsky","","","$1,047,454",""
"March 21","Hide in Plain Sight","Drama","","$3,806,930",""
