"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 5","The Breed","Horror","","$0",""
"","Code Name: The Cleaner","Comedy","$20,000,000","$8,135,024",""
"","Comedy of Power","","","$80,550",""
"","Freedom Writers","Drama","$21,000,000","$36,605,602",""
"","Happily N'Ever After","Comedy","$47,000,000","$15,849,032",""
"","Thr3e","Thriller/Suspense","$2,400,000","$1,008,849",""
"January 11","Le Serpent","","","$0",""
"January 12","Alpha Dog","Drama","","$15,309,602",""
"","Fah talai jone","Action","","$75,234",""
"","God Grew Tired of Us: The Story of Lost Boys of Sudan","Documentary","","$301,447",""
"","Guru","Drama","","$2,096,000",""
"","Primeval","Adventure","","$10,597,734",""
"","Stomp the Yard","Drama","$14,000,000","$61,356,221",""
"","Verdict on Auschwitz: The Frankfurt Trial 1963-1965","Documentary","","$11,396",""
"January 16","Go, Diego, Go! - The Great Jaguar Rescue","","","$0",""
"","Purgatory House","Drama","","$0",""
"","Undisputed II - Last Man Standing","","","$0",""
"January 17","Alone with Her","Thriller/Suspense","$1,000,000","$10,787",""
"January 19","China Blue","Documentary","","$12,185",""
"","The Hitcher","Thriller/Suspense","","$16,379,582",""
"","Italianetz","Drama","","$552,546",""
"January 21","The Holy Mountain","Adventure","","$60,234",""
"","Sacco and Vanzetti","","","$32,203",""
"January 22","Four Sheets to the Wind","Drama","","$0",""
"January 23","The Invincible Iron Man","Action","","$0",""
"","John Pinette / I'm Starvin'","Concert/Performance","","$0",""
"January 25","Salaam-e-Ishq (A Tribute to Love)","Romantic Comedy","","$1,852,050",""
"January 26","Blood and Chocolate","Horror","$15,000,000","$3,526,588",""
"","Catch and Release","Romantic Comedy","","$15,432,542",""
"","Epic Movie","Comedy","$20,000,000","$39,739,367",""
"","Funny Money","Comedy","","$2,844",""
"","G.I. Jesus","","","$8,593",""
"","Il Ne Faut Jurer de Rien","","","$23,442",""
"","Seraphim Falls","Western","","$418,296",""
"","Smokin' Aces","Comedy","$17,000,000","$35,662,731",""
"January 30","Celtic Woman - A New Journey: Live at Slane Castle, Ireland","Concert/Performance","","$0",""
"","Diary of a Worm ... And More Great Animal Tales","","","$0",""
"","Farce of the Penguins","Comedy","$5,000,000","$0",""
"","The Gathering","Thriller/Suspense","","$0",""
"","Prey","Horror","","$0",""
"January 31","The Pool","Drama","","$94,901",""
"","An Unreasonable Man","Documentary","","$176,647",""
"February 1","Paris, je t'aime","Drama","$13,000,000","$4,857,374",""
"February 2","Because I Said So","Comedy","$39,000,000","$42,674,040",""
"","Can Mr. Smith Get to Washington Anymore?","Documentary","","$0",""
"","Constellation","Drama","","$306,533",""
"","East of Havana","Documentary","","$11,550",""
"","En el hoyo","Documentary","","$10,433",""
"","Fired!","Documentary","","$5,661",""
"","The Messengers","Horror","$16,000,000","$35,374,833",""
"","Partition","Drama","$10,000,000","$0",""
"","Puccini for Beginners","Romantic Comedy","","$89,417",""
"","Raising Flagg","Comedy","","$4,109",""
"","The Situation","Thriller/Suspense","","$48,896",""
"February 6","Cinderella III: A Twist in Time","Drama","","$0",""
"","Eddie Murphy Delirious","Concert/Performance","","$0",""
"","Elmo's World - What Makes You Happy?","","","$0",""
"","Here Comes Mr. Jordan","Comedy","","$0",""
