"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 1","Baksoogundal","Thriller/Suspense","","$0",""
"","The Custom Mary","Drama","","$0",""
"","Overtime","Comedy","","$0",""
"January 2","Stevie Nicks: In Your Dreams","Documentary","","$0",""
"January 4","56 Up","Documentary","","$701,278",""
"","All Superheroes Must Die","Thriller/Suspense","$20,000","$0",""
"","The Beautiful Blonde from Bashful Bend","","","$0",""
"","Crawlspace","Thriller/Suspense","","$0",""
"","A Dark Truth","Thriller/Suspense","","$5,750",""
"","Sushi Girl","Thriller/Suspense","","$0",""
"","Table No.21","Thriller/Suspense","","$0",""
"","Texas Chainsaw 3D","Horror","$20,000,000","$34,341,945","Play"
"January 5","The Met: Live in HD - Les Troyens","Concert/Performance","","$0",""
"January 6","Struck By Lightning","Comedy","","$28,378",""
"January 8","Game Change","Drama","","$0",""
"","George Lopez: It's Not Me, It's You","Concert/Performance","","$0",""
"","Grand Hotel","","","$0",""
"","Guns, Girls and Gambling","Thriller/Suspense","","$0",""
"","Love Notes","Drama","","$0",""
"","Pathfinders: In the Company of Strangers","Action","","$0",""
"","Seal Team Six: The Raid of Osama Bin Laden","Action","","$0",""
"","Two-Lane Blacktop","Drama","","$0",""
"","The Wise Kids","Drama","","$0",""
"","Yi dai zong shi","Action","$38,600,000","$6,594,959",""
"January 9","Gangster Squad","Drama","$60,000,000","$46,000,903","Play"
"","schlussmacher","Comedy","","$0",""
"January 10","Fright Night 2: New Blood","Black Comedy","","$0",""
"","Hannah Arendt","Drama","","$717,205",""
"","Seethamma Vakitlo Sirimalle Chettu","Comedy","","$1,582,476",""
"January 11","The Baytown Outlaws","Comedy","","$0",""
"","Fairhaven","Drama","","$0",""
"","Freeloaders","Comedy","","$0",""
"","A Haunted House","Comedy","$2,500,000","$40,041,683","Play"
"","Horrid Henry: The Movie","Adventure","","$0",""
"","Let My People Go!","Comedy","","$18,529",""
"","The Magic Flute - Met Opera 2006","Concert/Performance","","$0",""
"","Matru ki Bijlee ka Mandola","Romantic Comedy","","$0",""
"","Mein bester Feind","Comedy","","$0",""
"","Paradies: Glaube","Drama","","$4,416",""
"","Saadi Love Story","Drama","","$0",""
"January 15","30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo","","$3,000,000","$0",""
"","Anthony Jeselnik: Caligula","Comedy","","$0",""
"","Counterpunch","","","$0",""
"","Kuai Le Dao Jia","Comedy","","$0",""
"","Wedding Day","Thriller/Suspense","","$0",""
"","Wild River","","","$0",""
"January 16","Alceste a bicyclette","Comedy","","$385,165",""
"","Paulette","Comedy","","$29,086",""
"January 17","The Last Stand","Action","$30,000,000","$12,050,299","Play"
"","Mama","Horror","$15,000,000","$71,628,180","Play"
"","Night with Nicholas Sparks SAFE HAVEN: Filmmakers, Author and Stars Bring the Book to Life","Concert/Performance","","$0",""
"","Tesis Sobre un Homicidio","Thriller/Suspense","","$0",""
"January 18","Broken City","Thriller/Suspense","$35,000,000","$19,701,164","Play"
"","Cornouaille","Drama","","$2,847",""
"","Greenwich Village: Music That Defined a Generation","Documentary","","$23,701",""
"","Hors Satan","Documentary","","$0",""
"","LUV","Drama","","$156,996","Play"
"","Officer Down","Drama","","$1,463",""
"","V tumane","Drama","","$0",""
"January 19","The Met: Live in HD - Maria Stuarda","Concert/Performance","","$0",""
"January 22","Birders: The Central Park Effect","Documentary","","$0",""
"","Chris Hardwick: Mandroid","Concert/Performance","","$0",""
"","Death Race 3: Inferno","Action","","$0",""
"","Hansel and Gretel: Warriors of Witchcraft","Adventure","","$0",""
"","In Organic We Trust","Documentary","","$0",""
"","The Seven-Per-Cent Solution","Adventure","","$0",""
"","Teenage Bank Heist","Thriller/Suspense","","$0",""
"","A Thousand Cuts","Horror","","$0",""
"January 23","Abel's Field","Drama","","$0",""
"","7beonbangui Seonmool","Comedy","","$0",""
"","La pirogue","Drama","","$8,836",""
"January 24","The Babysitter","Black Comedy","","$0",""
"","Parker","Thriller/Suspense","$35,000,000","$17,616,641",""
"January 25","Ha-Sippur Shel Yossi","Drama","","$116,207",""
"","Hansel & Gretel: Witch Hunters","Action","$50,000,000","$55,703,475","Play"
"","John Dies at the End","Black Comedy","","$141,951",""
"","Knife Fight","Thriller/Suspense","","$2,019",""
"","noobz","Comedy","","$0",""
"","Race 2","Action","","$1,579,940",""
"","Resolution","Thriller/Suspense","","$0",""
"","Supporting Characters","Comedy","$60,000","$4,917",""
"January 28","Last Vegas","Comedy","$28,000,000","$63,914,167","Play"
"January 29","Amazing Ocean","Documentary","","$0",""
"","Amy Schumer: Mostly Sex Stuff","Concert/Performance","","$0",""
"","Bangkok Assassins","","","$0",""
"","Batman: The Dark Knight Returns, Part 2","Action","$3,500,000","$0",""
"","Cet obscur objet du desir","Documentary","","$0",""
"","Les Contes de la nuit","Multiple Genres","","$0",""
"","The Duellists","Drama","","$0",""
"","Fascination Coral Reef: Mysterious Worlds Underwater","Documentary","","$0",""
"","Heaven's Door","","","$0",""
"","Historia Shel Hakolnoah Israeli","Documentary","","$0",""
"","The Liability","Thriller/Suspense","","$0",""
"","The Love Section","Romantic Comedy","","$0",""
"","Madly Madagascar","Adventure","","$0",""
"","Sound City","Documentary","","$422,853",""
"","White Zombie","Horror","","$0",""
"January 30","After","Drama","","$24,545",""
"","Arrugas","Drama","","$0",""
"","One Night Stand: Creating a Play in a Day","","","$0",""
"January 31","Bullet to the Head","Action","$55,000,000","$9,489,829","Play"
"","Plan 9 from Outer Space","Horror","","$0",""
"","Warm Bodies","Romantic Comedy","$30,000,000","$66,380,662","Play"
"February 1","2013 Oscar Shorts","Multiple Genres","","$2,142,342",""
"","Antiviral","Thriller/Suspense","$3,100,000","$0",""
"","The Gatekeepers","Documentary","$1,500,000","$2,408,553",""
"","Girls Against Boys","Thriller/Suspense","","$7,529",""
"","A Haunting in Connecticut 2: The Ghosts of Georgia","Horror","$9,000,000","$0",""
"","Koch","Documentary","","$342,941",""
"","Mumia: Long Distance Revolutionary","Documentary","","$37,731",""
"","Porfirio","Drama","","$0",""
"February 4","JOSH GROBAN LIVE: All That Echoes","Concert/Performance","","$0",""
