"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"","New Waterford Girl","Comedy","","$774,469",""
"","Running Free","","","$101,431",""
"","Un Pour Toutes","","","$29,154",""
"June 9","American Pimp","Documentary","","$287,724",""
"","Catfish in Black Bean Sauce","Comedy","","$1,315,573",""
"","The Children of Chabannes","Documentary","","$33,413",""
"","Dekalog","Drama","","$759,898",""
"","Gone in 60 Seconds","Action","$103,300,000","$101,643,008",""
"","Groove","Comedy","$500,000","$1,115,313",""
"","Josh","Drama","","$426,318",""
"","Lost in the Pershing Point Hotel","Comedy","","$0",""
"","Love's Labour's Lost","Romantic Comedy","","$284,291",""
"","Pop & Me","","","$15,645",""
"June 14","Humanite","","","$113,495",""
"June 16","Boys and Girls","Romantic Comedy","$16,000,000","$21,799,652",""
"","East Side","","","$1,003",""
"","Fantasia 2000 (Theatrical Release)","Musical","$80,000,000","$9,103,630",""
"","Jesus' Son","Drama","$2,500,000","$1,282,084",""
"","La lengua de las mariposas","Drama","","$2,086,098",""
"","Shaft","Action","$53,012,938","$70,327,868",""
"","Time Regained","","","$467,247",""
"","Titan A.E.","Adventure","$75,000,000","$22,751,979",""
"June 20","G.I. Joe: The Movie","Action","","$0",""
"June 21","Chicken Run","Adventure","$42,000,000","$106,793,915",""
"June 23","Boricua's Bond","Drama","","$103,163",""
"","Me, Myself & Irene","Romantic Comedy","$51,000,000","$90,570,999",""
"","Pariah","","","$441,496",""
"","The Trial","","","$17,815",""
"","Woman Chaser","","$150,000","$110,719",""
"June 27","The Saphead","","","$0",""
"June 28","The Patriot","Drama","$110,000,000","$113,330,342",""
"","Trixie","","","$291,022",""
"June 30","The Adventures of Rocky & Bullwinkle","Comedy","$76,000,000","$26,000,610",""
"","Burlesk King","Drama","","$39,036",""
"","The Perfect Storm","Drama","$120,000,000","$182,618,434",""
"","Praise","","","$30,432",""
"","Surviving Paradise","","","$14,085",""
"July 7","But I'm a Cheerleader","Comedy","$1,200,000","$2,205,627",""
"","It's the Rage","","","$9,268",""
"","The Kid","Comedy","$65,000,000","$69,688,384",""
"","Scary Movie","Comedy","$19,000,000","$157,019,771",""
"","Shower","Drama","","$1,157,764",""
"","La Vie Après L'Amour","Comedy","","$1,795,758",""
"July 12","Water Drops on Burning Rocks","","","$87,313",""
"July 14","Chuck&Buck","Drama","$250,000","$1,055,671",""
"","Debandade, La","","","$4,728",""
"","The Five Senses","","","$497,091",""
"","Jungle","","","$54,125",""
"","Mooky","","","$7,284",""
"","The Night Larry Kramer Kissed Me","","","$16,280",""
"","Refugee","Drama","","$590,000",""
"","Shadow Hours","","","$38,530",""
"","Sweet Jane","","","$967",""
"","The Wisdom of Crocodiles","","","$21,404",""
"","X-Men","Action","$75,000,000","$157,299,717",""
"July 19","The In Crowd","Thriller/Suspense","$15,000,000","$5,217,498",""
"July 21","Alice et Martin","Drama","","$743,115",""
"","Benjamin Smoke","Documentary","","$36,807",""
"","Criminal Lovers","","","$50,470",""
"","The Eyes of Tammy Faye","Documentary","","$1,029,591",""
"","Loser","Romantic Comedy","$20,000,000","$15,464,026",""
"","Pokemon 2000","Adventure","$30,000,000","$43,746,923",""
"","Rififi","","","$471,430",""
"","Spent","","","$10,116",""
"","What Lies Beneath","Thriller/Suspense","$90,000,000","$155,464,351",""
"July 26","Thomas and the Magic Railroad","Adventure","$19,000,000","$15,911,332",""
"July 28","Girl on the Bridge","Romantic Comedy","","$1,713,995",""
"","Inseperables","","","$5,757",""
"","Nutty Professor II: The Klumps","Comedy","$84,000,000","$123,307,945",""
"","The Wind Will Carry Us","","","$255,568",""
"","Wonderland","","","$413,595",""
"August 1","Phantasm IV: Oblivion","Horror","","$0",""
"August 4","Better Living","Comedy","","$1,432",""
"","Coyote Ugly","Drama","$45,000,000","$60,786,269",""
"","Har Di Jo Pyar Karega","Musical","","$406,235",""
"","Hollow Man","Horror","$90,000,000","$73,209,340",""
"","I'm the One That I Want","Concert/Performance","","$1,210,967",""
"","Une Liaison pornographique","Drama","","$347,808",""
"","Mad About Mambo","Romantic Comedy","","$61,663",""
"","Psycho Beach Party","Comedy","$4,000,000","$267,972",""
"","Saving Grace","Comedy","$4,000,000","$12,178,602",""
"","Space Cowboys","Adventure","$65,000,000","$90,454,043",""
"","The Tao of Steve","Romantic Comedy","","$4,342,203",""
"","The Tic Code","Drama","","$203,849",""
"August 11","Aimée & Jaguar","Drama","$6,800,000","$927,107",""
"","Autumn in New York","Drama","$40,000,000","$37,752,931",""
"","Bless the Child","Thriller/Suspense","$40,000,000","$29,374,178",""
"","Cecil B. Demented","Black Comedy","$10,000,000","$1,276,984",""
"","Dhadkan","","","$45,380",""
"","Gimme Shelter","","","$256,094",""
"","Intern","","","$4,000",""
"","Lea","","","$31,071",""
"","MVP: Most Valuable Primate","Comedy","","$1,248,746",""
"","The Opportunists","Drama","","$581,142",""
"","The Replacements","Comedy","$50,000,000","$44,737,059",""
"","Sunset Strip","","","$3,926",""
"August 16","The Ballad of Ramblin' Jack","Documentary","","$221,893",""
"August 18","1999 Cannes Intl. Adv Festival","","","$6,234",""
"","The Cell","Thriller/Suspense","$35,000,000","$61,280,963",""
"","Godzilla 2000","Action","$1,000,000","$10,037,390",""
"","The Original Kings of Comedy","Concert/Performance","$3,000,000","$38,168,022",""
"","Place Vendome","Drama","","$884,823",""
"","Steal This Movie","","","$76,053",""
"August 23","Fast Pitch","","","$5,847",""
"August 25","The Art of War","Thriller/Suspense","$40,000,000","$30,199,105",""
"","Bittersweet Motel","Documentary","","$380,927",""
"","Bring it On","Comedy","$10,000,000","$68,353,550",""
"","The Crew","Comedy","$23,000,000","$13,019,253",""
"","Hamara Dil Aapka Pase Hain","","","$392,076",""
"","Love and Sex","Romantic Comedy","","$536,287",""
"","Orfeu","","","$121,045",""
"","Smiling Fish and Goat on Fire","","$40,000","$277,233",""
"","Solomon and Gaenor","","","$301,754",""
"","Tera Jadoo Chal Gayaa","","","$365,318",""
"August 30","Dark Days","","","$435,546",""
"September 1","Highlander: Endgame","Action","$15,000,000","$12,801,190",""
"","Hochelaga","","","$481,066",""
"","Titanic Town","Drama","","$60,523",""
"","Whipped","Comedy","$3,000,000","$4,142,507",""
"","Wildflowers","","","$5,365",""
"September 5","Killer Klowns from Outer Space","Black Comedy","","$0",""
"September 6","Backstage","Documentary","","$1,184,727",""
"","Turn It Up","Drama","","$1,244,676",""
"September 8","Anatomie","Horror","$2,500,000","$9,598",""
"","The Autumn Heart","Drama","","$13,354",""
"","Clouds","","","$0",""
"","Fiza","Drama","$1,000,000","$623,791",""
"","Gouttes Deau Sur Pierres Blulantes","","","$37,141",""
"","It All Starts Today","","","$10,854",""
"","Madodayo","","","$42,905",""
"","Nurse Betty","Black Comedy","$24,000,000","$25,170,054",""
"","Polax","","","$172,107",""
"","Solas","","","$367,939",""
"","The Watcher","Thriller/Suspense","$33,000,000","$28,946,615",""
"","The Way of the Gun","Action","$9,000,000","$6,047,856",""
"","Went to Coney Island on a Mission from God…","","","$14,090",""
"September 9","Good News","Romantic Comedy","","$0",""
"September 13","Human Resources","","","$124,471",""
"","Paragraph 175","","","$89,987",""
"September 15","30 Days","Comedy","","$13,753",""
"","Almost Famous","Comedy","$60,000,000","$32,522,352",""
"","Baise-moi","Drama","","$414,995",""
"","Bait","Action","$35,000,000","$15,325,127",""
"","Circus","Thriller/Suspense","","$8,406",""
"","Crime and Punishment in Suburbia","","","$26,394",""
"","Duets","Drama","$16,000,000","$4,734,235",""
"","Goya in Bordeaux","Drama","","$719,755",""
"","Harvey Milk","","","$13,561",""
"","Into the Arms of Strangers: Stories of the Kindertransport","Documentary","","$382,807",""
"","Karobaar","","","$45,200",""
"","Maelstrom","","","$338,525",""
"","Noce, La","","","$33,716",""
"","On The Run","","","$1,243",""
"","Urbania","Drama","$225,000","$1,032,075",""
"September 19","Dillinger","Action","","$0",""
"September 22","Blood, Friends and Money","Horror","","$4,613",""
"","Dancer in the Dark","Musical","$12,500,000","$4,157,491",""
"","The Fantasticks","","","$44,757",""
"","Gout Des Autres, Le","","","$340,938",""
"","Invention De L'Amour, L'","","","$11,390",""
"","Left Luggage","Drama","","$1,113,208",""
"","Monde De Marty, Le","","","$10,953",""
"","Le Pique-nique de Lulu Kreutz","","","$4,841",""
"","Prince of Central Park","","","$5,810",""
"","Rape Me","","","$13,954",""
"","The Specials","","$1,000,000","$12,996",""
"","The Tavern","","","$6,096",""
"","Traite ou Patriote","","","$2,675",""
"","Under Suspicion","Multiple Genres","","$334,245",""
"","Uninvited Guest","","","$170,832",""
"","Urban Legends: Final Cut","Horror","$15,000,000","$21,468,807",""
"","Woman on Top","Romantic Comedy","$8,000,000","$5,018,450",""
"September 26","The Blood Beast Terror","Horror","","$0",""
"September 27","Best in Show","Comedy","$6,000,000","$18,621,249",""
"","Twilight in Los Angeles","","","$3,174",""
"September 29","Barenaked in America","Documentary","","$45,170",""
"","Beautiful","Drama","$9,000,000","$3,134,509",""
"","The Broken Hearts Club: A Romantic Comedy","Comedy","$1,000,000","$1,744,858",""
"","Cleopatra's Second Husband","Drama","","$205,547",""
"","Girlfight","Drama","","$1,523,941",""
"","The Price of Air","","","$3,544",""
"","Promenons-nous Dans Les Bois","","","$145,320",""
"","Remember the Titans","Drama","$30,000,000","$115,654,751",""
"","Running on the Sun","","","$2,464",""
"October 6","Bamboozled","Drama","$10,000,000","$2,185,266",""
"","Bootmen","Comedy","","$21,172",""
"","Cyberworld 3D","Adventure","","$11,243,857",""
"","Digimon: The Movie","Adventure","$5,000,000","$9,628,751",""
"","Dil Pe Mat Le Yaar","","","$8,443",""
"","Get Carter","Drama","$40,000,000","$14,967,182",""
"","Live Nude Girls Unite","Documentary","","$84,706",""
"","Meet the Parents","Comedy","$55,000,000","$166,225,040",""
"","Requiem for a Dream","Drama","$4,500,000","$3,635,482",""
"","Shikar","","","$40,712",""
"","Taboo","","","$131,827",""
"","Taxi 2","Action","","$729,844",""
"","Tigerland","Drama","","$139,500",""
"","Two Family House","Drama","","$1,015,122",""
"","Yi Yi","Drama","","$1,136,776",""
"October 8","Ride","Documentary","","$3,176,650",""
"October 10","Peter Pan","Concert/Performance","","$0",""
"October 13","Billy Elliot","Drama","$5,000,000","$21,995,263",""
"","El Circulo Vicioso","Action","","$205,265",""
"","The Contender","Drama","$9,000,000","$17,804,273",""
"","Diary of a Chambermaid","","","$19,481",""
"","Dr. T and the Women","Romantic Comedy","","$13,065,561",""
"","The Followers","","","$4,841",""
"","Harry, He's Here to Help","","","$137,515",""
"","Just Looking","","$3,000,000","$39,852",""
"","The Ladies Man","Comedy","$11,000,000","$13,592,872",""
"","Lost Souls","Thriller/Suspense","$28,000,000","$16,779,636",""
"","One","","","$21,496",""
"","Ratcatcher","","","$217,244",""
"October 20","Animal Factory","Drama","","$43,805",""
"","Bedazzled","Comedy","$48,000,000","$37,879,996",""
"","La Bouteille","Comedy","","$43,993",""
"","Calle 54","Documentary","","$183,140",""
"","Confessions of Dr. Sachs","","","$53,346",""
"","Dolphins","Documentary","","$54,000,000",""
"","Just One Time","","","$23,374",""
"","The Legend of Drunken Master","Action","$2,000,000","$11,546,543",""
"","Pay it Forward","Drama","$40,000,000","$33,508,922",""
"","The Wolves of Kromer","","","$11,057",""
"","The Yards","Drama","$20,000,000","$882,710",""
"October 21","Gloomy Sunday (Ein Lied von Liebe und Tod)","","","$481,207",""
"October 24","Sound and Fury","","","$113,512",""
"October 27","Book of Shadows: Blair Witch 2","Horror","$15,000,000","$26,421,314",""
"","Femme Dexterieur, Une","","","$9,238",""
"","George Washington","","$42,000","$241,816",""
"","The Little Vampire","Comedy","$22,000,000","$13,555,988",""
"","Loving Jezebel","","","$69,470",""
"","Lucky Numbers","Comedy","$65,000,000","$10,014,234",""
"","Mohabbatein","Musical","","$1,070,000",""
"","Once in the Life","","","$53,454",""
"","Un pont entre deux rives","Drama","","$148,093",""
"","A Room for Romeo Brass","","$5,250,000","$20,097",""
"","The Sculptress","","","$9,972",""
"","Stardom","","","$77,527",""
"","A Time for Drunken Horses","Drama","","$701,468",""
"","Venus Beauty Institute","","","$474,745",""
"October 31","Mercy Streets","Drama","$600,000","$173,599",""
"November 3","2 Männer, 2 Frauen - 4 Probleme!?","Comedy","","$14,940",""
"","Blue Moon","Comedy","","$76,096",""
"","Boesman and Lena","Drama","","$32,148",""
"","Charlie's Angels","Action","$90,000,000","$125,305,545",""
"","Kippur","","","$111,449",""
"","The Legend of Bagger Vance","Drama","$60,000,000","$30,695,227",""
"","Me & Isaac Newton","","","$32,269",""
"","Possible Worlds","","","$44,309",""
"","Restless","","","$16,659",""
"November 7","Inherit The Wind","Drama","","$0",""
"","Der müde Tod","Thriller/Suspense","","$12,156",""
"November 8","Suzhou River","","","$96,778",""
"November 10","Angel's Ladies","Documentary","","$0",""
"","Kurukshetra","","","$36,889",""
"","Little Nicky","Comedy","$80,000,000","$39,442,871",""
"","Looking for an Echo","","","$12,565",""
"","Men of Honor","Drama","$32,000,000","$48,814,909",""
"","Muses Orphelines, Les","","","$94,348",""
"","Non-Stop","","","$38,442",""
"","Rebels With a Cause","","","$9,753",""
"","Red Planet","Action","$80,000,000","$17,480,890",""
"","You Can Count on Me","Drama","$1,200,000","$9,180,275",""
"November 17","The 6th Day","Action","$82,000,000","$34,543,701",""
"","Bounce","Drama","$35,000,000","$36,805,288",""
"","La Bûche","Comedy","","$330,418",""
"","Chutney Popcorn","Comedy","","$2,274",""
"","Dernier Harem, La","","","$8,954",""
"","Destinees Sentimentales, Les","","","$110,632",""
"","Himalaya - l'enfance d'un chef","Drama","","$2,487,878",""
"","How the Grinch Stole Christmas","Comedy","$123,000,000","$260,044,825",""
"","Kahi Pyar Na Ho Jaye","","","$87,000",""
"","Latalante","","","$24,084",""
"","Lies","","","$61,900",""
"","Moitie Gauche du Figo, La","","","$94,010",""
"","One Day in September","","","$155,158",""
"","Rugrats in Paris","Adventure","$30,000,000","$76,501,438",""
"","Sade","","","$98,967",""
"","What's Cooking","Drama","","$1,045,899",""
"November 22","102 Dalmatians","Comedy","$85,000,000","$66,941,559",""
"","Quills","Drama","$13,500,000","$7,060,876",""
"","The Trench","","","$0",""
"","Unbreakable","Thriller/Suspense","$73,243,106","$94,999,143",""
"","The Weekend","","","$31,043",""
"November 24","Passionnement","","","$7,558",""
"","Peut-Etre","","","$6,231",""
"","Way Down Town","","","$88,291",""
"December 1","Aïe","Comedy","","$8,289",""
"","Homme Nu, L'","","","$2,126",""
"","Moon Shadow","","","$3,527",""
"","My Father Angel","","","$589",""
"","Panic","Drama","$1,000,000","$779,137",""
"","Poor White Trash","","","$3,366",""
"","Yana's Friends","","","$6,954",""
"December 8","The Art of Amália","Documentary","","$26,609",""
"","Boys Life 3","Drama","","$208,076",""
"","Crouching Tiger, Hidden Dragon","Action","$15,000,000","$128,067,808",""
"","The Day Silence Died","","","$1,742",""
"","Dungeons and Dragons","Adventure","$35,000,000","$15,185,241",""
"","Mr. Accident","","","$0",""
"","Proof of Life","Action","$65,000,000","$32,598,931",""
"","Snatch","Black Comedy","$10,000,000","$30,093,107",""
"","Spring Forward","","","$102,353",""
"","Vertical Limit","Action","$75,000,000","$68,473,360",""
"December 15","Chocolat","Drama","$25,000,000","$71,309,760",""
"","Dude, Where's My Car?","Comedy","$13,000,000","$46,729,374",""
"","The Emperor's New Groove","Adventure","$100,000,000","$89,296,573",""
"","Pollock","Drama","$6,000,000","$8,596,914",""
"","South of Heaven, West of Hell","","","$26,357",""
"","Tuvalu","","","$411,678",""
"","The Visit","","","$186,444",""
"","Voyages","","","$23,778",""
"","What Women Want","Romantic Comedy","$65,000,000","$182,805,123",""
"December 19","Finding Forrester","Drama","$43,000,000","$51,768,623",""
"","The Gift","Thriller/Suspense","$10,000,000","$12,008,642",""
"December 22","All the Pretty Horses","Western","$45,000,000","$15,527,125",""
"","Before Night Falls","Drama","","$4,221,817",""
"","Cast Away","Drama","$85,000,000","$233,632,142",""
"","Dracula 2000","Horror","$28,000,000","$33,000,377",""
"","An Everlasting Piece","Comedy","$4,000,000","$75,078",""
"","The Family Man","Comedy","$60,000,000","$75,764,085",""
"","The House of Mirth","Drama","$10,000,000","$3,041,803",""
"","Malena","Drama","","$3,429,045",""
"","Miss Congeniality","Comedy","$45,000,000","$106,807,667",""
"","Nowhere to Hide","","","$22,007",""
"","O Brother, Where Art Thou?","Comedy","$26,000,000","$45,506,619",""
"","State and Main","Comedy","","$6,920,692",""
"","Thirteen Days","Drama","$80,000,000","$34,566,746",""
"","Vatel","","","$49,464",""
"December 27","Traffic","Drama","$48,000,000","$124,107,476",""
"December 29","Chunhyang","Drama","","$798,220",""
"","The Claim","Western","$13,000,000","$622,023",""
"","Khiladi 420","","","$26,731",""
"","Raju Chacha","","","$194,698",""
"","Shadow of the Vampire","Drama","$8,000,000","$8,279,017",""
"December 31","Accelerator","","","$0",""
"","The Catcher","","","$0",""
"","The Chaos Factor","Thriller/Suspense","","$0",""
"","Chiedimi se Sono Felice","Comedy","","$0",""
"","Franklin And The Green Knight","Adventure","","$0",""
"","Godzilla vs. Megaguirus","","","$0",""
"","Luck of the Draw","Thriller/Suspense","","$0",""
"","New Year's Day","Drama","","$0",""
"","Primary Suspects","","","$0",""
"","Sally Hemmings: an American Scandal","Drama","","$0",""
"","Songs in Ordinary Time","Drama","","$0",""
"","Tycus","Action","","$0",""
"","U.S. Seals","","","$0",""
"","Walking Across Egypt","Drama","","$0",""
"","Whispers: An Elephants Tale","Adventure","","$0",""
"","Wild Grizzly","","","$0",""
