"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 1","E tu vivrai nel terrore - L'aldilà","Horror","$400,000","$126,387",""
"","Getting It On","","","$975,000",""
"","Joysticks","","","$3,952,000",""
"","Tough Enough","Drama","","$2,433,722",""
"January 7","Enigma","","","$0",""
"January 18","Lianna","","","$1,500,000",""
"January 21","The House on Sorority Row","Horror","","$8,184,633",""
"","Independence Day","Drama","","$151,462",""
"","Muddy River","","","$0",""
"","Night of the Shooting Stars","Drama","","$0",""
"","Threshold","","","$0",""
"","The Year of Living Dangerously","Drama","","$8,601,065",""
"February 4","The Entity","Horror","","$13,277,558",""
"","Videodrome","Horror","$5,952,000","$2,120,439",""
"","Without a Trace","Drama","","$9,632,062",""
"February 11","Let's Spend the Night Together","Concert/Performance","","$3,282,561",""
"February 18","The King of Comedy","Comedy","","$2,536,242",""
"","Local Hero","Comedy","","$5,767,363",""
"","The Lords of Discipline","Thriller/Suspense","","$11,721,041",""
"","Lovesick","Comedy","$10,100,000","$10,143,618",""
"","The Pirates of Penzance","Musical","","$694,497",""
"","The Sting II","Comedy","","$6,347,072",""
"","Table for Five","Drama","","$2,400,000",""
"","Twilight Time","","","$0",""
"February 25","Betrayal","Drama","","$0",""
"","The Girl with Red Hair","","","$0",""
"","One Dark Night","Horror","","$0",""
"February 27","Private Life","","","$0",""
"March 4","Baby It's You","Comedy","","$1,312,473",""
"","Britannia Hospital","Drama","","$0",""
"","My Tutor","Comedy","","$22,587,000",""
"","Tender Mercies","Drama","","$8,443,124",""
"","Vigilante","Action","","$5,091,888",""
"March 11","10 to Midnight","Action","","$7,175,592",""
"","Say Amen, Somebody","","","$0",""
"","Trenchcoat","Comedy","","$4,304,286",""
"March 18","The Grey Fox","","","$0",""
"","High Road to China","Adventure","","$28,416,459",""
"","Twice Upon a Time","","","$0",""
"March 23","Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles","Drama","","$19,858",""
"March 25","Bad Boys","Drama","","$9,200,000",""
"","The Black Stallion Returns","Adventure","","$9,851,679",""
"","Eddie Macon's Run","Action","","$1,300,000",""
"","Max Dugan Returns","Comedy","","$17,613,720",""
"","The Outsiders","Drama","$10,000,000","$25,697,647",""
"","Spring Break","Comedy","","$24,071,666",""
"March 31","The Meaning of Life","Comedy","","$14,929,552",""
"April 1","Heart Like a Wheel","Drama","","$0",""
"","Man, Woman and Child","Drama","","$2,300,000",""
"","Screwballs","","","$2,082,000",""
"","To Begin Again","","","$0",""
"April 8","The Flight of the Eagle","","","$0",""
"","Losin' It","Comedy","$7,000,000","$1,246,141",""
"April 15","Better Late Than Never","Comedy","","$24,164",""
"","The Evil Dead","Horror","$375,000","$2,400,000",""
"","Flashdance","Drama","$7,000,000","$90,463,574",""
"","Lone Wolf McQuade","Action","$5,000,000","$12,232,628",""
"","Rock & Rule","","","$0",""
"April 22","Exposed","Drama","","$1,352,083",""
"","La traviata","Musical","","$3,594,000",""
"April 29","Blue Skies Again","Comedy","","$46,603",""
"","The Draughtsman's Contract","","","$0",""
"","The Hunger","Horror","","$4,800,000",""
"","Koyaanisqatsi","","","$0",""
"","Something Wicked This Way Comes","Horror","","$5,656,087",""
"","Valley Girl","Comedy","","$16,800,000",""
"May 6","Alsino y el cóndor","Drama","","$0",""
"","Doctor Detroit","Comedy","","$10,400,000",""
"","Still Smokin","Comedy","","$15,543,000",""
"May 13","Blue Thunder","Action","","$42,313,354",""
"","Breathless","Action","","$19,910,002",""
"May 20","Spacehunter: Adventures in the Forbidden Zone","Adventure","","$16,478,265",""
"May 25","Star Wars Ep. VI: Return of the Jedi","Adventure","$32,500,000","$309,205,079",""
"May 27","Chained Heat","Drama","","$6,149,983",""
"June 3","The Man with Two Brains","Comedy","","$10,353,438",""
"","Psycho II","Horror","","$32,000,000",""
"","Le retour de Martin Guerre","Drama","","$2,522,881",""
"","WarGames","Thriller/Suspense","$12,000,000","$74,433,837",""
"June 8","Trading Places","Comedy","","$90,400,000",""
"June 10","Octopussy","Action","$27,500,000","$67,900,000",""
"June 17","Etoile du Nord, L'","","","$0",""
"","Fanny och Alexander","Drama","","$4,971,340",""
"","Superman III","Adventure","$39,000,000","$59,950,623",""
"June 22","The Survivors","Comedy","","$14,000,000",""
"June 24","Porky's II: The Next Day","Comedy","","$33,759,266",""
"","Twilight Zone: The Movie","Horror","$10,000,000","$29,500,000",""
"","Yellowbeard","Comedy","","$4,300,000",""
"July 1","Stroker Ace","Comedy","","$13,000,000",""
"July 15","Deadly Force","Action","","$294,316",""
"","Puberty Blues","Comedy","","$237,000",""
"","Staying Alive","Musical","","$63,841,474",""
"","Zelig","Comedy","","$11,798,616",""
"July 22","Class","Comedy","","$21,667,789",""
"","Jaws 3-D","Horror","","$42,245,180",""
"","Mr. Mom","Comedy","","$64,800,000",""
"July 29","Krull","Adventure","","$16,519,460",""
"","National Lampoon’s Vacation","Comedy","$15,000,000","$61,400,000",""
"","Pauline at the Beach","","","$0",""
"","Private School","Comedy","","$14,049,540",""
"August 5","Get Crazy","","","$1,168,364",""
"","Risky Business","Comedy","","$63,541,777",""
"","The Star Chamber","Action","","$5,600,000",""
"August 12","Cujo","Horror","","$21,156,152",""
"","Curse of the Pink Panther","Comedy","","$3,374,312",""
"","The Man Who Wasn't There","Comedy","","$2,315,505",""
"","Smokey and the Bandit III","Comedy","","$7,000,000",""
"August 19","The Adventures of Bob & Doug McKenzie: Strange Brew","Comedy","","$7,035,618",""
"","The Ballad of Gregorio Cortez","Western","$1,305,000","$909,000",""
"","Easy Money","Comedy","","$29,309,766",""
"","The Golden Seal","Adventure","","$6,609,870",""
"","Metalstorm: The Destruction of Jared-Syn","Adventure","","$5,301,085",""
"","Yor: Hunter From the Future","Action","","$2,810,199",""
"August 26","Daniel","Drama","","$484,068",""
"","Fire and Ice","Adventure","","$760,883",""
"","Hercules","Adventure","","$9,466,655",""
"","Merry Christmas, Mr. Lawrence","Drama","","$2,306,560",""
"","Young Warriors","Action","","$238,534",""
"September 2","DeathStalker","Action","","$8,890,685",""
"","Lonely Hearts","Drama","","$683,534",""
"","Mortuary","Horror","","$1,722,738",""
"","Nightmares","Horror","","$6,670,680",""
"","Stryker","Action","","$887,080",""
"","Turkey Shoot","Action","","$1,233,657",""
"September 7","Revenge of the Ninja","Action","","$10,325,628",""
"September 9","Leidenschaftliche Blümchen","Comedy","","$131,396",""
"September 15","Heat and Dust","Drama","","$903,037",""
"September 16","Strange Invaders","Thriller/Suspense","","$1,362,303",""
"","Who Dares Wins","Action","","$2,108,197",""
"September 21","Cross Creek","Drama","","$205,970",""
"","Educating Rita","Drama","","$14,688,000",""
"September 23","Eddie and the Cruisers","Drama","","$4,685,097",""
"","Last Plane Out","","","$115,475",""
"","Pieces","Horror","","$1,198,346",""
"September 28","The Big Chill","Comedy","","$56,077,501",""
"September 30","Brainstorm","Thriller/Suspense","$15,000,000","$8,921,050",""
"","Hanna K.","Drama","","$110,000",""
"","The Honorary Consul","Thriller/Suspense","","$4,800,000",""
"","The Lonely Lady","Drama","","$1,223,220",""
"October 7","La flûte à six schtroumpfs","Adventure","","$11,234,220",""
"","Never Cry Wolf","Drama","","$27,668,764",""
"","Never Say Never Again","Action","$36,000,000","$55,500,000",""
"","The Prey","Horror","","$49,677",""
"","Romantic Comedy","Comedy","","$5,140,538",""
"","Rumble Fish","Drama","","$2,500,000",""
"October 12","Passion","","","$0",""
"October 14","Possession","Horror","","$1,113,538",""
"","Streamers","","","$0",""
"October 21","All the Right Moves","Drama","","$17,200,000",""
"","The Dead Zone","Horror","$10,000,000","$20,766,000",""
"","The Osterman Weekend","Thriller/Suspense","","$6,500,000",""
"","The Right Stuff","Action","$27,000,000","$21,500,000",""
"","Under Fire","Drama","","$5,700,000",""
"October 28","Going Berserk","Comedy","","$234,950",""
"","Richard Pryor Here and Now","Concert/Performance","","$16,156,776",""
"","The Wicked Lady","Drama","$8,000,000","$589,308",""
"November 4","Deal of the Century","Comedy","","$10,400,000",""
"","Experience Preferred","Drama","","$822,650",""
"","Running Brave","Drama","","$1,204,595",""
"","Testament","Drama","","$1,537,122",""
"November 10","Star 80","Drama","","$6,472,990",""
"November 18","Amityville 3-D","Horror","","$6,333,135",""
"","A Christmas Story","Comedy","$3,250,000","$20,605,209",""
"","Cross Country","Thriller/Suspense","","$113,880",""
"","Nate and Hayes","Adventure","","$1,643,022",""
"","A Night in Heaven","Drama","","$5,563,663",""
"","Yentl","Musical","$12,000,000","$39,012,241",""
"November 23","Of Unknown Origin","Horror","","$1,080,470",""
"","Terms of Endearment","Drama","","$108,423,489",""
"December 6","The Dresser","Drama","","$5,310,748",""
"December 9","Christine","Horror","","$21,200,000",""
"","Scarface","Drama","$25,000,000","$44,942,821",""
"","Sudden Impact","Action","","$67,642,693",""
"December 14","Silkwood","Drama","","$35,615,609",""
"December 16","D.C. Cab","Comedy","","$16,134,000",""
"","Gorky Park","Drama","","$15,900,000",""
"","The Keep","Horror","","$3,661,757",""
"","The Man Who Loved Women","Comedy","","$11,000,000",""
"","Reuben, Reuben","","","$0",""
"","To Be or Not to Be","Comedy","","$13,030,214",""
"","Two of a Kind","Comedy","","$23,700,000",""
"","Uncommon Valor","Action","","$27,900,000",""
"December 31","Chattanooga Choo Choo","Comedy","","$0",""
"","Otto er et naesehorn","","","$0",""
"","Walking the Edge","","","$0",""
