"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","A Date with Judy","","","$3,700,000",NA,"1948"
"","Key Largo","","","$8,125,000",NA,"1948"
"","On an Island with You","","","$3,200,000",NA,"1948"
"","The Pirate","","$3,700,000","$2,956,000",NA,"1948"
"","Red River","","$3,000,000","$9,012,000",NA,"1948"
"","The Snake Pit","","","$10,000,000",NA,"1948"
"","Sorry, Wrong Number","","","$5,700,000",NA,"1948"
"","Words and Music","","","$3,500,000",NA,"1948"
"","Yellow Sky","","","$5,600,000",NA,"1948"
"April 20","Arch of Triumph","Drama","","$1,400,000",NA,"1948"
"April 24","Vredens Dag","Drama","","$7,642",NA,"1948"
"May 27","Melody Time","","","$0",NA,"1948"
"July 8","Easter Parade","","","$6,800,000",NA,"1948"
"October 20","The Three Musketeers","Action","","$8,000,000",NA,"1948"
"October 22","The Red Shoes","Drama","","$0",NA,"1948"
"December 1","The Adventures of Don Juan","Adventure","","$0",NA,"1948"
"December 31","Conspirator","","","$0",NA,"1948"
"","Julia Misbehaves","","","$0",NA,"1948"
"","Summer Holiday","Romantic Comedy","","$0",NA,"1948"
