"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","55 Days at Peking","Drama","$17,000,000","$10,000,000",NA,"1963"
"","Classe Tous Risques","Thriller/Suspense","","$95,413",NA,"1963"
"","Donovan's Reef","","$2,686,000","$6,600,000",NA,"1963"
"","McLintock!","Western","","$14,500,000",NA,"1963"
"","The V.I.P.s","","","$15,000,000",NA,"1963"
"January 16","Son of Flubber","","","$22,129,412",NA,"1963"
"January 25","Le Petit Soldat","Drama","","$24,296",NA,"1963"
"February 20","How the West Was Won","Western","","$46,500,000",NA,"1963"
"March 28","The Birds","Horror","","$11,403,529",NA,"1963"
"April 3","It Happened at the World's Fair","","","$2,250,000",NA,"1963"
"April 4","Bye Bye Birdie","Musical","","$13,129,412",NA,"1963"
"May 8","Dr. No","Action","$1,000,000","$16,067,035",NA,"1963"
"May 29","Hud","","$2,500,000","$10,000,000",NA,"1963"
"June 5","Come Blow Your Horn","","","$12,705,882",NA,"1963"
"June 12","Cleopatra","Drama","$42,000,000","$57,000,000",NA,"1963"
"June 25","8½","Drama","","$50,690",NA,"1963"
"July 5","Irma La Douce","","","$25,246,588",NA,"1963"
"July 6","Blood Feast","Horror","","$4,000,000",NA,"1963"
"July 17","The Thrill of it All","","","$11,779,093",NA,"1963"
"July 25","Voyage to the End of the Universe","Action","","$0",NA,"1963"
"August 8","The Great Escape","Drama","$4,000,000","$11,744,471",NA,"1963"
"September 23","Vivre sa vie: Film en douze tableaux","Drama","","$20,137",NA,"1963"
"October 7","Tom Jones","","$1,000,000","$37,600,000",NA,"1963"
"November 7","It's a Mad Mad Mad Mad World","Comedy","$9,400,000","$46,300,000",NA,"1963"
"November 23","La baie des anges","Drama","","$85,840",NA,"1963"
"November 27","Fun in Acapulco","","","$1,500,000",NA,"1963"
"December 5","Charade","Comedy","","$13,474,588",NA,"1963"
"December 12","The Cardinal","Drama","","$11,170,588",NA,"1963"
"December 16","Billy Liar","Comedy","","$35,609",NA,"1963"
"December 25","Move Over, Darling","Romantic Comedy","","$12,705,882",NA,"1963"
"","The Sword in the Stone","Adventure","","$22,182,353",NA,"1963"
"December 31","The Haunting","Drama","","$0",NA,"1963"
