"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"February 7","Untitled Warner Brothers Event Film #3","","","$0",NA,"2020"
"March 13","Untitled Pixar Animation","","","$0",NA,"2020"
"April 3","Cyborg","","","$0",NA,"2020"
"","SPA Animated Franchise (2020)","","","$0",NA,"2020"
"April 10","Trolls 2","","","$0",NA,"2020"
"May 1","Untitled Marvel Movie","","","$0",NA,"2020"
"May 29","Godzilla Vs. Kong","Action","","$0",NA,"2020"
"June 19","Green Lantern","Action","","$0",NA,"2020"
"","Untitled Pixar Animation (June 2020)","","","$0",NA,"2020"
"July 3","Minions 2","Adventure","","$0",NA,"2020"
"July 10","Untitled Marvel Movie (July 2020)","","","$0",NA,"2020"
"July 24","Untitled DC Film (2020)","","","$0",NA,"2020"
"July 31","Untitled Paramount/Nickelodeon Film","","","$0",NA,"2020"
"August 7","Untitled Warner Brothers Event Film 2","","","$0",NA,"2020"
"September 25","SPA Animated Franchise 2","","","$0",NA,"2020"
"November 6","Untitled Marvel Movie (November 2020)","","","$0",NA,"2020"
"November 20","Fantastic Beasts and Where to Find Them 3","Adventure","","$0",NA,"2020"
"November 25","Untitled Disney Animation (November 2020)","","","$0",NA,"2020"
"December 18","Vivo","","","$0",NA,"2020"
"December 25","Sing 2","Comedy","","$0",NA,"2020"
"December 31","Avatar 3","Action","","$0",NA,"2020"
"","Hannibal the Conqueror","Adventure","$50,000,000","$0",NA,"2020"
"","Singularity","Action","$175,000,000","$0",NA,"2020"
"","Story of Bonnie and Clyde, The","Action","$20,000,000","$0",NA,"2020"
