"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"December 15","Schindler's List","Drama","$25,000,000","$96,067,179","","1993"
"December 17","Beethoven's 2nd","Comedy","","$52,636,940","","1993"
"","The Pelican Brief","Drama","$45,000,000","$100,768,056","","1993"
"December 21","In weiter Ferne, so nah!","Drama","","$810,455","","1993"
"December 22","Philadelphia","Drama","$26,000,000","$77,324,422","","1993"
"December 25","Batman: Mask of the Phantasm","Action","","$5,617,391","","1993"
"","Grumpy Old Men","Comedy","","$70,172,621","","1993"
"","Heaven & Earth","Drama","","$5,840,300","","1993"
"","Tombstone","Western","$25,000,000","$56,505,065","","1993"
"","What's Eating Gilbert Grape","Drama","$11,000,000","$9,170,214","","1993"
"December 29","Ghost in the Machine","Horror","","$4,731,273","","1993"
"","In the Name of the Father","Drama","","$25,096,862","","1993"
"","Shadowlands","Drama","$22,000,000","$25,842,377","","1993"
"December 31","Curacao","Action","","$0","","1993"
"","Domenica Specialmente, La","","","$442,676","","1993"
"","The Heroic Trio","Action","","$0","","1993"
"","Godzilla vs. Mechagodzilla II","","","$0","","1993"
"","The Goodbye Bird","","","$0","","1993"
"","Harmful Intent","","","$0","","1993"
"","Lord Of The Wu Tang","Action","","$0","","1993"
"","Maniac Cop 3: Badge of Silence","Horror","","$0","","1993"
"","Playboy: International Playmates","Documentary","","$0","","1993"
"","Slaughter of the Innocents","","","$0","","1993"
"","Wind Dancer","","","$0","","1993"
"","Witchboard 2: The Devil's Doorway","Horror","","$0","","1993"
