"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"February 1","Shooting Stars","Western","","$0",""
"July 28","The Lights of New York","","","$1,200,000",""
"September 29","The Singing Fool","","","$10,000,000",""
