"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Actor for Hire","Comedy","","$0","","2015"
"January 2","Li'l Quinquin","Comedy","","$7,192","","2015"
"","[REC] 4: Apocalypse","Horror","","$837","","2015"
"","The Search for General Tso","Documentary","","$41,455","","2015"
"","The Taking of Tiger Mountain","Adventure","","$222,964","","2015"
"","Trace Amounts","Documentary","","$80,735","","2015"
"","The Woman in Black 2: Angel of Death","Horror","","$26,501,323","Play","2015"
"January 5","The Inhabitants","Thriller/Suspense","","$0","","2015"
"January 6","Finders Keepers","Thriller/Suspense","","$0","","2015"
"","Not Another Happy Ending","Romantic Comedy","","$0","","2015"
"","Wheels of Terror","Action","","$0","","2015"
"January 8","Taken 3","Action","$48,000,000","$89,256,424","Play","2015"
"January 9","Black November","Drama","$7,500,000","$0","","2015"
"","Dark Summer","Thriller/Suspense","","$0","","2015"
"","Farewell, Herr Schwartz","Documentary","","$4,455","","2015"
"","Die geliebten Schwestern","Drama","","$54,064","","2015"
"","Let's Kill Ward's Wife","Black Comedy","$5,000,000","$0","","2015"
"","Predestination","Thriller/Suspense","","$0","","2015"
"","Preservation","Horror","","$0","","2015"
"","Tevar","Action","","$236,002","","2015"
"","Vessel","Documentary","$800,000","$0","","2015"
"","The World Made Straight","Drama","","$0","","2015"
"January 10","Open Sesame: The Story of Seeds","Documentary","","$0","","2015"
"January 13","At the Earth's Core","Adventure","","$0","","2015"
"","Capricorn One","Action","$5,000,000","$0","","2015"
"","Da Sweet Blood of Jesus","Romantic Comedy","$1,250,000","$0","","2015"
"","Duane Michals: The Man Who Invented Himself","Documentary","","$0","","2015"
"","Once Upon a Time in Shanghai","Action","","$0","","2015"
"","Racing Hearts","Drama","","$0","","2015"
"","Scorpion King 4: Quest for Power","Action","","$0","","2015"
"January 14","Il capitale umano","Drama","","$158,549","","2015"
"","Faeryville","Drama","","$0","","2015"
"","Match","Comedy","","$30,566","","2015"
"","Salut D’Amour","Comedy","","$0","","2015"
"January 15","Doktor Proktor's prompepulver","Comedy","","$0","","2015"
"","Paper Planes","Comedy","","$0","","2015"
"","Royal Treasure (China)","Comedy","","$0","","2015"
"","Tang ren jie tan an","Action","","$459,832","","2015"
"January 16","Appropriate Behavior","Comedy","","$46,912","","2015"
"","Blackhat","Thriller/Suspense","$70,000,000","$7,889,395","Play","2015"
"","Little Accidents","Drama","","$8,649","","2015"
"","The Phoenix Project","Drama","","$0","","2015"
"","Seventh Son","Adventure","$95,000,000","$17,223,265","Play","2015"
"","Spare Parts","Drama","","$3,618,912","Play","2015"
"","Still Alice","Drama","$5,000,000","$18,656,400","Play","2015"
"","Three Night Stand","Comedy","","$4,076","","2015"
"","Vice","Action","","$0","Play","2015"
"","The Wedding Ringer","Comedy","$23,000,000","$64,460,211","Play","2015"
"January 19","Patterns of Evidence: The Exodus","Documentary","","$0","","2015"
"January 20","All the Wilderness","Drama","","$0","","2015"
"","The Atticus Institute","Horror","","$0","","2015"
"","Gnome Alone","Horror","","$0","","2015"
"","A Little Game","","","$0","","2015"
"","May in the Summer","Comedy","","$0","","2015"
"","The Opposite Sex","Comedy","$3,300,000","$0","","2015"
"","Tyler Perry's Madea's Tough Love","Comedy","","$0","","2015"
"January 21","Ex Machina","Thriller/Suspense","$13,000,000","$25,440,971","","2015"
"","Mortdecai","Comedy","$60,000,000","$7,696,134","Play","2015"
"January 22","All Mistakes Buried","Thriller/Suspense","","$0","","2015"
"","The Boy Next Door","Thriller/Suspense","$4,000,000","$35,423,380","Play","2015"
"January 23","Against the Sun","Drama","","$0","","2015"
"","Americons","Action","","$28,782","","2015"
"","L'armee du salut","Drama","","$3,929","","2015"
"","Baby","Action","","$0","","2015"
"","Big Muddy","Drama","","$881","","2015"
"","Black Sea","Thriller/Suspense","","$1,171,559","","2015"
"","Cake","Drama","","$1,951,776","","2015"
"","Dolly Ki Doli","Comedy","","$0","","2015"
"","The Duke of Burgundy","Drama","","$56,657","","2015"
"","The Humbling","Drama","","$0","","2015"
"","Killers","Action","","$0","","2015"
"","Manny","Documentary","","$0","","2015"
"","Miss Hill: Making Dance Matter","Documentary","","$4,706","","2015"
"","R100","Black Comedy","$5,500,000","$24,956","","2015"
"","Red Army","Documentary","","$694,647","Play","2015"
"","Son of a Gun","Action","","$1,411","Play","2015"
"","Song One","Drama","$6,000,000","$32,251","","2015"
"","Strange Magic","Adventure","","$12,429,583","Play","2015"
"","We'll Never Have Paris","Romantic Comedy","","$0","","2015"
"January 27","Amira & Sam","Romantic Comedy","","$31,848","","2015"
"","Backstreet Boys: Show 'Em What You're Made Of","Documentary","","$0","","2015"
"","Big Driver","Thriller/Suspense","","$0","","2015"
"","Born of War","Action","$5,000,000","$0","","2015"
"","The Devil's Violinist","Drama","","$11,294","","2015"
"","Feed the Gods","Horror","","$0","","2015"
"","Ivan and Ivana","Documentary","","$0","","2015"
"","Justice League: Throne of Atlantis","Action","","$0","","2015"
"","Phasma Ex Machina","","","$0","","2015"
"January 28","The SpongeBob Movie: Sponge Out of Water","Comedy","$74,000,000","$162,994,032","Play","2015"
"January 29","Game of Thrones: The IMAX Experience","Drama","","$1,896,092","","2015"
"","Kingsman: The Secret Service","Action","$94,000,000","$128,261,724","Play","2015"
"January 30","2015 Oscar Shorts","Multiple Genres","","$2,412,493","","2015"
"","Above and Beyond","Documentary","$1,300,000","$288,751","","2015"
"","Alien Outpost","Thriller/Suspense","","$0","","2015"
"","Bande de filles","Drama","","$60,765","","2015"
"","Benpao Ba! Xiongdi","Reality","","$309,297","","2015"
"","Big News From Grand Rock","Comedy","","$0","","2015"
"","Eh Janam Tumhare Lekhe","Drama","","$0","","2015"
"","Guten Tag, Ramon","Drama","$4,000,000","$154,356","","2015"
"","Hawaizaada","Drama","","$0","","2015"
"","Legends from the Sky","Drama","","$0","","2015"
"","The Loft","Thriller/Suspense","","$6,002,684","Play","2015"
"","Project Almanac","Adventure","$12,000,000","$22,348,241","Play","2015"
"","Supremacy","Thriller/Suspense","","$0","","2015"
"","Trudno byt bogom","Drama","$7,000,000","$31,443","","2015"
"","Wild Card","Action","$30,000,000","$3,200","","2015"
"","Xiong Chumo Zhi Xueling Xiongfeng","Comedy","","$0","","2015"
"January 31","Suburban Gothic","Black Comedy","","$0","","2015"
"February 3","Bleeding Hearts","Horror","$1,200,000","$0","","2015"
"","Cher Ami... iy yo!","Adventure","","$0","","2015"
"","Come Together: A Beatles Tribute","Documentary","","$0","","2015"
"","Das Haus der Krokodile","Adventure","","$0","","2015"
"","Home Sweet Hell","Black Comedy","","$0","","2015"
"","Jongens","Drama","","$0","","2015"
"","Love, Rosie","Romantic Comedy","","$20,431","","2015"
"","Meet My Valentine","Drama","","$0","","2015"
"","The New Public","Documentary","","$0","","2015"
"","One Small Hitch","Romantic Comedy","","$7,965","","2015"
"","The Reagan: The Legacy Endures","Documentary","","$0","","2015"
"","Scooby-Doo! Moon Monster Madness","Adventure","","$0","","2015"
"","UnDivided","Documentary","$250,000","$0","","2015"
"","Zombie Killers: Elephant's Graveyard","Horror","","$0","","2015"
"February 4","Papa ou maman","Romantic Comedy","","$0","","2015"
"February 5","The Dead Lands","Action","","$5,240","","2015"
"","Shamitabh","Drama","","$324,597","","2015"
"February 6","3 Nights in the Desert","Drama","","$1,297","","2015"
"","Ballet 422","Documentary","","$333,554","","2015"
"","Boy Meets Girl","Romantic Comedy","","$20,441","","2015"
"","Enter the Dangerous Mind","Thriller/Suspense","$3,000,000","$0","","2015"
"","Jupiter Ascending","Action","$179,000,000","$47,482,519","Play","2015"
"","Lovesick","Comedy","","$0","","2015"
"","Mad As Hell","Documentary","","$0","","2015"
"","Matt Shepard Is a Friend of Mine","Documentary","","$0","","2015"
"","Old Fashioned","Drama","","$1,914,090","","2015"
"","The Other Man: F.W. de Klerk and the End of Apartheid","Documentary","","$1,747","","2015"
"","Outcast","Adventure","","$0","","2015"
"","Pass the Light","Drama","","$0","","2015"
"","Shaun the Sheep","Adventure","$25,000,000","$19,375,982","Play","2015"
"","The Voices","Comedy","","$5,000","","2015"
"February 10","Bound","Drama","","$0","","2015"
"","Fear Clinic","Horror","$1,000,000","$0","","2015"
"","Frankenstein vs The Mummy","Horror","","$0","","2015"
"","LEGO: DC Comics Super Heroes: Justice League vs. Bizarro League","Action","","$0","","2015"
"","Love in the Time of Monsters","Black Comedy","$500,000","$0","","2015"
"","A Mouse Tale","","","$0","","2015"
"","The Rewrite","Romantic Comedy","","$0","","2015"
"","RPG","Adventure","","$0","","2015"
"","White Rabbit","Drama","","$0","","2015"
"","You yi ge di fang zhi you wo men zhi dao","Drama","","$482,013","","2015"
"February 11","Fifty Shades of Grey","Drama","$40,000,000","$166,167,230","Play","2015"
"","Le meraviglie","Drama","","$70,805","","2015"
"February 13","3 coeurs","Drama","","$182,522","","2015"
"","C'est Si Bon","Drama","","$164,167","","2015"
"","Gett: The Trial of Viviane Amsalem","Drama","","$988,150","","2015"
"","Girlhouse","Horror","$1,500,000","$0","","2015"
"","Hits","Comedy","$1,000,000","$15,156","","2015"
"","Journey to Space 3D","Documentary","","$0","","2015"
"","The Last Five Years","Musical","$2,000,000","$147,299","","2015"
"","Roy","Drama","","$0","","2015"
"","Wyrmwood","Action","","$0","","2015"
"February 14","Daughters of Dolma","Documentary","","$0","","2015"
"","National Theatre Live: Treasure Island","Concert/Performance","","$0","","2015"
"February 15","Evil in the Woods","Horror","","$0","","2015"
"February 17","Digging Up the Marrow","Horror","","$0","","2015"
"","Hollywood Chaos","Drama","","$0","","2015"
"","The Most Dangerous Job in the World","","","$0","","2015"
"","Purgatorio: Viaje al corazon de la frontera","Documentary","","$0","","2015"
"","Sanma no aji","Drama","","$0","","2015"
"","Survivor","Action","","$0","","2015"
"February 18","Queen and Country","Drama","","$41,297","","2015"
"","Tracers","Action","","$2,000","","2015"
"","Wolf Warriors","Action","","$0","","2015"
"February 19","Ao men feng yun 2","Comedy","","$0","","2015"
"","Badlapur","Thriller/Suspense","","$409,166","","2015"
"","The Gunman","Thriller/Suspense","$40,000,000","$10,664,749","","2015"
"","Lang Tu Teng","Adventure","","$210,591","Play","2015"
"","Tian jiang xiong shi","Action","$65,000,000","$74,070","Play","2015"
"","Triumph in the Skies","Drama","","$0","","2015"
"February 20","Asterix-Le Domaine des dieux","Adventure","","$1,656,287","","2015"
"","Big in Japan","Comedy","","$0","","2015"
"","The DUFF","Comedy","$8,500,000","$34,030,343","Play","2015"
"","Hot Tub Time Machine 2","Comedy","$14,000,000","$12,314,651","Play","2015"
"","Kung Fu Elliot","Documentary","","$0","","2015"
"","The Last: Naruto the Movie","Action","","$483,795","","2015"
"","McFarland, USA","Drama","$17,000,000","$44,480,275","Play","2015"
"","MSG: The Messenger of God","Action","","$0","","2015"
"February 21","Met Opera: Die Meistersinger von Nurnberg","Concert/Performance","","$0","","2015"
"","Trash","Adventure","$12,000,000","$17,484","","2015"
"February 23","Everly","Action","","$1,800","","2015"
"February 24","Apparitional","Horror","","$0","","2015"
"","Devil May Call","Horror","","$0","","2015"
"","Dragonheart 3: The Sorcerers Curse","Adventure","","$0","","2015"
"","Give Me Shelter","Documentary","$250,000","$0","","2015"
"","Grace","Drama","","$0","","2015"
"","Green Street Hooligans: Underground","Action","$8,000,000","$0","","2015"
"","The Intruders","Thriller/Suspense","","$0","","2015"
"","Irreplaceable","Documentary","$600,000","$0","","2015"
"","My Mistress","Drama","","$0","","2015"
"","Robocroc","","","$0","","2015"
"","Vanish","Action","","$0","","2015"
"","Watership Down","Adventure","","$0","","2015"
"","Zoey to the Max","","","$0","","2015"
"","Zombieworld","Horror","","$0","","2015"
"February 25","Farewell to Hollywood","Documentary","","$8,601","","2015"
"","October Gale","Drama","","$0","","2015"
"","Wild Canaries","Comedy","","$9,795","","2015"
"February 26","Eastern Boys","Drama","","$16,831","","2015"
"","Focus","Romantic Comedy","$65,000,000","$53,862,963","Play","2015"
"","Kaaki Sattai","Action","","$0","","2015"
"","The Lazarus Effect","Horror","$5,000,000","$25,801,570","Play","2015"
"","The Second Best Exotic Marigold Hotel","Comedy","$10,000,000","$33,078,266","Play","2015"
