"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Atlantic City","Drama","","$10,000,000",NA,"1980"
"","The Black Marble","Comedy","","$2,500,000",NA,"1980"
"","The Changeling","Horror","","$12,000,000",NA,"1980"
"","Cruising","","","$19,784,223",NA,"1980"
"","Die Laughing","","","$4,000,000",NA,"1980"
"","Dressed to Kill","Thriller/Suspense","$6,500,000","$31,899,000",NA,"1980"
"","The Exterminator","","","$5,000,000",NA,"1980"
"","The Final Countdown","","","$16,647,800",NA,"1980"
"","Foolin' Around","","","$2,000,000",NA,"1980"
"","Hangar 18","","","$11,000,000",NA,"1980"
"","Hardly Working","","","$18,000,000",NA,"1980"
"","Herbie Goes Bananas","","","$17,000,000",NA,"1980"
"","The Hollywood Knights","","","$10,000,000",NA,"1980"
"","Hopscotch","","","$13,000,000",NA,"1980"
"","How to Beat the High Co$t of Living","","","$7,500,000",NA,"1980"
"","The Hunter","","","$16,647,800",NA,"1980"
"","In Search of Historic Jesus","","","$22,000,000",NA,"1980"
"","It's My Turn","","","$11,000,000",NA,"1980"
"","Lion of the Desert","Drama","$35,000,000","$1,500,000",NA,"1980"
"","Maniac","","$350,000","$10,000,000",NA,"1980"
"","Middle Age Crazy","","","$13,000,000",NA,"1980"
"","The Mirror Crack'd","","","$11,000,000",NA,"1980"
"","The Mountain Men","","","$6,000,000",NA,"1980"
"","The Octagon","Action","","$19,000,000",NA,"1980"
"","Saturn 3","Thriller/Suspense","","$9,000,000",NA,"1980"
"","Simon","","","$6,000,000",NA,"1980"
"","Terror Train","","$3,500,000","$8,000,000",NA,"1980"
"","Tom Horn","","","$9,000,000",NA,"1980"
"","Willie and Phil","","","$4,400,000",NA,"1980"
"","Windwalker","","","$18,000,000",NA,"1980"
"January 18","Heart Beat","Drama","","$954,046",NA,"1980"
"","Windows","Thriller/Suspense","","$2,200,000",NA,"1980"
"January 25","Guyana: Crime of the Century","Drama","","$3,798,102",NA,"1980"
"February 1","American Gigolo","Drama","","$22,743,674",NA,"1980"
"","Caligula","Drama","","$23,400,000",NA,"1980"
"","Fatso","","","$7,000,000",NA,"1980"
"","The Fog","Horror","$1,000,000","$21,378,361",NA,"1980"
"","My Brilliant Career","","","$0",NA,"1980"
"February 8","Hero At Large","Comedy","","$15,934,737",NA,"1980"
"","Just Tell Me What You Want","Romantic Comedy","","$2,086,905",NA,"1980"
"","The Last Married Couple in America","Comedy","","$12,835,544",NA,"1980"
"","Midnight Madness","","","$2,900,000",NA,"1980"
"February 29","Foxes","Drama","","$7,470,348",NA,"1980"
"","Leo and Loree","","","$517,988",NA,"1980"
"March 7","Coal Miner's Daughter","Drama","$15,000,000","$67,182,787",NA,"1980"
"March 12","A Small Circle of Friends","Drama","","$766,760",NA,"1980"
"March 20","Nijinsky","","","$1,047,454",NA,"1980"
"March 21","Hide in Plain Sight","Drama","","$3,806,930",NA,"1980"
"","Little Darlings","","","$34,326,249",NA,"1980"
"","Little Miss Marker","Comedy","","$6,321,392",NA,"1980"
"","Mad Max","Action","$200,000","$8,750,000",NA,"1980"
"March 28","Gilda Live","Concert/Performance","","$2,261,507",NA,"1980"
"","The Serial","","","$9,870,727",NA,"1980"
"","When Time Ran Out...","Adventure","","$3,763,988",NA,"1980"
"April 18","North Sea Hijack","Adventure","","$2,993,772",NA,"1980"
"April 25","Where the Buffalo Roam","Comedy","","$6,659,377",NA,"1980"
"May 9","Friday the 13th","Horror","$550,000","$39,754,601",NA,"1980"
"","The Nude Bomb","Comedy","","$14,662,035",NA,"1980"
"May 10","Penitentiary","Drama","$100,000","$287,000",NA,"1980"
"May 16","Fame","Musical","","$21,202,829",NA,"1980"
"","Home Movies","","$400,000","$89,134",NA,"1980"
"","The Long Riders","Action","$10,000,000","$15,198,912",NA,"1980"
"May 20","Star Wars Ep. V: The Empire Strikes Back","Adventure","$23,000,000","$290,271,960",NA,"1980"
"May 23","Carny","Drama","","$1,817,720",NA,"1980"
"","The Gong Show Movie","Comedy","","$6,621,520",NA,"1980"
"","The Shining","Horror","$19,000,000","$44,017,374",NA,"1980"
"May 30","Bon Voyage, Charlie Brown (and Don't Come Back!)","Comedy","","$2,013,193",NA,"1980"
"June 6","Galaxina","","$5,500,000","$4,865,000",NA,"1980"
"","Up the Academy","Comedy","","$10,000,000",NA,"1980"
"","Urban Cowboy","Drama","","$46,918,287",NA,"1980"
"June 11","Bronco Billy","Adventure","","$24,265,659",NA,"1980"
"June 13","The Island","Adventure","$22,000,000","$15,716,828",NA,"1980"
"","Roadie","Comedy","","$4,226,370",NA,"1980"
"","Wholly Moses!","Comedy","","$14,155,617",NA,"1980"
"June 19","Rough Cut","","","$16,656,125",NA,"1980"
"June 20","The Blue Lagoon","Drama","$4,500,000","$47,923,795",NA,"1980"
"","The Blues Brothers","Musical","$27,000,000","$57,229,890",NA,"1980"
"","Brubaker","Drama","","$37,121,708",NA,"1980"
"","Can't Stop the Music","Musical","$20,000,000","$2,000,000",NA,"1980"
"June 25","The Last Flight of Noah’s Ark","","","$11,000,000",NA,"1980"
"June 27","The Stunt Man","","","$7,063,886",NA,"1980"
"July 4","Airplane!","Comedy","$3,500,000","$83,453,539",NA,"1980"
"July 11","My Bodyguard","Comedy","","$22,482,952",NA,"1980"
"","Oh Heavenly Dog","Comedy","","$6,216,067",NA,"1980"
"July 18","The Big Red One","","","$7,206,220",NA,"1980"
"","Cheech & Chong's Next Movie","Comedy","","$41,675,194",NA,"1980"
"","Honeysuckle Rose","Drama","","$17,815,212",NA,"1980"
"","Used Cars","","","$11,715,321",NA,"1980"
"July 25","Caddyshack","Comedy","$6,000,000","$39,846,344",NA,"1980"
"August 1","Raise the Titanic","","$40,000,000","$7,000,000",NA,"1980"
"August 8","The Fiendish Plot of Dr. Fu Manchu","Comedy","","$10,697,276",NA,"1980"
"","Why Would I Lie?","Comedy","","$52,473",NA,"1980"
"","Xanadu","Musical","","$22,762,571",NA,"1980"
"August 15","Prom Night","","","$14,796,236",NA,"1980"
"","Smokey and the Bandit II","Comedy","","$66,132,626",NA,"1980"
"","Those Lips, Those Eyes","Romantic Comedy","","$63,766",NA,"1980"
"August 29","The Big Brawl","Action","","$8,527,743",NA,"1980"
"","He Knows You're Alone","Horror","","$4,875,436",NA,"1980"
"September 19","Ordinary People","Drama","$6,000,000","$52,302,978",NA,"1980"
"September 26","Divine Madness!","Comedy","","$5,318,098",NA,"1980"
"","In God We Tru$t","Comedy","","$5,215,015",NA,"1980"
"","Phobia","","","$0",NA,"1980"
"","Resurrection","Drama","","$3,910,019",NA,"1980"
"","Stardust Memories","Comedy","","$10,389,003",NA,"1980"
"October 1","Gloria","Thriller/Suspense","","$47,019",NA,"1980"
"October 3","Coast to Coast","","","$4,495,445",NA,"1980"
"","The Elephant Man","","$5,000,000","$26,010,864",NA,"1980"
"","Oh, God! Book II","Comedy","","$14,504,277",NA,"1980"
"","One Trick Pony","Drama","","$843,215",NA,"1980"
"","Somewhere in Time","Drama","$5,100,000","$9,709,597",NA,"1980"
"October 10","Kagemusha","Drama","","$4,000,000",NA,"1980"
"","Private Benjamin","Comedy","$15,000,000","$69,847,348",NA,"1980"
"October 12","Sauve qui peut (la vie)","Drama","","$47,262",NA,"1980"
"October 24","Loving Couples","Comedy","","$2,806,659",NA,"1980"
"","Melvin and Howard","","","$4,309,490",NA,"1980"
"","Motel Hell","Horror","","$6,342,668",NA,"1980"
"October 31","The Awakening","Horror","","$8,415,112",NA,"1980"
"November 14","The Idolmaker","Drama","","$2,625,716",NA,"1980"
"","Raging Bull","Drama","$18,000,000","$23,380,203",NA,"1980"
"November 19","Heaven's Gate","","$44,000,000","$3,484,331",NA,"1980"
"December 1","A Change of Seasons","Drama","","$16,400,000",NA,"1980"
"December 3","The Competition","Drama","","$13,000,000",NA,"1980"
"December 5","Flash Gordon","Action","$35,000,000","$27,107,960",NA,"1980"
"December 12","Popeye","","$20,000,000","$49,823,037",NA,"1980"
"","Stir Crazy","Comedy","","$101,300,000",NA,"1980"
"","Tess","","","$20,093,330",NA,"1980"
"December 17","Any Which Way You Can","Comedy","","$70,687,344",NA,"1980"
"","Mon oncle d'Amérique","Drama","","$0",NA,"1980"
"December 19","Nine to Five","Comedy","","$103,290,500",NA,"1980"
"","The Formula","Thriller/Suspense","","$8,894,289",NA,"1980"
"","Inside Moves","","","$0",NA,"1980"
"","Seems Like Old Times","Romantic Comedy","","$23,200,000",NA,"1980"
"","Tribute","","","$9,000,000",NA,"1980"
"December 25","Altered States","Horror","","$19,853,892",NA,"1980"
"","First Family","Comedy","","$15,198,912",NA,"1980"
"December 31","Forbidden Zone","Musical","","$0",NA,"1980"
