"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"","Eve","","","$6,381",NA,"2000"
"","Gang","","","$28,915",NA,"2000"
"","The Girl Next Door","Documentary","","$769,472",NA,"2000"
"","Hadh Kar Di Aapne","","","$76,057",NA,"2000"
"","Keeping the Faith","Romantic Comedy","$29,000,000","$37,036,404",NA,"2000"
"","Set Me Free","","","$199,086",NA,"2000"
"","Third World Cop","","","$42,327",NA,"2000"
"","Where the Money Is","Comedy","","$5,658,940",NA,"2000"
"April 19","Coupier","","","$80,247",NA,"2000"
"","La otra conquista","Drama","$3,500,000","$886,410",NA,"2000"
"April 21","Croupier","Drama","","$6,201,143",NA,"2000"
"","Don't Let Me Die on a Sunday","","","$10,471",NA,"2000"
"","The Family Tree","","","$12,466",NA,"2000"
"","From the Edge of the City","","","$31,065",NA,"2000"
"","Gossip","Drama","$14,000,000","$5,108,820",NA,"2000"
"","Knocking on Heaven's Door","","","$3,296",NA,"2000"
"","The Last September","","","$469,974",NA,"2000"
"","Love and Basketball","Drama","$15,000,000","$27,441,122",NA,"2000"
"","Seven Girlfriends","","","$0",NA,"2000"
"","U-571","Action","$62,000,000","$77,086,030",NA,"2000"
"","The Virgin Suicides","Black Comedy","$6,000,000","$4,859,475",NA,"2000"
"April 28","The Big Kahuna","Drama","","$3,150,107",NA,"2000"
"","Bossa Nova","Romantic Comedy","","$1,816,792",NA,"2000"
"","Committed","","","$31,844",NA,"2000"
"","The Flintstones in Viva Rock Vegas","Comedy","$58,000,000","$35,231,365",NA,"2000"
"","Frequency","Drama","$31,000,000","$44,983,704",NA,"2000"
"","The Idiots","","","$7,235",NA,"2000"
"","Time Code","Drama","","$1,057,750",NA,"2000"
"","Where the Heart Is","Drama","$15,000,000","$33,771,174",NA,"2000"
"May 5","Adorenarin doraibu","Comedy","","$77,313",NA,"2000"
"","The Basket","Drama","$1,300,000","$609,042",NA,"2000"
"","Chal Mere Bhai","Romantic Comedy","","$199,227",NA,"2000"
"","Cirque du Soleil - Journey of Man","Musical","","$15,626,076",NA,"2000"
"","Divine Trash","","","$39,842",NA,"2000"
"","Gladiator","Action","$103,000,000","$187,683,805",NA,"2000"
"","Human Traffic","","$3,300,000","$104,257",NA,"2000"
"","I Dreamed of Africa","Drama","$34,000,000","$6,543,194",NA,"2000"
"","Luminarias","Comedy","$1,000,000","$428,535",NA,"2000"
"","Michael Jordan to the MAX","Documentary","$7,000,000","$18,642,318",NA,"2000"
"","The New Eve","","","$2,786",NA,"2000"
"","Up at the Villa","Drama","","$2,933,161",NA,"2000"
"","The Well","","","$9,043",NA,"2000"
"May 12","Battlefield Earth: A Saga of the Year 3000","Action","$80,000,000","$21,471,685",NA,"2000"
"","Center Stage","Drama","$18,000,000","$17,200,925",NA,"2000"
"","Coming Soon","","","$3,742",NA,"2000"
"","The Discreet Charm of the Bourgeoisie","","","$198,809",NA,"2000"
"","Hamlet","Drama","$2,000,000","$1,577,287",NA,"2000"
"","Held Up","Comedy","$8,000,000","$4,714,090",NA,"2000"
"","Screwed","Comedy","$12,000,000","$6,982,680",NA,"2000"
"May 17","Young Doctor Freud","","","$18,618",NA,"2000"
"May 19","Dinosaur","Adventure","$127,500,000","$137,748,063",NA,"2000"
"","Luminous Motion","","","$51,380",NA,"2000"
"","Road Trip","Comedy","$16,000,000","$68,525,609",NA,"2000"
"","Small Time Crooks","Comedy","$18,000,000","$17,266,359",NA,"2000"
"May 24","Mission: Impossible 2","Action","$120,000,000","$215,409,889",NA,"2000"
"May 26","8½ Women","Drama","","$417,517",NA,"2000"
"","Better Living Through Circuitry","Documentary","","$80,739",NA,"2000"
"","Derriere, Le","","","$54,833",NA,"2000"
"","Ground Zero","","","$150",NA,"2000"
"","Hum to Mohabbt Karega","Drama","$2,000,000","$121,807",NA,"2000"
"","Kikujiro","","","$198,238",NA,"2000"
"","Passion of Mind","Drama","","$769,009",NA,"2000"
"","Shanghai Noon","Western","$55,000,000","$56,932,305",NA,"2000"
"","The Trial of Old Drum","","","$1,025",NA,"2000"
"June 2","Big Momma's House","Comedy","$33,000,000","$117,559,438",NA,"2000"
"","Grass","","","$313,039",NA,"2000"
"","New Waterford Girl","Comedy","","$774,469",NA,"2000"
"","Running Free","","","$101,431",NA,"2000"
"","Un Pour Toutes","","","$29,154",NA,"2000"
"June 9","American Pimp","Documentary","","$287,724",NA,"2000"
"","Catfish in Black Bean Sauce","Comedy","","$1,315,573",NA,"2000"
"","The Children of Chabannes","Documentary","","$33,413",NA,"2000"
"","Dekalog","Drama","","$759,898",NA,"2000"
"","Gone in 60 Seconds","Action","$103,300,000","$101,643,008",NA,"2000"
"","Groove","Comedy","$500,000","$1,115,313",NA,"2000"
"","Josh","Drama","","$426,318",NA,"2000"
"","Lost in the Pershing Point Hotel","Comedy","","$0",NA,"2000"
"","Love's Labour's Lost","Romantic Comedy","","$284,291",NA,"2000"
"","Pop & Me","","","$15,645",NA,"2000"
"June 14","Humanite","","","$113,495",NA,"2000"
"June 16","Boys and Girls","Romantic Comedy","$16,000,000","$21,799,652",NA,"2000"
"","East Side","","","$1,003",NA,"2000"
"","Fantasia 2000 (Theatrical Release)","Musical","$80,000,000","$9,103,630",NA,"2000"
"","Jesus' Son","Drama","$2,500,000","$1,282,084",NA,"2000"
"","La lengua de las mariposas","Drama","","$2,086,098",NA,"2000"
"","Shaft","Action","$53,012,938","$70,327,868",NA,"2000"
"","Time Regained","","","$467,247",NA,"2000"
"","Titan A.E.","Adventure","$75,000,000","$22,751,979",NA,"2000"
"June 20","G.I. Joe: The Movie","Action","","$0",NA,"2000"
"June 21","Chicken Run","Adventure","$42,000,000","$106,793,915",NA,"2000"
"June 23","Boricua's Bond","Drama","","$103,163",NA,"2000"
"","Me, Myself & Irene","Romantic Comedy","$51,000,000","$90,570,999",NA,"2000"
"","Pariah","","","$441,496",NA,"2000"
"","The Trial","","","$17,815",NA,"2000"
"","Woman Chaser","","$150,000","$110,719",NA,"2000"
"June 27","The Saphead","","","$0",NA,"2000"
"June 28","The Patriot","Drama","$110,000,000","$113,330,342",NA,"2000"
"","Trixie","","","$291,022",NA,"2000"
"June 30","The Adventures of Rocky & Bullwinkle","Comedy","$76,000,000","$26,000,610",NA,"2000"
"","Burlesk King","Drama","","$39,036",NA,"2000"
"","The Perfect Storm","Drama","$120,000,000","$182,618,434",NA,"2000"
"","Praise","","","$30,432",NA,"2000"
"","Surviving Paradise","","","$14,085",NA,"2000"
"July 7","But I'm a Cheerleader","Comedy","$1,200,000","$2,205,627",NA,"2000"
"","It's the Rage","","","$9,268",NA,"2000"
"","The Kid","Comedy","$65,000,000","$69,688,384",NA,"2000"
"","Scary Movie","Comedy","$19,000,000","$157,019,771",NA,"2000"
"","Shower","Drama","","$1,157,764",NA,"2000"
"","La Vie Après L'Amour","Comedy","","$1,795,758",NA,"2000"
"July 12","Water Drops on Burning Rocks","","","$87,313",NA,"2000"
"July 14","Chuck&Buck","Drama","$250,000","$1,055,671",NA,"2000"
"","Debandade, La","","","$4,728",NA,"2000"
"","The Five Senses","","","$497,091",NA,"2000"
"","Jungle","","","$54,125",NA,"2000"
"","Mooky","","","$7,284",NA,"2000"
"","The Night Larry Kramer Kissed Me","","","$16,280",NA,"2000"
"","Refugee","Drama","","$590,000",NA,"2000"
"","Shadow Hours","","","$38,530",NA,"2000"
"","Sweet Jane","","","$967",NA,"2000"
"","The Wisdom of Crocodiles","","","$21,404",NA,"2000"
"","X-Men","Action","$75,000,000","$157,299,717",NA,"2000"
"July 19","The In Crowd","Thriller/Suspense","$15,000,000","$5,217,498",NA,"2000"
"July 21","Alice et Martin","Drama","","$743,115",NA,"2000"
"","Benjamin Smoke","Documentary","","$36,807",NA,"2000"
"","Criminal Lovers","","","$50,470",NA,"2000"
"","The Eyes of Tammy Faye","Documentary","","$1,029,591",NA,"2000"
"","Loser","Romantic Comedy","$20,000,000","$15,464,026",NA,"2000"
"","Pokemon 2000","Adventure","$30,000,000","$43,746,923",NA,"2000"
"","Rififi","","","$471,430",NA,"2000"
"","Spent","","","$10,116",NA,"2000"
"","What Lies Beneath","Thriller/Suspense","$90,000,000","$155,464,351",NA,"2000"
"July 26","Thomas and the Magic Railroad","Adventure","$19,000,000","$15,911,332",NA,"2000"
"July 28","Girl on the Bridge","Romantic Comedy","","$1,713,995",NA,"2000"
"","Inseperables","","","$5,757",NA,"2000"
"","Nutty Professor II: The Klumps","Comedy","$84,000,000","$123,307,945",NA,"2000"
"","The Wind Will Carry Us","","","$255,568",NA,"2000"
"","Wonderland","","","$413,595",NA,"2000"
"August 1","Phantasm IV: Oblivion","Horror","","$0",NA,"2000"
"August 4","Better Living","Comedy","","$1,432",NA,"2000"
"","Coyote Ugly","Drama","$45,000,000","$60,786,269",NA,"2000"
"","Har Di Jo Pyar Karega","Musical","","$406,235",NA,"2000"
"","Hollow Man","Horror","$90,000,000","$73,209,340",NA,"2000"
"","I'm the One That I Want","Concert/Performance","","$1,210,967",NA,"2000"
"","Une Liaison pornographique","Drama","","$347,808",NA,"2000"
"","Mad About Mambo","Romantic Comedy","","$61,663",NA,"2000"
"","Psycho Beach Party","Comedy","$4,000,000","$267,972",NA,"2000"
"","Saving Grace","Comedy","$4,000,000","$12,178,602",NA,"2000"
"","Space Cowboys","Adventure","$65,000,000","$90,454,043",NA,"2000"
"","The Tao of Steve","Romantic Comedy","","$4,342,203",NA,"2000"
"","The Tic Code","Drama","","$203,849",NA,"2000"
"August 11","Aimée & Jaguar","Drama","$6,800,000","$927,107",NA,"2000"
"","Autumn in New York","Drama","$40,000,000","$37,752,931",NA,"2000"
"","Bless the Child","Thriller/Suspense","$40,000,000","$29,374,178",NA,"2000"
"","Cecil B. Demented","Black Comedy","$10,000,000","$1,276,984",NA,"2000"
"","Dhadkan","","","$45,380",NA,"2000"
"","Gimme Shelter","","","$256,094",NA,"2000"
"","Intern","","","$4,000",NA,"2000"
"","Lea","","","$31,071",NA,"2000"
"","MVP: Most Valuable Primate","Comedy","","$1,248,746",NA,"2000"
"","The Opportunists","Drama","","$581,142",NA,"2000"
"","The Replacements","Comedy","$50,000,000","$44,737,059",NA,"2000"
"","Sunset Strip","","","$3,926",NA,"2000"
"August 16","The Ballad of Ramblin' Jack","Documentary","","$221,893",NA,"2000"
"August 18","1999 Cannes Intl. Adv Festival","","","$6,234",NA,"2000"
"","The Cell","Thriller/Suspense","$35,000,000","$61,280,963",NA,"2000"
"","Godzilla 2000","Action","$1,000,000","$10,037,390",NA,"2000"
"","The Original Kings of Comedy","Concert/Performance","$3,000,000","$38,168,022",NA,"2000"
"","Place Vendome","Drama","","$884,823",NA,"2000"
"","Steal This Movie","","","$76,053",NA,"2000"
"August 23","Fast Pitch","","","$5,847",NA,"2000"
"August 25","The Art of War","Thriller/Suspense","$40,000,000","$30,199,105",NA,"2000"
"","Bittersweet Motel","Documentary","","$380,927",NA,"2000"
"","Bring it On","Comedy","$10,000,000","$68,353,550",NA,"2000"
"","The Crew","Comedy","$23,000,000","$13,019,253",NA,"2000"
"","Hamara Dil Aapka Pase Hain","","","$392,076",NA,"2000"
"","Love and Sex","Romantic Comedy","","$536,287",NA,"2000"
"","Orfeu","","","$121,045",NA,"2000"
"","Smiling Fish and Goat on Fire","","$40,000","$277,233",NA,"2000"
"","Solomon and Gaenor","","","$301,754",NA,"2000"
"","Tera Jadoo Chal Gayaa","","","$365,318",NA,"2000"
"August 30","Dark Days","","","$435,546",NA,"2000"
"September 1","Highlander: Endgame","Action","$15,000,000","$12,801,190",NA,"2000"
"","Hochelaga","","","$481,066",NA,"2000"
"","Titanic Town","Drama","","$60,523",NA,"2000"
"","Whipped","Comedy","$3,000,000","$4,142,507",NA,"2000"
"","Wildflowers","","","$5,365",NA,"2000"
"September 5","Killer Klowns from Outer Space","Black Comedy","","$0",NA,"2000"
"September 6","Backstage","Documentary","","$1,184,727",NA,"2000"
"","Turn It Up","Drama","","$1,244,676",NA,"2000"
"September 8","Anatomie","Horror","$2,500,000","$9,598",NA,"2000"
"","The Autumn Heart","Drama","","$13,354",NA,"2000"
"","Clouds","","","$0",NA,"2000"
"","Fiza","Drama","$1,000,000","$623,791",NA,"2000"
"","Gouttes Deau Sur Pierres Blulantes","","","$37,141",NA,"2000"
"","It All Starts Today","","","$10,854",NA,"2000"
"","Madodayo","","","$42,905",NA,"2000"
"","Nurse Betty","Black Comedy","$24,000,000","$25,170,054",NA,"2000"
"","Polax","","","$172,107",NA,"2000"
"","Solas","","","$367,939",NA,"2000"
"","The Watcher","Thriller/Suspense","$33,000,000","$28,946,615",NA,"2000"
"","The Way of the Gun","Action","$9,000,000","$6,047,856",NA,"2000"
"","Went to Coney Island on a Mission from God…","","","$14,090",NA,"2000"
"September 9","Good News","Romantic Comedy","","$0",NA,"2000"
"September 13","Human Resources","","","$124,471",NA,"2000"
"","Paragraph 175","","","$89,987",NA,"2000"
"September 15","30 Days","Comedy","","$13,753",NA,"2000"
"","Almost Famous","Comedy","$60,000,000","$32,522,352",NA,"2000"
"","Baise-moi","Drama","","$414,995",NA,"2000"
"","Bait","Action","$35,000,000","$15,325,127",NA,"2000"
"","Circus","Thriller/Suspense","","$8,406",NA,"2000"
"","Crime and Punishment in Suburbia","","","$26,394",NA,"2000"
"","Duets","Drama","$16,000,000","$4,734,235",NA,"2000"
"","Goya in Bordeaux","Drama","","$719,755",NA,"2000"
"","Harvey Milk","","","$13,561",NA,"2000"
"","Into the Arms of Strangers: Stories of the Kindertransport","Documentary","","$382,807",NA,"2000"
"","Karobaar","","","$45,200",NA,"2000"
"","Maelstrom","","","$338,525",NA,"2000"
"","Noce, La","","","$33,716",NA,"2000"
"","On The Run","","","$1,243",NA,"2000"
"","Urbania","Drama","$225,000","$1,032,075",NA,"2000"
"September 19","Dillinger","Action","","$0",NA,"2000"
"September 22","Blood, Friends and Money","Horror","","$4,613",NA,"2000"
"","Dancer in the Dark","Musical","$12,500,000","$4,157,491",NA,"2000"
"","The Fantasticks","","","$44,757",NA,"2000"
"","Gout Des Autres, Le","","","$340,938",NA,"2000"
"","Invention De L'Amour, L'","","","$11,390",NA,"2000"
"","Left Luggage","Drama","","$1,113,208",NA,"2000"
"","Monde De Marty, Le","","","$10,953",NA,"2000"
"","Le Pique-nique de Lulu Kreutz","","","$4,841",NA,"2000"
"","Prince of Central Park","","","$5,810",NA,"2000"
"","Rape Me","","","$13,954",NA,"2000"
"","The Specials","","$1,000,000","$12,996",NA,"2000"
"","The Tavern","","","$6,096",NA,"2000"
"","Traite ou Patriote","","","$2,675",NA,"2000"
"","Under Suspicion","Multiple Genres","","$334,245",NA,"2000"
"","Uninvited Guest","","","$170,832",NA,"2000"
"","Urban Legends: Final Cut","Horror","$15,000,000","$21,468,807",NA,"2000"
"","Woman on Top","Romantic Comedy","$8,000,000","$5,018,450",NA,"2000"
"September 26","The Blood Beast Terror","Horror","","$0",NA,"2000"
"September 27","Best in Show","Comedy","$6,000,000","$18,621,249",NA,"2000"
"","Twilight in Los Angeles","","","$3,174",NA,"2000"
"September 29","Barenaked in America","Documentary","","$45,170",NA,"2000"
"","Beautiful","Drama","$9,000,000","$3,134,509",NA,"2000"
"","The Broken Hearts Club: A Romantic Comedy","Comedy","$1,000,000","$1,744,858",NA,"2000"
"","Cleopatra's Second Husband","Drama","","$205,547",NA,"2000"
"","Girlfight","Drama","","$1,523,941",NA,"2000"
"","The Price of Air","","","$3,544",NA,"2000"
"","Promenons-nous Dans Les Bois","","","$145,320",NA,"2000"
"","Remember the Titans","Drama","$30,000,000","$115,654,751",NA,"2000"
"","Running on the Sun","","","$2,464",NA,"2000"
"October 6","Bamboozled","Drama","$10,000,000","$2,185,266",NA,"2000"
"","Bootmen","Comedy","","$21,172",NA,"2000"
"","Cyberworld 3D","Adventure","","$11,243,857",NA,"2000"
"","Digimon: The Movie","Adventure","$5,000,000","$9,628,751",NA,"2000"
"","Dil Pe Mat Le Yaar","","","$8,443",NA,"2000"
"","Get Carter","Drama","$40,000,000","$14,967,182",NA,"2000"
"","Live Nude Girls Unite","Documentary","","$84,706",NA,"2000"
"","Meet the Parents","Comedy","$55,000,000","$166,225,040",NA,"2000"
"","Requiem for a Dream","Drama","$4,500,000","$3,635,482",NA,"2000"
"","Shikar","","","$40,712",NA,"2000"
"","Taboo","","","$131,827",NA,"2000"
"","Taxi 2","Action","","$729,844",NA,"2000"
"","Tigerland","Drama","","$139,500",NA,"2000"
"","Two Family House","Drama","","$1,015,122",NA,"2000"
"","Yi Yi","Drama","","$1,136,776",NA,"2000"
"October 8","Ride","Documentary","","$3,176,650",NA,"2000"
"October 10","Peter Pan","Concert/Performance","","$0",NA,"2000"
"October 13","Billy Elliot","Drama","$5,000,000","$21,995,263",NA,"2000"
"","El Circulo Vicioso","Action","","$205,265",NA,"2000"
"","The Contender","Drama","$9,000,000","$17,804,273",NA,"2000"
"","Diary of a Chambermaid","","","$19,481",NA,"2000"
"","Dr. T and the Women","Romantic Comedy","","$13,065,561",NA,"2000"
"","The Followers","","","$4,841",NA,"2000"
"","Harry, He's Here to Help","","","$137,515",NA,"2000"
"","Just Looking","","$3,000,000","$39,852",NA,"2000"
"","The Ladies Man","Comedy","$11,000,000","$13,592,872",NA,"2000"
"","Lost Souls","Thriller/Suspense","$28,000,000","$16,779,636",NA,"2000"
"","One","","","$21,496",NA,"2000"
"","Ratcatcher","","","$217,244",NA,"2000"
"October 20","Animal Factory","Drama","","$43,805",NA,"2000"
"","Bedazzled","Comedy","$48,000,000","$37,879,996",NA,"2000"
"","La Bouteille","Comedy","","$43,993",NA,"2000"
"","Calle 54","Documentary","","$183,140",NA,"2000"
"","Confessions of Dr. Sachs","","","$53,346",NA,"2000"
"","Dolphins","Documentary","","$54,000,000",NA,"2000"
"","Just One Time","","","$23,374",NA,"2000"
"","The Legend of Drunken Master","Action","$2,000,000","$11,546,543",NA,"2000"
"","Pay it Forward","Drama","$40,000,000","$33,508,922",NA,"2000"
"","The Wolves of Kromer","","","$11,057",NA,"2000"
"","The Yards","Drama","$20,000,000","$882,710",NA,"2000"
"October 21","Gloomy Sunday (Ein Lied von Liebe und Tod)","","","$481,207",NA,"2000"
"October 24","Sound and Fury","","","$113,512",NA,"2000"
"October 27","Book of Shadows: Blair Witch 2","Horror","$15,000,000","$26,421,314",NA,"2000"
"","Femme Dexterieur, Une","","","$9,238",NA,"2000"
"","George Washington","","$42,000","$241,816",NA,"2000"
"","The Little Vampire","Comedy","$22,000,000","$13,555,988",NA,"2000"
"","Loving Jezebel","","","$69,470",NA,"2000"
"","Lucky Numbers","Comedy","$65,000,000","$10,014,234",NA,"2000"
"","Mohabbatein","Musical","","$1,070,000",NA,"2000"
"","Once in the Life","","","$53,454",NA,"2000"
"","Un pont entre deux rives","Drama","","$148,093",NA,"2000"
"","A Room for Romeo Brass","","$5,250,000","$20,097",NA,"2000"
"","The Sculptress","","","$9,972",NA,"2000"
"","Stardom","","","$77,527",NA,"2000"
"","A Time for Drunken Horses","Drama","","$701,468",NA,"2000"
"","Venus Beauty Institute","","","$474,745",NA,"2000"
"October 31","Mercy Streets","Drama","$600,000","$173,599",NA,"2000"
"November 3","2 Männer, 2 Frauen - 4 Probleme!?","Comedy","","$14,940",NA,"2000"
"","Blue Moon","Comedy","","$76,096",NA,"2000"
"","Boesman and Lena","Drama","","$32,148",NA,"2000"
"","Charlie's Angels","Action","$90,000,000","$125,305,545",NA,"2000"
"","Kippur","","","$111,449",NA,"2000"
"","The Legend of Bagger Vance","Drama","$60,000,000","$30,695,227",NA,"2000"
"","Me & Isaac Newton","","","$32,269",NA,"2000"
"","Possible Worlds","","","$44,309",NA,"2000"
"","Restless","","","$16,659",NA,"2000"
"November 7","Inherit The Wind","Drama","","$0",NA,"2000"
"","Der müde Tod","Thriller/Suspense","","$12,156",NA,"2000"
"November 8","Suzhou River","","","$96,778",NA,"2000"
"November 10","Angel's Ladies","Documentary","","$0",NA,"2000"
"","Kurukshetra","","","$36,889",NA,"2000"
"","Little Nicky","Comedy","$80,000,000","$39,442,871",NA,"2000"
"","Looking for an Echo","","","$12,565",NA,"2000"
"","Men of Honor","Drama","$32,000,000","$48,814,909",NA,"2000"
"","Muses Orphelines, Les","","","$94,348",NA,"2000"
