"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Fantasia 2000 (IMAX)","Musical","$80,000,000","$60,507,228",NA,"2000"
"January 7","Bulandi","Drama","","$203,548",NA,"2000"
"","Life is to Whistle","","","$63,574",NA,"2000"
"","Mela","","","$220,524",NA,"2000"
"","Trans","","","$9,623",NA,"2000"
"January 12","The Life and Times of Hank Greenberg","Documentary","","$1,703,901",NA,"2000"
"","My Dog Skip","Drama","$7,000,000","$34,099,640",NA,"2000"
"","Next Friday","Comedy","$9,500,000","$57,176,582",NA,"2000"
"January 14","Creature","","","$1,108",NA,"2000"
"","Supernova","Action","$60,000,000","$14,218,868",NA,"2000"
"","The Terrorist","","$25,000","$195,043",NA,"2000"
"January 21","The Boondock Saints","Action","$7,000,000","$30,471",NA,"2000"
"","Down to You","Romantic Comedy","$9,000,000","$20,035,310",NA,"2000"
"","Phir Bhi Dil Hain Hindustani","Musical","","$588,606",NA,"2000"
"","The Placebo Effect","","","$1,190",NA,"2000"
"","The Quarry","","","$3,350",NA,"2000"
"","Wirey Spindell","","","$9,838",NA,"2000"
"January 25","Baraka","Documentary","","$0",NA,"2000"
"January 28","The Big Tease","Comedy","$4,000,000","$185,577",NA,"2000"
"","The Cup","Comedy","","$1,067,773",NA,"2000"
"","Eye of the Beholder","Thriller/Suspense","$15,000,000","$16,500,786",NA,"2000"
"","Isn't She Great","Comedy","$36,000,000","$2,954,405",NA,"2000"
"","Kestrel's Eye","","","$37,200",NA,"2000"
"","Restaurant","","","$73,613",NA,"2000"
"","Santitos","","","$378,562",NA,"2000"
"","Stella Does Tricks","","","$2,361",NA,"2000"
"February 1","The Perils of Pauline","Comedy","","$0",NA,"2000"
"February 4","Gendernauts","","","$6,002",NA,"2000"
"","Gun Shy","Comedy","$10,000,000","$1,638,202",NA,"2000"
"","Knockout","","","$167,085",NA,"2000"
"","Pukar","","","$357,422",NA,"2000"
"","Scream 3","Horror","$40,000,000","$89,138,076",NA,"2000"
"February 11","The Beach","Drama","$50,000,000","$39,778,599",NA,"2000"
"","Sex: The Annabel Chong Story","Documentary","","$233,076",NA,"2000"
"","Snow Day","Comedy","$13,000,000","$60,008,303",NA,"2000"
"","The Tigger Movie","Adventure","$20,000,000","$45,542,421",NA,"2000"
"","Trois","Thriller/Suspense","$200,000","$1,161,843",NA,"2000"
"February 15","American Tail: The Treasure of Manhattan Island","Adventure","","$0",NA,"2000"
"February 16","Kadosh","Drama","","$736,812",NA,"2000"
"February 18","Beautiful People","Comedy","","$261,360",NA,"2000"
"","Boiler Room","Drama","$9,000,000","$16,963,963",NA,"2000"
"","Ha Ram","","","$274,675",NA,"2000"
"","Hanging Up","Comedy","$40,000,000","$36,037,909",NA,"2000"
"","Kirikou and the Sorceress","","","$61,070",NA,"2000"
"","Pitch Black","Horror","$23,000,000","$39,235,088",NA,"2000"
"","The Whole Nine Yards","Comedy","$24,000,000","$57,262,492",NA,"2000"
"","Yi Ge Dou Bu Neng Shao","Drama","","$589,114",NA,"2000"
"February 23","Wonder Boys","Comedy","$35,000,000","$19,389,454",NA,"2000"
"February 24","The Waiting Game","","","$19,381",NA,"2000"
"February 25","Brown's Requiem","Thriller/Suspense","","$3,077",NA,"2000"
"","Claire Dolan","Drama","","$9,480",NA,"2000"
"","The Closer You Get","","","$221,898",NA,"2000"
"","Judy Berlin","","","$467,313",NA,"2000"
"","Mifune","Drama","","$585,016",NA,"2000"
"","Not of this World","","","$37,871",NA,"2000"
"","Reindeer Games","Action","$36,000,000","$23,360,779",NA,"2000"
"March 1","3 Strikes","Comedy","$4,000,000","$9,821,335",NA,"2000"
"","The Little Thief","","","$37,280",NA,"2000"
"March 3","Drowning Mona","Comedy","$16,000,000","$15,427,192",NA,"2000"
"","Ghost Dog: Way of the Samurai","Drama","$2,000,000","$3,330,230",NA,"2000"
"","Homo Sapiens 1900","","","$1,257",NA,"2000"
"","Khauff","","","$81,825",NA,"2000"
"","The Next Best Thing","Drama","$25,000,000","$14,983,572",NA,"2000"
"","What Planet Are You From?","Comedy","$50,000,000","$6,291,602",NA,"2000"
"March 10","Condo Painting","","","$5,373",NA,"2000"
"","Deterrence","Thriller/Suspense","$800,000","$144,583",NA,"2000"
"","Dragon and the Hawk","","","$3,498",NA,"2000"
"","God's Army","Drama","$300,000","$2,637,726",NA,"2000"
"","Mission to Mars","Adventure","$90,000,000","$60,874,615",NA,"2000"
"","The Ninth Gate","Thriller/Suspense","$38,000,000","$18,653,746",NA,"2000"
"","Orphans","","","$54,596",NA,"2000"
"","Soft Toilet Seats","","","$880",NA,"2000"
"","X","","","$142,544",NA,"2000"
"March 14","Tom and Jerry's Greatest Chases","","","$0",NA,"2000"
"March 15","Les convoyeurs attendent","Comedy","","$5,518",NA,"2000"
"","Cotton Mary","","","$299,351",NA,"2000"
"March 16","The Lifestyle","","","$85,000",NA,"2000"
"March 17","Babymother","Drama","","$5,115",NA,"2000"
"","Black Tar Heroin: The Dark End of the Street","Documentary","","$6,851",NA,"2000"
"","Le Chal Apne Sang","Drama","","$1,030",NA,"2000"
"","Erin Brockovich","Drama","$50,000,000","$125,548,685",NA,"2000"
"","Final Destination","Horror","$23,000,000","$53,302,314",NA,"2000"
"","Soft Fruit","","","$11,132",NA,"2000"
"","Trash","","","$10,746",NA,"2000"
"","Winter Sleepers","","","$316,431",NA,"2000"
"March 22","Romeo Must Die","Action","$25,000,000","$55,973,336",NA,"2000"
"March 24","100% Arabica","","","$5,428",NA,"2000"
"","Buddy Boy","Thriller/Suspense","","$10,281",NA,"2000"
"","Here on Earth","Drama","$15,000,000","$10,494,147",NA,"2000"
"","Sinbad: Beyond the Veil of Mists","","","$5,000",NA,"2000"
"","Superstar Female Serial Killer","","","$954",NA,"2000"
"","Waking the Dead","","","$327,418",NA,"2000"
"","Whatever it Takes","Romantic Comedy","$15,000,000","$8,735,529",NA,"2000"
"March 29","The Filth and the Fury","Documentary","","$612,192",NA,"2000"
"","Long Night's Journey into Day","","","$45,317",NA,"2000"
"March 31","Beau Travail","Drama","","$270,419",NA,"2000"
"","The Color of Paradise","Drama","","$1,810,145",NA,"2000"
"","High Fidelity","Comedy","$20,000,000","$27,277,055",NA,"2000"
"","Pornographic Affair","","","$181,957",NA,"2000"
"","Price of Glory","Drama","","$3,434,515",NA,"2000"
"","Pups","","","$4,427",NA,"2000"
"","The Road to El Dorado","Adventure","$95,000,000","$50,802,661",NA,"2000"
"","The Skulls","Thriller/Suspense","$15,000,000","$35,007,180",NA,"2000"
"April 5","Black and White","Drama","$10,000,000","$5,241,315",NA,"2000"
"April 7","East-West","Drama","","$2,319,726",NA,"2000"
"","Joe Gould's Secret","Drama","","$642,018",NA,"2000"
"","Me, Myself & I","Romantic Comedy","","$565,193",NA,"2000"
"","Ready to Rumble","Comedy","$24,000,000","$12,372,410",NA,"2000"
"","Return to Me","Romantic Comedy","$24,000,000","$32,662,299",NA,"2000"
"","Rules of Engagement","Thriller/Suspense","$60,000,000","$61,322,858",NA,"2000"
"","Southpaw","","","$26,822",NA,"2000"
"","The Specialists","","","$20,021",NA,"2000"
"","This is not an Exit: The Fictional World of Bret Easton Ellis","","","$869",NA,"2000"
"April 14","28 Days","Comedy","$43,000,000","$37,035,515",NA,"2000"
"","Alien Adventure","Adventure","","$5,017,383",NA,"2000"
"","American Psycho","Black Comedy","$8,000,000","$15,070,285",NA,"2000"
"","East is East","Comedy","$3,000,000","$4,170,647",NA,"2000"
