"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Baksoogundal","Thriller/Suspense","","$0","","2013"
"","The Custom Mary","Drama","","$0","","2013"
"","Overtime","Comedy","","$0","","2013"
"January 2","Stevie Nicks: In Your Dreams","Documentary","","$0","","2013"
"January 4","56 Up","Documentary","","$701,278","","2013"
"","All Superheroes Must Die","Thriller/Suspense","$20,000","$0","","2013"
"","The Beautiful Blonde from Bashful Bend","","","$0","","2013"
"","Crawlspace","Thriller/Suspense","","$0","","2013"
"","A Dark Truth","Thriller/Suspense","","$5,750","","2013"
"","Sushi Girl","Thriller/Suspense","","$0","","2013"
"","Table No.21","Thriller/Suspense","","$0","","2013"
"","Texas Chainsaw 3D","Horror","$20,000,000","$34,341,945","Play","2013"
"January 5","The Met: Live in HD - Les Troyens","Concert/Performance","","$0","","2013"
"January 6","Struck By Lightning","Comedy","","$28,378","","2013"
"January 8","Game Change","Drama","","$0","","2013"
"","George Lopez: It's Not Me, It's You","Concert/Performance","","$0","","2013"
"","Grand Hotel","","","$0","","2013"
"","Guns, Girls and Gambling","Thriller/Suspense","","$0","","2013"
"","Love Notes","Drama","","$0","","2013"
"","Pathfinders: In the Company of Strangers","Action","","$0","","2013"
"","Seal Team Six: The Raid of Osama Bin Laden","Action","","$0","","2013"
"","Two-Lane Blacktop","Drama","","$0","","2013"
"","The Wise Kids","Drama","","$0","","2013"
"","Yi dai zong shi","Action","$38,600,000","$6,594,959","","2013"
"January 9","Gangster Squad","Drama","$60,000,000","$46,000,903","Play","2013"
"","schlussmacher","Comedy","","$0","","2013"
"January 10","Fright Night 2: New Blood","Black Comedy","","$0","","2013"
"","Hannah Arendt","Drama","","$717,205","","2013"
"","Seethamma Vakitlo Sirimalle Chettu","Comedy","","$1,582,476","","2013"
"January 11","The Baytown Outlaws","Comedy","","$0","","2013"
"","Fairhaven","Drama","","$0","","2013"
"","Freeloaders","Comedy","","$0","","2013"
"","A Haunted House","Comedy","$2,500,000","$40,041,683","Play","2013"
"","Horrid Henry: The Movie","Adventure","","$0","","2013"
"","Let My People Go!","Comedy","","$18,529","","2013"
"","The Magic Flute - Met Opera 2006","Concert/Performance","","$0","","2013"
"","Matru ki Bijlee ka Mandola","Romantic Comedy","","$0","","2013"
"","Mein bester Feind","Comedy","","$0","","2013"
"","Paradies: Glaube","Drama","","$4,416","","2013"
"","Saadi Love Story","Drama","","$0","","2013"
"January 15","30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo","","$3,000,000","$0","","2013"
"","Anthony Jeselnik: Caligula","Comedy","","$0","","2013"
"","Counterpunch","","","$0","","2013"
"","Kuai Le Dao Jia","Comedy","","$0","","2013"
"","Wedding Day","Thriller/Suspense","","$0","","2013"
"","Wild River","","","$0","","2013"
"January 16","Alceste a bicyclette","Comedy","","$385,165","","2013"
"","Paulette","Comedy","","$29,086","","2013"
"January 17","The Last Stand","Action","$30,000,000","$12,050,299","Play","2013"
"","Mama","Horror","$15,000,000","$71,628,180","Play","2013"
"","Night with Nicholas Sparks SAFE HAVEN: Filmmakers, Author and Stars Bring the Book to Life","Concert/Performance","","$0","","2013"
"","Tesis Sobre un Homicidio","Thriller/Suspense","","$0","","2013"
"January 18","Broken City","Thriller/Suspense","$35,000,000","$19,701,164","Play","2013"
"","Cornouaille","Drama","","$2,847","","2013"
"","Greenwich Village: Music That Defined a Generation","Documentary","","$23,701","","2013"
"","Hors Satan","Documentary","","$0","","2013"
"","LUV","Drama","","$156,996","Play","2013"
"","Officer Down","Drama","","$1,463","","2013"
"","V tumane","Drama","","$0","","2013"
"January 19","The Met: Live in HD - Maria Stuarda","Concert/Performance","","$0","","2013"
"January 22","Birders: The Central Park Effect","Documentary","","$0","","2013"
"","Chris Hardwick: Mandroid","Concert/Performance","","$0","","2013"
"","Death Race 3: Inferno","Action","","$0","","2013"
"","Hansel and Gretel: Warriors of Witchcraft","Adventure","","$0","","2013"
"","In Organic We Trust","Documentary","","$0","","2013"
"","The Seven-Per-Cent Solution","Adventure","","$0","","2013"
"","Teenage Bank Heist","Thriller/Suspense","","$0","","2013"
"","A Thousand Cuts","Horror","","$0","","2013"
"January 23","Abel's Field","Drama","","$0","","2013"
"","7beonbangui Seonmool","Comedy","","$0","","2013"
"","La pirogue","Drama","","$8,836","","2013"
"January 24","The Babysitter","Black Comedy","","$0","","2013"
"","Parker","Thriller/Suspense","$35,000,000","$17,616,641","","2013"
"January 25","Ha-Sippur Shel Yossi","Drama","","$116,207","","2013"
"","Hansel & Gretel: Witch Hunters","Action","$50,000,000","$55,703,475","Play","2013"
"","John Dies at the End","Black Comedy","","$141,951","","2013"
"","Knife Fight","Thriller/Suspense","","$2,019","","2013"
"","noobz","Comedy","","$0","","2013"
"","Race 2","Action","","$1,579,940","","2013"
"","Resolution","Thriller/Suspense","","$0","","2013"
"","Supporting Characters","Comedy","$60,000","$4,917","","2013"
"January 28","Last Vegas","Comedy","$28,000,000","$63,914,167","Play","2013"
