"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"","Tamara","Horror","","$206,871",""
"","The Tenants","Drama","","$2,010",""
"","The Tollbooth","Drama","","$4,526",""
"","Trudell","Documentary","","$26,756",""
"","What the Bleep?: Down the Rabbit Hole","Documentary","","$135,706",""
"","When a Stranger Calls","Horror","$15,000,000","$47,860,214",""
"","Who Gets to Call It Art?","Documentary","","$27,344",""
"February 7","Bambi II","Adventure","","$0",""
"February 10","Un año sin amor","Drama","","$24,381",""
"","Cowboy Del Amor","Documentary","","$4,438",""
"","Curious George","Comedy","$50,000,000","$58,640,119",""
"","Final Destination 3","Horror","$25,000,000","$54,098,051",""
"","Firewall","Thriller/Suspense","$50,000,000","$48,751,189",""
"","The Ister","Documentary","","$1,124",""
"","London","Drama","$2,000,000","$12,667",""
"","Neil Young: Heart of Gold","Concert/Performance","","$1,828,069",""
"","The Pink Panther","Comedy","$80,000,000","$82,226,474",""
"","Pucked","Comedy","","$0",""
"","Through the Fire","Documentary","","$14,769",""
"February 17","Batalla en el cielo","Drama","","$70,899",""
"","Date Movie","Comedy","$20,000,000","$48,548,426",""
"","Eight Below","Adventure","$40,000,000","$81,612,565",""
"","Freedomland","Drama","","$12,512,886",""
"","Illusion","Drama","","$0",""
"","Nochnoy dozor","Action","$4,200,000","$1,502,188",""
"","The Second Chance","Drama","","$432,253",""
"","Sophie Scholl - Die letzten Tage","Drama","","$680,331",""
"","Winter Passing","Drama","$3,500,000","$107,492",""
"February 21","Daddy Longlegs","Comedy","","$21,766",""
"","Stuart Little 3","","","$0",""
"","Ultimate Avengers - The Movie","","","$0",""
"February 22","Street Fight","Documentary","","$4,779",""
"February 24","2005 Academy Award Nominated Short Films","Multiple Genres","","$157,415",""
"","Doogal","Adventure","$20,000,000","$7,578,946",""
"","Forgiving Dr. Mengele","","","$10,403",""
"","Little Fish","Drama","","$22,453",""
"","Plagues and Pleasures on the Salton Sea","Documentary","","$53,471",""
"","Running Scared","Action","$17,000,000","$6,855,137",""
"","Taxi Number 9211","Drama","","$292,794",""
"","Tsotsi","Drama","$3,000,000","$2,912,606",""
"","Madea's Family Reunion","Comedy","$10,000,000","$63,257,940",""
"","Unknown White Male","Documentary","","$126,836",""
"","Workingman's Death","Documentary","","$2,214",""
"","Zyzzyx Rd.","Thriller/Suspense","","$20",""
"March 3","16 Blocks","Action","$45,000,000","$36,895,141",""
"","Aquamarine","Comedy","$12,000,000","$18,597,342",""
"","Dave Chappelle's Block Party","Documentary","$3,000,000","$11,718,595",""
"","Deep Sea 3D","Documentary","","$46,233,398",""
"","Doing Time for Patsy Cline","Comedy","","$831",""
"","Joyeux Noël","Drama","$22,000,000","$1,054,361",""
"","Our Brand is Crisis","Documentary","","$166,750",""
"","Sorry, Haters","Drama","","$6,364",""
"","Ultraviolet","Action","$30,000,000","$18,522,064",""
"","Woman is the Future of Man","Drama","","$11,807",""
"March 7","Mimi wo sumaseba","","","$0",""
"March 10","Ask the Dust","Drama","","$742,614",""
"","Failure to Launch","Romantic Comedy","$50,000,000","$88,715,192",""
"","Game 6","Comedy","","$129,664",""
"","The Heart is Deceitful Above All Things","Drama","","$29,058",""
"","The Hills Have Eyes","Horror","$17,000,000","$41,778,863",""
"","Malamaal Weekly","Comedy","","$204,612",""
"","Ondskan","Drama","","$15,530",""
"","The Shaggy Dog","Comedy","$60,000,000","$61,123,569",""
"","Shakespeare Behind Bars","Documentary","","$48,594",""
"","El Sueno del Regreso","","","$5,659",""
"","Temporada de patos","Comedy","","$147,551",""
"March 14","Barbie Fairytopia: Mermaidia","","","$0",""
"","Microwave Massacre","Horror","","$0",""
"March 17","Beyond Honor","Drama","","$6,437",""
"","The Big Question","Documentary","","$2,248",""
"","Church Ball","Comedy","","$464,991",""
"","Devil's Miner","Documentary","","$14,289",""
"","Don't Come Knocking","Drama","","$440,793",""
"","Don't Tell","Drama","","$27,105",""
"","Don't Trip, He Ain't Through With Me Yet","Concert/Performance","","$319,088",""
"","Fetching Cody","Drama","$1,500,000","$0",""
"","Find Me Guilty","Drama","$13,000,000","$1,173,673",""
"","Mirage","Drama","","$1,511",""
"","Rape of the Soul","Documentary","","$39,975",""
"","She's the Man","Romantic Comedy","$25,000,000","$33,889,159",""
"","Sommersturm","Drama","$3,000,000","$95,204",""
"","Te doy mis ojos","Drama","","$25,578",""
"","Thank You For Smoking","Black Comedy","$7,500,000","$24,793,509",""
"","V for Vendetta","Action","$50,000,000","$70,511,035",""
"","The Zodiac","Thriller/Suspense","","$45,148",""
"March 21","The Adventures of Brer Rabbit","Action","","$0",""
"March 22","American Gun","Drama","","$24,098",""
"March 24","Americano","Drama","","$0",""
"","The Beauty Academy of Kabul","Documentary","","$225,448",""
"","Being Cyrus","Drama","","$87,728",""
"","Boynton Beach Club","Romantic Comedy","$2,900,000","$3,127,472",""
"","L'Enfant","Drama","","$651,941",""
"","The Godfather of Green Bay","","","$0",""
"","Inside Man","Thriller/Suspense","$50,000,000","$88,634,237",""
"","Larry the Cable Guy: Health Inspector","Comedy","$17,000,000","$15,680,099",""
"","Lonesome Jim","Comedy","$500,000","$154,187",""
"","Mardi Gras: Made in China","Documentary","","$2,500",""
"","Stay Alive","Horror","$20,000,000","$23,086,480",""
"","Stoned","Drama","","$38,922",""
"March 28","Ron White - You Can't Fix Stupid","","","$0",""
"March 29","Drawing Restraint 9","Drama","","$234,743",""
"March 31","Adam & Steve","Romantic Comedy","","$309,404",""
"","ATL","Comedy","$17,000,000","$21,170,563",""
"","Awesome: I F%!#in' Shot That","Concert/Performance","","$162,538",""
"","Basic Instinct 2","Thriller/Suspense","$70,000,000","$5,946,136",""
"","Brick","Drama","$450,000","$2,075,743",""
"","The Devil and Daniel Johnston","Documentary","","$334,450",""
"","Ice Age: The Meltdown","Adventure","$75,000,000","$195,330,621",""
"","Jazireh ahani","Drama","","$27,177",""
"","Marilyn Hotchkiss' Ballroom Dancing and Charm School","Musical","$2,500,000","$349,132",""
"","Slither","Horror","$15,250,000","$7,802,450",""
"","Swimmers","Drama","","$34,812",""
"","Tibet: A Buddhist Trilogy","Documentary","","$47,243",""
"","Yang Ban XI","","","$21,244",""
"April 1","Take the Lead","Drama","$30,000,000","$34,742,066",""
"April 6","Room","Drama","","$5,228",""
"April 7","4","Drama","","$18,926",""
"","95 Miles to Go","Documentary","","$3,195",""
"","The Benchwarmers","Comedy","$35,000,000","$59,843,754",""
"","Free Zone","Drama","","$32,381",""
"","Friends with Money","Comedy","$6,500,000","$13,368,437",""
"","I Am a Sex Addict","Comedy","","$115,694",""
"","Kalamazoo?","Comedy","","$53,609",""
"","Lucky Number Slevin","Thriller/Suspense","$27,000,000","$22,495,466",""
"","On a Clear Day","Drama","","$186,912",""
"","Phat Girlz","Romantic Comedy","$3,000,000","$7,061,128",""
"","Shaadi Se Pehle","","","$106,129",""
"","Simon","Comedy","$1,300,000","$4,055",""
"","Sir! No Sir!","Documentary","","$116,944",""
"","The Surfer King","Comedy","","$1,990",""
"","When Do We Eat?","Comedy","","$431,513",""
"","White Rainbow","Drama","","$10,529",""
"April 11","Bratz: Genie Magic","","","$0",""
"","Jeff Dunham - Arguing With Myself","","","$0",""
"","Pooh's Grand Adventure: The Search for Christopher Robin","","","$0",""
"April 12","Sisters in Law","Documentary","$300,000","$33,312",""
"April 14","Abominable","Horror","","$1,810",""
"","Blackballed: The Bobby Dukes Story","Comedy","","$9,528",""
"","Hard Candy","Horror","$950,000","$1,024,640",""
"","Herbie Hancock: Possibilities","Documentary","","$2,493",""
"","Hum Ko Deewana Kar Gaye","Drama","","$250,083",""
"","Kekexili","Drama","","$143,383",""
"","Kinky Boots","Comedy","","$1,822,428",""
"","Look Both Ways","Drama","","$105,067",""
"","Mozart and the Whale","Comedy","","$27,000",""
"","La mujer de mi hermano","Drama","","$2,808,241",""
"","Nathalie...","Drama","","$31,008",""
"","The Notorious Bettie Page","Drama","","$1,415,082",""
"","On the One","Comedy","","$343,522",""
"","Preaching to the Choir","Comedy","","$405,191",""
"","Scary Movie 4","Comedy","$40,000,000","$90,710,620",""
"","The Sisters","Drama","","$0",""
"","The Wild","Adventure","$80,000,000","$37,384,046",""
"April 19","The Celestine Prophecy","Adventure","","$1,214,661",""
"April 21","The Almost Guys","Comedy","","$0",""
"","American Dreamz","Black Comedy","$17,000,000","$7,314,027",""
"","Bullrider","Documentary","","$5,800",""
"","In Her Line of Fire","Action","$1,000,000","$884",""
"","L&uuml cao di","Comedy","","$71,223",""
"","Pyare Mohan","Comedy","","$150,198",""
"","The Sentinel","Thriller/Suspense","$60,000,000","$36,280,697",""
"","Silent Hill","Horror","$50,000,000","$46,982,632",""
"","Somersault","Drama","","$92,214",""
"","Standing Still","Drama","","$30,142",""
"","Stolen","Documentary","","$132,596",""
"April 25","Doctor Dolittle 3","","","$0",""
"","Final Fantasy VII - Advent Children","","","$0",""
"","Killa Season","","","$0",""
"April 28","Akeelah and the Bee","Drama","$8,000,000","$18,848,430",""
"","L'armée des ombres","Drama","","$749,866",""
"","Clean","Drama","$10,000","$138,711",""
"","Grip: A Criminal's Story","Action","$12,000","$1,336",""
"","Haven","Drama","","$142,483",""
"","Hurensohn","Drama","","$7,656",""
"","Killer Diller","Drama","","$20,795",""
"","The Lost City","Drama","$9,600,000","$2,484,186",""
"","Männer wie wir","Comedy","","$28,324",""
"","Moartea domnului Lazarescu","Drama","","$80,301",""
"","R.V.","Comedy","$55,000,000","$71,724,497",""
"","Stick It","Comedy","$20,000,000","$26,910,736",""
"","Unidentified","Drama","","$224,099",""
"","United 93","Drama","$18,000,000","$31,567,134",""
"","Water","Drama","$3,000,000","$5,529,144",""
"","Zui Hao De Shi Guang","Drama","","$151,922",""
"May 1","Cars","Comedy","$70,000,000","$244,082,982",""
"May 2","End Game","","","$0",""
"May 4","Chinjeolhan geumjassi","Thriller/Suspense","$4,500,000","$211,667",""
"May 5","An American Haunting","Horror","$14,000,000","$16,298,046",""
"","Art School Confidential","Comedy","","$3,297,137",""
"","Commune","Documentary","","$41,714",""
"","Crazy Like a Fox","Comedy","","$9,376",""
"","D'Lucky Ones","Drama","","$59,680",""
"","Down in the Valley","Western","$8,000,000","$568,932",""
"","The Fall of Fujimori","Documentary","","$4,630",""
"","Hoot","Comedy","$15,000,000","$8,117,637",""
"","Mission: Impossible III","Action","$150,000,000","$133,501,348",""
"","One Last Thing...","Drama","","$13,334",""
"","The Proposition","Drama","$20,000,000","$1,903,434",""
"","Wu ji","Action","$30,000,000","$669,625",""
"May 9","The Barbie Diaries","","","$0",""
"May 10","Russian Dolls","","","$326,095",""
"May 12","Dead Man's Shoes","Horror","$1,125,000","$6,408",""
"","Giuliani Time","Documentary","","$21,967",""
"","Goal! The Dream Begins","Drama","$33,000,000","$4,283,255",""
"","Just My Luck","Romantic Comedy","$28,000,000","$17,326,650",""
"","Keeping Up with the Steins","Comedy","$5,000,000","$4,339,241",""
"","Mendy - A Question of Faith","Drama","","$7,123",""
"","Poseidon","Adventure","$160,000,000","$60,674,817",""
"","Saving Shiloh","","","$6,000",""
"","Sketches of Frank Gehry","Documentary","","$439,309",""
"","Wah-Wah","","$7,000,000","$234,750",""
"May 19","The Da Vinci Code","Thriller/Suspense","$125,000,000","$217,536,138",""
"","The King","Drama","","$282,183",""
"","Lemming","Drama","","$81,698",""
"","Moonlight","Thriller/Suspense","","$51,570",""
"","Mouth to Mouth","Drama","","$2,150",""
"","Over the Hedge","Comedy","$80,000,000","$155,019,340",""
"","See No Evil","Horror","$8,000,000","$15,032,800",""
"","Twelve and Holding","Drama","","$96,464",""
"May 23","100 Rifles","Western","","$0",""
"","Compulsion","","","$0",""
"","High School Musical","Musical","$4,200,000","$0",""
"May 24","An Inconvenient Truth","Documentary","$1,000,000","$24,146,161",""
"","La Moustache","Comedy","","$244,771",""
"May 26","Cavite","Thriller/Suspense","$7,000","$70,071",""
"","Fanaa","Drama","","$2,105,351",""
"","Shem","Drama","","$14,804",""
"","X-Men: The Last Stand","Action","$210,000,000","$234,362,462",""
"May 31","Coastlines","Drama","","$7,883",""
"June 2","50 Ways of Saying Fabulous","Drama","","$4,800",""
"","Banlieue 13","Action","$15,000,000","$1,200,216",""
"","The Break-Up","Romantic Comedy","$52,000,000","$118,703,275",""
"","The Conrad Boys","Drama","","$11,001",""
"","The Cult of the Suicide Bomber","Documentary","","$7,451",""
"","Favela Rising","Documentary","","$10,565",""
"","Peaceful Warrior","Drama","$10,000,000","$2,893,666",""
"","The Puffy Chair","Comedy","$15,000","$194,523",""
"","Surf School","Comedy","","$0",""
"","Taepung","Action","","$139,059",""
"","The War Tapes","Documentary","","$254,190",""
"June 6","The Big White","Comedy","","$0",""
"","Like Mike 2: Streetball","","","$0",""
"","The Omen","Horror","$25,000,000","$54,607,383",""
"","I Wake Up Screaming","","","$0",""
"June 8","Psychopathia Sexualis","Drama","","$4,012",""
"June 9","Agnes und seine Brüder","Drama","","$2,731",""
"","Automne","Drama","","$12,655",""
"","Chup Chup Ke","Comedy","","$334,618",""
"","Cottonfields and Crossroads","Documentary","","$12,000",""
"","Crossing the Bridge: The Sound of Istanbul","Documentary","","$70,685",""
"","The Heart of the Game","Documentary","","$444,687",""
"","The Long Weekend","Comedy","","$1,286",""
"","El Perro","Drama","","$19,791",""
"","A Prairie Home Companion","Comedy","$10,000,000","$20,342,852",""
"","Slow Jam King","Comedy","","$4,270",""
"June 14","Going Under","Drama","","$3,917",""
"June 16","Beowulf & Grendel","Adventure","","$68,820",""
"","Cidade Baixa","Drama","","$130,794",""
"","A Dog Lover's Symphony","Comedy","","$2,968",""
"","Fall to Grace","Drama","","$8,043",""
"","The Fast and the Furious: Tokyo Drift","Action","$85,000,000","$62,615,510",""
"","Garfield: A Tail of Two Kitties","Comedy","$60,000,000","$28,426,747",""
"","The Lake House","Drama","$40,000,000","$52,330,111",""
"","Land of the Blind","Drama","","$5,244",""
"","Loverboy","Drama","","$33,223",""
"","The Mostly Unfabulous Social Life of Ethan Green","Comedy","","$153,122",""
"","Nacho Libre","Comedy","$32,000,000","$80,197,993",""
"","Seres Queridos","Comedy","","$284,961",""
"","Uncut","Comedy","","$762",""
"","Wordplay","Documentary","$500,000","$3,121,270",""
"June 20","Rope","Thriller/Suspense","","$0",""
"","When Stand Up Stood Out","Documentary","","$0",""
"June 21","Leonard Cohen: I'm Your Man","Documentary","","$1,044,254",""
"June 23","Click","Comedy","$82,500,000","$137,355,633",""
"","The Great New Wonderful","Drama","","$150,142",""
"","Kakushi-ken: oni no tsume","Drama","","$38,147",""
"","Krrish","Action","$10,000,000","$1,430,721",""
"","Odete","Drama","","$24,452",""
"","The Road to Guantanamo","Drama","","$326,876",""
"","Say Uncle","Comedy","$2,000,000","$5,361",""
"","Waist Deep","Drama","","$21,344,312",""
"","Wassup Rockers","Comedy","","$221,574",""
"June 27","Blue Collar Comedy Tour - One for the Road","","","$0",""
"","Leroy and Stitch","","","$0",""
"","Madea Goes to Jail","","","$0",""
"","Why Did I Get Married?","","","$0",""
"June 28","The Motel","Drama","$250,000","$51,540",""
"","Rank","Documentary","","$2,485",""
"","Strangers with Candy","Comedy","$2,000,000","$2,072,645",""
"","Superman Returns","Adventure","$232,000,000","$200,120,000",""
"","Who Killed the Electric Car?","Documentary","$1,000,000","$1,678,874",""
"June 30","The Blood of My Brother: A Story of Death in Iraq","Documentary","$120,000","$0",""
"","The Devil Wears Prada","Comedy","$35,000,000","$124,740,460",""
"","Reinas","Comedy","","$0",""
"July 7","Islam: What the West Needs to Know","Documentary","","$22,938",""
"","Kill Your Idols","Documentary","","$7,753",""
"","Once in a Lifetime: the Extraordinary Story of the New York Cosmos","Documentary","$1,000,000","$144,601",""
"","Pirates of the Caribbean: Dead Man’s Chest","Adventure","$225,000,000","$423,315,812",""
"","A Scanner Darkly","Thriller/Suspense","$20,000,000","$5,501,616",""
"","Le Secret de ma Mere","Comedy","","$2,438,595",""
"","Vers le sud","Drama","","$898,294",""
"July 11","Pink Floyd - Pulse","","","$0",""
"July 12","The Color of Olives","","","$1,169",""
"July 14","Changing Times","Drama","","$545,255",""
"","Edmond","Black Comedy","$10,000,000","$131,719",""
"","Excellent Cadavers","Documentary","","$30,296",""
"","Gabrielle","Drama","","$332,829",""
"","The Groomsmen","Comedy","","$128,585",""
"","Little Man","Comedy","$64,000,000","$58,636,047",""
"","Mini's First Time","Black Comedy","","$49,034",""
"","The Oh in Ohio","Romantic Comedy","$5,000,000","$418,689",""
"","Le temps qui reste","Drama","","$117,686",""
"","You, Me and Dupree","Comedy","$54,000,000","$75,802,010",""
"July 18","Dr. Mabuse der Spieler","Thriller/Suspense","","$0",""
"","Edison Force","Thriller/Suspense","","$0",""
"July 19","Mad Cowgirl","Horror","","$0",""
"July 21","Azumi","Action","","$41,803",""
"","Been Rich All My Life","Documentary","","$36,406",""
"","Boy's Briefs 4","","","$27,449",""
"","The Case of the Grinning Cat","Documentary","$200,000","$7,033",""
"","Clerks II","Comedy","$5,000,000","$24,148,068",""
"","Lady in the Water","Drama","$75,000,000","$42,285,169",""
"","Monster House","Adventure","$75,000,000","$73,661,010",""
"","My Super Ex-Girlfriend","Comedy","$30,000,000","$22,530,295",""
"","Shadowboxer","Drama","","$370,627",""
"","Wondrous Oblivion","","","$88,560",""
"","The World According to Shorts","Multiple Genres","","$11,978",""
"July 22","The Doctor, the Tornado and the Kentucky Kid","Documentary","","$0",""
"July 26","Little Miss Sunshine","Comedy","$8,000,000","$59,891,098",""
"July 28","13 Tzameti","Thriller/Suspense","","$121,390",""
"","America: Freedom to Fascism","Documentary","","$87,400",""
"","Another Gay Movie","Comedy","","$654,132",""
"","The Ant Bully","Adventure","$45,000,000","$28,142,535",""
"","Brothers of the Head","","","$45,082",""
"","Darshan, The Embrace","","","$66,032",""
"","I Like Killling Flies","","","$16,214",""
"","John Tucker Must Die","Comedy","","$41,011,711",""
"","Miami Vice","Action","$135,000,000","$63,478,838",""
"","Omkara","Drama","","$1,244,576",""
"","Photographer, His Wife, Her Lover","","","$10,330",""
"","Scoop","Romantic Comedy","$4,000,000","$10,525,717",""
"July 31","In My Father's Den","Drama","","$0",""
"August 2","Quinceanera","Drama","$400,000","$1,692,693",""
"August 4","Anthony Kaun Hai","Comedy","","$55,418",""
"","Barnyard: The Original Party Animals","Comedy","$51,000,000","$72,779,000",""
"","Bon Cop, Bad Cop","Comedy","$8,000,000","$12,671,300",""
"","La Demoiselle d'honneur","Thriller/Suspense","","$111,728",""
"","The Descent","Thriller/Suspense","$7,000,000","$26,024,456",""
"","Hair High","Horror","","$5,342",""
"","Jailbait","","","$5,741",""
"","My Country My Country","Documentary","","$33,620",""
"","My Favorite Hitler Youth: Just Like You & Me","","","$347",""
"","The Night Listener","Drama","$4,000,000","$7,836,393",""
"","Shaadi Karke Phas Gaye Yaar","","","$223,137",""
"","Shock to the System","","","$3,768",""
"","Sukob","Drama","","$300,454",""
"","Talladega Nights: The Ballad of Ricky Bobby","Comedy","$73,000,000","$148,213,377",""
"August 8","Bring It On: All or Nothing","","","$0",""
"","Ultimate Avengers 2: Rise of the Panther","","","$0",""
"August 9","Lunacy","","","$48,324",""
"","Poster Boy","Drama","","$62,062",""
"","World Trade Center","Drama","$65,000,000","$70,278,893",""
"August 11","Calvaire","Horror","","$2,623",""
"","Casa de Areia","Drama","$3,750,000","$539,285",""
"","Conversations with Other Women","Comedy","$450,000","$379,418",""
"","Half Nelson","Drama","$700,000","$2,697,938",""
"","Kabhi Alvida Naa Kehna","Drama","$10,750,000","$3,275,443",""
"","Pulse","Horror","$20,500,000","$20,264,436",""
"","Sílení","Horror","","$0",""
"","Step Up","Drama","$12,000,000","$65,328,121",""
"","The Trouble with Men and Women","Drama","","$967",""
"","Viva Pedro","Multiple Genres","","$579,539",""
"","Waltzing Anna","Drama","","$11,455",""
"","Zoom","Adventure","$35,000,000","$11,989,328",""
"August 15","George Bush Goes to Heaven","Drama","","$3,056",""
"","I'll Always Know What You Did Last Summer","Horror","","$0",""
"","Three","Thriller/Suspense","","$0",""
"August 18","10th & Wolf","Drama","$8,000,000","$54,702",""
"","Accepted","Comedy","","$36,580,083",""
"","Factotum","Drama","","$808,221",""
"","The Illusionist","Drama","$16,500,000","$39,868,642",""
"","King Leopold's Ghost","Documentary","","$5,194",""
"","Material Girls","Comedy","","$11,449,638",""
"","My First Wedding","Romantic Comedy","","$14,982",""
"","The Pusher Trilogy","","","$4,815",""
"","Snakes on a Plane","Thriller/Suspense","$33,000,000","$34,020,814",""
"","Trust the Man","Comedy","$9,000,000","$1,530,535",""
"","Vajra Sky Over Tibet","","","$62,356",""
"August 22","Elizabeth I","Drama","","$0",""
"","Little Einsteins: Mission Celebration","Educational","","$0",""
"August 23","Princesas","Drama","","$29,472",""
"August 25","Beerfest","Comedy","$17,500,000","$19,185,184",""
"","Fratricide","","","$0",""
"","How to Eat Fried Worms","Drama","","$13,040,527",""
"","Idlewild","Musical","$15,000,000","$12,669,914",""
"","Invincible","Drama","$40,000,000","$57,806,952",""
"","Old Joy","","$300,000","$255,923",""
"","Queens","","","$184,927",""
"","The Quiet","Drama","$900,000","$381,420",""
"","Suicide Killers","Documentary","","$18,239",""
"August 29","Brother Bear 2","","","$0",""
"","Mildred Pierce","","","$0",""
"September 1","Crank","Action","$12,000,000","$27,838,408",""
"","Crossover","Drama","$5,600,000","$7,009,668",""
"","Idiocracy","Comedy","$2,400,000","$444,093",""
"","Lage Raho Munna Bhai","Comedy","$2,700,000","$2,217,561",""
"","Lassie","Adventure","","$652,163",""
"","Looking for Kitty","Drama","","$4,480",""
"","Mutual Appreciation","Comedy","$30,000","$103,509",""
"","Qian li zou dan qi","Drama","","$252,325",""
"","This Film is Not Yet Rated","Documentary","","$306,845",""
"","The Wicker Man","Thriller/Suspense","","$24,413,467",""
"September 5","10 Minute Solution: Rapid Results Pilates","Instructional","","$0",""
"September 6","Bubot Niyar","Documentary","","$36,089",""
"","Familia rodante","Comedy","","$9,291",""
"","Saint of 9/11","Documentary","","$7,137",""
"September 8","Broken Bridges","Drama","","$251,775",""
"","The Covenant","Thriller/Suspense","$20,000,000","$23,364,784",""
"","Hollywoodland","Drama","","$14,426,251",""
"","I Trust You To Kill Me","Documentary","","$12,854",""
"","Iraq for Sale: The War Profiteers","Documentary","$775,000","$0",""
"","Man Push Cart","","","$36,608",""
"","Le petit lieutenant","Drama","","$216,724",""
"","Red Doors","Drama","","$97,848",""
"","Salvadore Allende","Documentary","","$8,454",""
"","Sherrybaby","Drama","$2,000,000","$199,176",""
"","Tom yum goong","Action","$5,700,000","$12,044,087",""
"September 12","Dragon Ball Z - Movie 13: Wrath of the Dragon","","","$0",""
"","Fullmetal Alchemist The Movie: The Conqueror of Shamballa","","","$0",""
"September 13","Al Franken: God Spoke","Documentary","","$102,990",""
"September 15","Artie Lange's Beer League","Comedy","$2,800,000","$475,000",""
"","Aurora Borealis","Drama","","$60,729",""
"","The Black Dahlia","Thriller/Suspense","$60,000,000","$22,672,813",""
"","Confetti","Romantic Comedy","","$228,498",""
"","Everyone's Hero","Adventure","","$14,523,101",""
"","Gridiron Gang","Drama","$30,000,000","$38,432,823",""
"","The Ground Truth: After the Killing Ends","Documentary","","$20,013",""
"","Jesus Camp","Documentary","","$902,544",""
"","Jimmy and Judy","Action","$1,000,000","$0",""
"","Keeping Mum","Comedy","","$1,619,466",""
"","The Last Kiss","Romantic Comedy","","$11,614,790",""
"","Musica Latina","","","$0",""
"","Pyar Ke Side Effects","Romantic Comedy","","$30,230",""
"","The U.S. vs John Lennon","Documentary","","$1,109,146",""
"","We Go Way Back","","","$6,529",""
"","Zen Noir","","","$0",""
"September 18","Colin Fitz Lives!","Comedy","","$0",""
"September 19","Barbie in the 12 Dancing Princesses","","","$0",""
"","Scooby-Doo in Pirates Ahoy!","","","$0",""
"","U2 - Zoo TV Live From Sydney","","","$0",""
"September 20","Ambrose Bierce: Civil War Stories","Drama","","$22,918",""
"September 22","Alien Autopsy","Comedy","","$2,867",""
"","All the King's Men","Drama","$55,000,000","$7,221,458",""
"","American Hardcore","Documentary","","$279,665",""
"","Bandidas","Western","$35,000,000","$0",""
"","The Blossoming of Maximo Oliveros","Comedy","","$28,041",""
"","Feast","Horror","$3,200,000","$56,131",""
"","Flyboys","Drama","$60,000,000","$13,090,630",""
"","Huo Yuan Jia","Drama","","$24,633,730",""
"","Jackass: Number Two","Comedy","$11,000,000","$72,778,712",""
"","Kaptein Sabeltann","Adventure","","$105,152",""
"","Khosla Ka Ghosla","","","$26,472",""
"","Renaissance","Action","$18,000,000","$70,644",""
"","La science des rêves","Comedy","$6,000,000","$4,670,644",""
"","Solo Con Tu Pareja","","","$9,915",""
"September 26","Bratz: Passion 4 Fashion Diamondz","","","$0",""
"September 27","The Last King of Scotland","Drama","$6,000,000","$17,606,684",""
"September 29","Be With Me","","","$1,365",""
"","Broken Sky","","","$29,185",""
"","Facing the Giants","Drama","$100,000","$10,178,331",""
"","The Guardian","Action","$70,000,000","$55,011,732",""
"","A Guide to Recognizing Your Saints","Drama","","$516,139",""
"","The Journals of Knud Rasmussen","","","$209,478",""
"","LoudQuietLoud: A Film About The Pixies","","","$7,506",""
"","Open Season","Adventure","$85,000,000","$85,105,259",""
"","School for Scoundrels","Comedy","$20,000,000","$17,807,569",""
"","The Strange Case of Dr. Jekyll and Mr. Hyde","Horror","","$24,216",""
"September 30","The Queen","Drama","$15,000,000","$56,441,711",""
"October 1","The Secret","Documentary","$3,500,000","$0",""
"October 3","The Woods","Horror","","$0",""
"October 4","Blood Tea and Red String","Drama","","$0",""
