"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 4","Employee of the Month","","","$0",NA,"2005"
"January 7","Solitude","Drama","$200,000","$6,260",NA,"2005"
"","Travellers and Magicians","Drama","$1,800,000","$506,793",NA,"2005"
"","White Noise","Drama","$10,000,000","$56,094,360",NA,"2005"
"January 14","Appurushîdo","Action","","$129,135",NA,"2005"
"","Coach Carter","Drama","$45,000,000","$67,264,877",NA,"2005"
"","Elektra","Action","$65,000,000","$24,409,722",NA,"2005"
"","Racing Stripes","Comedy","$30,000,000","$49,772,522",NA,"2005"
"January 19","Assault On Precinct 13","Action","$30,000,000","$20,040,895",NA,"2005"
"","Machuca","Drama","","$26,676",NA,"2005"
"","With God on Our Side","Documentary","","$1,806",NA,"2005"
"January 21","Are We There Yet?","Romantic Comedy","$20,000,000","$82,674,398",NA,"2005"
"","Beautiful Boxer","Drama","","$133,920",NA,"2005"
"","Gory Gory Hallelujah","Musical","$425,000","$12,604",NA,"2005"
"","Kisna","Drama","","$147,000",NA,"2005"
"","Monsieur N.","Drama","","$37,757",NA,"2005"
"","She’s One of Us","Drama","","$996",NA,"2005"
"","Two by Scorsese","Documentary","","$3,845",NA,"2005"
"","Watermarks","Documentary","","$245,845",NA,"2005"
"","When Zachary Beaver Came to Town","","","$0",NA,"2005"
"January 28","Aliens of the Deep","Documentary","","$8,968,684",NA,"2005"
"","Alone in the Dark","Horror","$20,000,000","$5,178,569",NA,"2005"
"","Fascination","Thriller/Suspense","$5,000,000","$16,670",NA,"2005"
"","Fear X","","","$0",NA,"2005"
"","Hide and Seek","Thriller/Suspense","$25,000,000","$51,100,486",NA,"2005"
"","Indigo","Drama","","$1,190,000",NA,"2005"
"","El abrazo partido","Comedy","","$189,836",NA,"2005"
"","Olvidados, Los","","","$0",NA,"2005"
"","The Painting","Drama","","$15,141",NA,"2005"
"","Peace, Propaganda and the Promised Land","Documentary","$70,000","$4,930",NA,"2005"
"","Sharks 3D","Documentary","","$8,500,000",NA,"2005"
"February 1","Alinghi: The Inside Story - America's Cup 2003","","","$0",NA,"2005"
"","The Laughing Policeman","","","$0",NA,"2005"
"February 4","Assisted Living","Drama","","$49,048",NA,"2005"
"","Black","Drama","","$754,819",NA,"2005"
"","Boogeyman","Horror","$20,000,000","$46,752,382",NA,"2005"
"","Daybreak","Drama","","$6,355",NA,"2005"
"","Emile","Drama","","$4,626",NA,"2005"
"","Nobody Knows","Drama","","$683,575",NA,"2005"
"","The Nomi Song","Documentary","","$74,216",NA,"2005"
"","Rory O'Shea Was Here","Drama","","$23,844",NA,"2005"
"","Shabad","","","$0",NA,"2005"
"","Sons of Provo","Comedy","","$120,488",NA,"2005"
"","Swimming Upstream","Drama","","$47,171",NA,"2005"
"","The Wedding Date","Romantic Comedy","$15,000,000","$31,726,995",NA,"2005"
"February 5","Mulan 2","","","$0",NA,"2005"
"February 8","The Five People You Meet in Heaven","","","$0",NA,"2005"
"February 9","Blackball","Comedy","","$48,000",NA,"2005"
"","The Letter: An American Town and the 'Somali Invasion'","Documentary","","$1,058",NA,"2005"
"February 11","Bride & Prejudice","Musical","$7,000,000","$6,601,079",NA,"2005"
"","Hitch","Romantic Comedy","$55,000,000","$177,784,257",NA,"2005"
"","Inside Deep Throat","Documentary","$2,000,000","$691,880",NA,"2005"
"","My Mother's Smile","Drama","","$40,246",NA,"2005"
"","Ong-Bak","Action","","$4,563,167",NA,"2005"
"","Pooh's Heffalump Movie","Adventure","$20,000,000","$18,098,433",NA,"2005"
"","A Tale of Two Pizzas","Comedy","","$14,305",NA,"2005"
"","Uncle Nino","Comedy","","$175,000",NA,"2005"
"","The Wild Parrots of Telegraph Hill","Documentary","","$3,058,527",NA,"2005"
"February 16","All Babes Want to Kill Me","Comedy","","$11,975",NA,"2005"
"February 18","Because of Winn-Dixie","Comedy","$15,000,000","$32,647,042",NA,"2005"
"","Bigger Than the Sky","Comedy","","$20,149",NA,"2005"
"","Constantine","Action","$75,000,000","$75,976,178",NA,"2005"
"","Harry and Max","Drama","","$14,923",NA,"2005"
"","Mystery of the Nile","Documentary","","$0",NA,"2005"
"","Naked Fame","Documentary","","$213,621",NA,"2005"
"","Schultze Gets the Blues","Comedy","","$595,071",NA,"2005"
"","Son of the Mask","Comedy","$100,000,000","$17,018,422",NA,"2005"
"","Turtles Can Fly","Drama","","$256,822",NA,"2005"
"","Der Untergang","Drama","$13,500,000","$5,501,940",NA,"2005"
"February 22","Kaze no Tani no Naushika","Adventure","","$0",NA,"2005"
"February 25","Bewafaa","Drama","","$479,076",NA,"2005"
"","Cursed","Horror","$35,000,000","$19,294,901",NA,"2005"
"","Diary of a Mad Black Woman","Drama","$5,500,000","$50,406,346",NA,"2005"
"","Intimate Stories","Drama","","$102,714",NA,"2005"
"","Man of the House","Comedy","$50,000,000","$19,699,706",NA,"2005"
"","One More Round","Comedy","","$10,629",NA,"2005"
