"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"","The X Files: Fight the Future","Action","$66,000,000","$83,898,313",NA,"1998"
"June 20","Ambushed","Action","","$5,000",NA,"1998"
"June 24","I Went Down","","","$405,297",NA,"1998"
"June 26","Buffalo '66","Comedy","$1,500,000","$2,380,606",NA,"1998"
"","Doctor Dolittle","Comedy","$71,500,000","$144,156,605",NA,"1998"
"","Out of Sight","Drama","$48,000,000","$37,562,568",NA,"1998"
"","Picnic at Hanging Rock","Drama","","$84,744",NA,"1998"
"","Smoke Signals","Comedy","$2,000,000","$6,719,300",NA,"1998"
"June 30","Talk to Me","Romantic Comedy","","$0",NA,"1998"
"July 1","Armageddon","Adventure","$140,000,000","$201,578,182",NA,"1998"
"","Nights of Cabiria","Drama","","$752,045",NA,"1998"
"July 3","Mark Twain's America 3D","Documentary","","$2,992,106",NA,"1998"
"July 10","Hands on a Hardbody","Documentary","","$909,650",NA,"1998"
"","Lethal Weapon 4","Action","$140,000,000","$130,444,603",NA,"1998"
"","Madeline","Comedy","","$29,858,048",NA,"1998"
"","Pi","Thriller/Suspense","$68,000","$3,221,152",NA,"1998"
"","Small Soldiers","Comedy","$40,000,000","$55,143,823",NA,"1998"
"","Whatever","","","$229,750",NA,"1998"
"","When I Close My Eyes","","","$0",NA,"1998"
"July 15","There's Something About Mary","Romantic Comedy","$22,000,000","$176,484,651",NA,"1998"
"July 16","Mysteries of Egypt","Documentary","","$40,593,286",NA,"1998"
"July 17","The Mask of Zorro","Adventure","$65,000,000","$93,828,745",NA,"1998"
"","Polish Wedding","Comedy","","$608,296",NA,"1998"
"","The Thief","Drama","","$1,126,115",NA,"1998"
"July 22","Ganja & Hess","Thriller/Suspense","","$0",NA,"1998"
"","Lolita","Drama","$55,000,000","$1,147,784",NA,"1998"
"","The Saltmen of Tibet","","","$146,437",NA,"1998"
"July 24","Billy's Hollywood Screen Kiss","Romantic Comedy","","$2,020,700",NA,"1998"
"","Disturbing Behavior","Thriller/Suspense","$15,000,000","$17,507,368",NA,"1998"
"","East Palace West Palace","","","$46,470",NA,"1998"
"","Jane Austen's Mafia","Comedy","$10,000,000","$19,843,795",NA,"1998"
"","Saving Private Ryan","Drama","$65,000,000","$216,335,085",NA,"1998"
"","Western","","","$200,840",NA,"1998"
"July 29","The Negotiator","Action","$50,000,000","$44,705,766",NA,"1998"
"","The Parent Trap","Comedy","","$66,308,518",NA,"1998"
"July 31","BASEketball","Comedy","","$7,042,541",NA,"1998"
"","Ever After: A Cinderella Story","Drama","$26,000,000","$65,705,772",NA,"1998"
"","Full Tilt Boogie","","","$0",NA,"1998"
"","Governess","Drama","","$3,794,031",NA,"1998"
"","Killer Condom","","","$0",NA,"1998"
"","Seventh Heaven","","","$45",NA,"1998"
"August 5","Halloween: H2O","Horror","$17,000,000","$55,041,738",NA,"1998"
"August 7","First Love, Last Rites","Drama","$300,000","$10,876",NA,"1998"
"","Gadjo Dilo","Drama","","$673,153",NA,"1998"
"","Safe Men","","$1,000,000","$21,210",NA,"1998"
"","Snake Eyes","Thriller/Suspense","$73,000,000","$55,591,409",NA,"1998"
"","Unmade Beds","","","$9,615",NA,"1998"
"August 14","Air Bud: Golden Receiver","Comedy","","$10,093,523",NA,"1998"
"","The Avengers","Action","$60,000,000","$23,385,416",NA,"1998"
"","La femme de chambre du Titanic","Drama","$10,000,000","$244,465",NA,"1998"
"","How Stella Got Her Groove Back","Drama","$20,000,000","$37,672,944",NA,"1998"
"","Regeneration","","","$19,273",NA,"1998"
"","Return to Paradise","Drama","","$8,352,677",NA,"1998"
"","Slums of Beverly Hills","Comedy","$5,000,000","$5,502,773",NA,"1998"
"August 19","Your Friends and Neighbors","Black Comedy","","$4,714,658",NA,"1998"
"August 21","Blade","Action","$45,000,000","$70,141,876",NA,"1998"
"","Dance With Me","Musical","","$15,923,354",NA,"1998"
"","Dead Man on Campus","Black Comedy","$14,000,000","$15,064,948",NA,"1998"
"","The Eel","","","$418,192",NA,"1998"
"","Next Stop, Wonderland","Romantic Comedy","$1,000,000","$3,395,581",NA,"1998"
"","Strike","Comedy","","$968,506",NA,"1998"
"","Wrongfully Accused","Comedy","","$9,642,860",NA,"1998"
"August 25","My Dinner with Andre","","","$15,063",NA,"1998"
"","Troll 2","Horror","","$0",NA,"1998"
"August 28","54","Drama","$13,000,000","$16,757,163",NA,"1998"
"","I Married a Strange Person","Comedy","$250,000","$203,134",NA,"1998"
"","Like It Is","","","$94,943",NA,"1998"
"","A Merry War","","","$373,830",NA,"1998"
"","See the Sea","","","$49,983",NA,"1998"
"","Why Do Fools Fall In Love?","Drama","","$12,506,676",NA,"1998"
"September 1","Atlantis, The Lost Continent","Adventure","","$0",NA,"1998"
"","The Best Man","Drama","","$0",NA,"1998"
"","The Caretakers","Drama","","$0",NA,"1998"
"","Comrade X","Comedy","","$0",NA,"1998"
"","Fitzwilly","Comedy","","$0",NA,"1998"
"","Gabriel Over the White House","Drama","","$0",NA,"1998"
"","The Gallant Hours","Drama","","$0",NA,"1998"
"","Give A Girl A Break","Musical","","$0",NA,"1998"
"","The Glory Guys","Western","","$0",NA,"1998"
"","The Gorgeous Hussy","Drama","","$0",NA,"1998"
"","The Green Slime","Action","","$0",NA,"1998"
"","The Honey Pot","Drama","","$0",NA,"1998"
"","The Human Comedy","Drama","","$0",NA,"1998"
"","The Landlord","Drama","","$0",NA,"1998"
"","The Last of England","Drama","","$0",NA,"1998"
"","The Offence","Drama","","$0",NA,"1998"
"","Our Vines Have Tender Grapes","Drama","","$0",NA,"1998"
"","Pretty Maids All In A Row","Black Comedy","","$0",NA,"1998"
"","The Subject Was Roses","Drama","","$0",NA,"1998"
"","The Tenth Man","Drama","","$0",NA,"1998"
"","They Met In Bombay","Romantic Comedy","","$0",NA,"1998"
"","Toys in the Attic","Drama","","$0",NA,"1998"
"","Valentino","Drama","","$0",NA,"1998"
"","The Whisperers","Drama","","$0",NA,"1998"
"","The White Cliffs of Dover","Drama","","$0",NA,"1998"
"September 3","The Jew in the Lotus","","","$0",NA,"1998"
"September 4","Firelight","Drama","","$784,419",NA,"1998"
"","Knock Off","Action","$35,000,000","$10,319,915",NA,"1998"
"","Modulations","","","$138,425",NA,"1998"
"","Phoenix","Drama","","$5,000",NA,"1998"
"September 11","Chicago Cab","Comedy","","$5,000",NA,"1998"
"","Cube","Thriller/Suspense","$250,000","$489,220",NA,"1998"
"","Digging to China","","","$33,000",NA,"1998"
"","Let's Talk About Sex","Comedy","$300,000","$373,615",NA,"1998"
"","Out of the Past","","","$8,688",NA,"1998"
"","Rounders","Drama","$12,000,000","$22,921,898",NA,"1998"
"","Simon Birch","Drama","$20,000,000","$18,253,415",NA,"1998"
"","Without Limits","Drama","$25,000,000","$780,326",NA,"1998"
"September 14","Wrestling Earnest Hemmingway","","","$0",NA,"1998"
"September 16","Permanent Midnight","Drama","","$1,171,001",NA,"1998"
"September 18","One True Thing","Drama","$30,000,000","$23,337,196",NA,"1998"
"","Rush Hour","Action","$35,000,000","$141,186,864",NA,"1998"
"","Six-String Samurai","","$2,000,000","$134,624",NA,"1998"
"","A Soldier's Daughter Never Cries","Drama","","$1,775,523",NA,"1998"
"","Somewhere in the City","","","$7,016",NA,"1998"
"September 23","Shadrach","","","$20,167",NA,"1998"
"September 25","The Brandon Teena Story","Documentary","","$43,506",NA,"1998"
"","Clay Pigeons","Thriller/Suspense","$8,000,000","$1,793,359",NA,"1998"
"","The Last Big Thing","","$1,000,000","$22,434",NA,"1998"
"","Monument Avenue","","","$332,388",NA,"1998"
"","Pecker","Comedy","","$2,281,761",NA,"1998"
"","Ronin","Action","$55,000,000","$41,610,884",NA,"1998"
"","Urban Legend","Horror","$14,000,000","$38,116,707",NA,"1998"
"October 2","Antz","Adventure","$60,000,000","$90,757,863",NA,"1998"
"","Dear Jesse","","","$15,631",NA,"1998"
"","Hit Me","","","$3,348",NA,"1998"
"","The Imposters","Comedy","","$2,197,921",NA,"1998"
"","A Night at the Roxbury","Comedy","$17,000,000","$30,331,165",NA,"1998"
"","Separation, La","","","$62,626",NA,"1998"
"","Strangeland","Horror","","$631,221",NA,"1998"
"","What Dreams May Come","Drama","$80,000,000","$55,485,043",NA,"1998"
"October 7","Love is the Devil","","","$343,023",NA,"1998"
"October 9","C't'a ton tour Laura Cadieux","Comedy","","$1,045,907",NA,"1998"
"","Diner de Cons, le","","","$331,803",NA,"1998"
"","Festen","Comedy","$1,300,000","$1,647,780",NA,"1998"
"","Holy Man","Comedy","$60,000,000","$12,069,719",NA,"1998"
"","The Inheritors","","","$196,452",NA,"1998"
"","The Mighty","Drama","$100,000","$2,652,246",NA,"1998"
"","One Tough Cop","Drama","","$1,313,607",NA,"1998"
"","Slam","Drama","$1,000,000","$1,009,819",NA,"1998"
"October 13","Vengeance Valley","Western","","$0",NA,"1998"
"October 16","All the Rage","Comedy","","$198,553",NA,"1998"
"","Beloved","Drama","$53,000,000","$22,852,487",NA,"1998"
"","Bride of Chucky","Horror","$25,000,000","$32,404,188",NA,"1998"
"","Happiness","Comedy","$3,000,000","$2,746,453",NA,"1998"
"","Life During Wartime","Comedy","","$55,986",NA,"1998"
"","Practical Magic","Comedy","$60,000,000","$46,850,558",NA,"1998"
"","Reach the Rock","","","$4,960",NA,"1998"
"","Rudolph the Red-Nosed Reindeer","","","$113,484",NA,"1998"
"October 21","Freeriders","Documentary","","$2,750,064",NA,"1998"
"October 23","Apt Pupil","Thriller/Suspense","","$8,863,193",NA,"1998"
"","The Cruise","","","$238,434",NA,"1998"
"","Last Night","Drama","","$591,165",NA,"1998"
"","Les Boys II","Comedy","","$5,974,732",NA,"1998"
"","Life is Beautiful","Drama","","$57,598,247",NA,"1998"
"","Orgazmo","Comedy","$1,000,000","$582,024",NA,"1998"
"","Pleasantville","Comedy","","$40,584,421",NA,"1998"
"","Soldier","Action","$75,000,000","$14,623,082",NA,"1998"
"","T-Rex: Back to the Cretaceous","Adventure","","$53,743,249",NA,"1998"
"October 27","The Lion King II: Simba's Pride","Adventure","","$0",NA,"1998"
"October 30","American History X","Drama","$10,000,000","$6,719,864",NA,"1998"
"","Living Out Loud","Drama","$12,000,000","$12,905,901",NA,"1998"
"","Summer of the Monkeys","","","$22,500",NA,"1998"
"","Talk of Angels","","","$15,546",NA,"1998"
"","Vampires","Horror","$20,000,000","$20,268,825",NA,"1998"
"November 4","Belly","Drama","","$9,639,390",NA,"1998"
"November 6","Elizabeth","Drama","$25,000,000","$30,082,699",NA,"1998"
"","Gods and Monsters","Drama","$3,500,000","$6,451,628",NA,"1998"
"","The Siege","Action","$70,000,000","$40,934,175",NA,"1998"
"","Velvet Goldmine","Musical","$9,000,000","$1,053,788",NA,"1998"
"","The Waterboy","Comedy","$23,000,000","$161,491,646",NA,"1998"
"November 13","Dancing at Lughnasa","Drama","","$2,361,632",NA,"1998"
"","Hard Core Logo","","","$17,012",NA,"1998"
"","I'll Be Home For Christmas","Comedy","","$12,214,338",NA,"1998"
"","I Still Know What You Did Last Summer","Horror","$24,000,000","$40,020,622",NA,"1998"
"","Meet Joe Black","Drama","$85,000,000","$44,650,003",NA,"1998"
"","River Red","","","$2,197",NA,"1998"
"","Ten Benny","","","$9,003",NA,"1998"
"","Thursday","","","$1,971",NA,"1998"
"","Welcome to Woop-Woop","","","$35,471",NA,"1998"
"November 20","A Bug's Life","Adventure","$45,000,000","$162,798,565",NA,"1998"
"","Celebrity","Comedy","$12,000,000","$5,078,660",NA,"1998"
"","Central do Brasil","Drama","$2,900,000","$5,969,553",NA,"1998"
"","Enemy of the State","Action","$85,000,000","$111,549,836",NA,"1998"
"","The Rugrats Movie","Adventure","$28,000,000","$100,494,685",NA,"1998"
"","Savior","","","$12,903",NA,"1998"
"","Storefront Hitchcock","","","$3,073",NA,"1998"
"","Sue","","","$113,775",NA,"1998"
"","Taxi","Action","","$0",NA,"1998"
"","Waking Ned Devine","Comedy","$3,000,000","$24,793,251",NA,"1998"
"November 24","Cracking Up","","","$0",NA,"1998"
"November 25","Babe: Pig in the City","Adventure","$80,000,000","$18,319,860",NA,"1998"
"","Home Fries","Black Comedy","$15,000,000","$10,513,979",NA,"1998"
"","Jerry Springer: Ringmaster","Comedy","","$9,257,103",NA,"1998"
"","The Last Emperor","","","$108,939",NA,"1998"
"","The Mirror","","","$69,225",NA,"1998"
"","The Nutcracker","Musical","","$1,009,291",NA,"1998"
"","Steam: The Turkish Bath","Drama","","$655,078",NA,"1998"
"","Very Bad Things","Black Comedy","$10,000,000","$9,949,470",NA,"1998"
"","Vietnam Long Time Coming","","","$951",NA,"1998"
"December 4","Hallelujah! Ron Athey: A Story of Deliverance","","","$719",NA,"1998"
"","Hi-Life","","","$7,957",NA,"1998"
"","Little Voice","Musical","$6,000,000","$4,595,000",NA,"1998"
"","Psycho","Horror","$20,000,000","$21,541,218",NA,"1998"
"","Shattered Image","","","$102,523",NA,"1998"
"","Vig","","","$5,000",NA,"1998"
"December 11","Didn't Do It For Love","","","$10,525",NA,"1998"
"","Jack Frost","Comedy","$50,000,000","$34,645,374",NA,"1998"
"","The Ogre","","","$49,166",NA,"1998"
"","Red Meat","","","$0",NA,"1998"
"","Rushmore","Black Comedy","$10,000,000","$17,105,219",NA,"1998"
"","Shakespeare in Love","Romantic Comedy","$26,000,000","$100,317,794",NA,"1998"
"","A Simple Plan","Drama","$17,000,000","$16,316,273",NA,"1998"
"","Star Trek: Insurrection","Adventure","$70,000,000","$70,187,658",NA,"1998"
"December 18","The Emperor's Shadow","","","$71,906",NA,"1998"
"","The General","Drama","","$1,256,461",NA,"1998"
"","Outside Ozona","","","$7,394",NA,"1998"
"","The Prince of Egypt","Adventure","$60,000,000","$101,413,188",NA,"1998"
"","You've Got Mail","Drama","$65,000,000","$115,821,495",NA,"1998"
"December 23","The Day of the Beast","","","$15,324",NA,"1998"
"","The Theory of Flight","","","$71,999",NA,"1998"
"","The Thin Red Line","Drama","$52,000,000","$36,400,491",NA,"1998"
"December 25","A Civil Action","Drama","$60,000,000","$56,709,981",NA,"1998"
"","Down in the Delta","Drama","","$5,672,903",NA,"1998"
"","The Faculty","Horror","$15,000,000","$40,283,321",NA,"1998"
"","Hurlyburly","Comedy","","$1,798,862",NA,"1998"
"","Mighty Joe Young","Adventure","$80,000,000","$50,632,037",NA,"1998"
"","Patch Adams","Comedy","$50,000,000","$135,014,968",NA,"1998"
"","Stepmom","Drama","$50,000,000","$91,137,662",NA,"1998"
"","The Swindle","Comedy","$10,000,000","$245,359",NA,"1998"
"December 28","This is the Sea","","","$5,000",NA,"1998"
"December 30","Affliction","Drama","","$6,330,054",NA,"1998"
"","Another Day in Paradise","Drama","","$1,036,818",NA,"1998"
"","The Hi-Lo Country","","","$166,082",NA,"1998"
"","Playing by Heart","Drama","","$3,956,212",NA,"1998"
"December 31","Bad Manners","","","$0",NA,"1998"
"","Biker Dreams","","","$0",NA,"1998"
"","Chile, Obstinate Memory","","","$0",NA,"1998"
"","City of Peace","","","$0",NA,"1998"
"","Classified X","","","$0",NA,"1998"
"","Day for Night","","","$0",NA,"1998"
"","Destiny","","","$0",NA,"1998"
"","Detroit 9000","","","$0",NA,"1998"
"","Divorce Iranian Style","","","$0",NA,"1998"
"","Esmeralda","","","$0",NA,"1998"
"","Free Tibet","","","$0",NA,"1998"
"","Gia","Drama","","$0",NA,"1998"
"","How I Spent My Summer Vacation","","","$0",NA,"1998"
"","Ill-Gotten Gains","","","$0",NA,"1998"
"","The Jungle Book: Mowgli's Story","","","$0",NA,"1998"
"","Krzsztof Kieslowski: I'm So So","","","$0",NA,"1998"
"","Legionnaire","Action","","$0",NA,"1998"
"","Letters from a Killer","Drama","","$0",NA,"1998"
"","Life of Jesus","","","$0",NA,"1998"
"","Night Calls: The Movie","","","$0",NA,"1998"
"","The Patriot","Thriller/Suspense","","$0",NA,"1998"
"","Pocahontas II: Journey to a New World","","","$0",NA,"1998"
"","Recoil","Action","","$0",NA,"1998"
"","Sentinelle, La","","","$0",NA,"1998"
"","SlamNation","","","$0",NA,"1998"
"","Some Nudity Required","","","$0",NA,"1998"
"","The Souler Opposite","","","$0",NA,"1998"
"","The Staircase","Western","","$0",NA,"1998"
"","Storm in the Afternoon","","","$0",NA,"1998"
"","Touch Me","","","$5,000",NA,"1998"
"","War Zone","","","$0",NA,"1998"
"","The Warlord: Battle for the Galaxy","Action","","$0",NA,"1998"
"","The Young Girls of Rochefort","","","$0",NA,"1998"
