"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Bullies","Action","","$2,995,527","","1986"
"","Duet for One","","","$9,000","","1986"
"","GoBots: War of the Rock Lords","","","$1,338,264","","1986"
"","Half Moon Street","","","$1,131,399","","1986"
"","Hardbodies 2","","","$78,000","","1986"
"","Let's Get Harry","","","$140,980","","1986"
"","Link","Horror","","$1,720,450","","1986"
"","Matador","","","$206,952","","1986"
"","Nanou","","","$0","","1986"
"","'Night Mother","","","$441,863","","1986"
"","Out of Bounds","Thriller/Suspense","","$5,099,316","","1986"
"","Willy/Milly","","","$235,262","","1986"
"January 3","Head Office","Comedy","","$3,393,807","","1986"
"January 10","Black Moon Rising","Action","","$6,637,565","","1986"
"January 15","Sharma and Beyond","Drama","","$3,125","","1986"
"January 17","The Adventures of Mark Twain","Adventure","","$646,803","","1986"
"","The Adventures of the American Rabbit","Adventure","","$1,023,042","","1986"
"","The Boy in Blue","Drama","","$275,000","","1986"
"","The Clan of the Cave Bear","Adventure","$15,000,000","$1,953,732","","1986"
"","Heathcliff: The Movie","Comedy","","$2,091,504","","1986"
"","Iron Eagle","Action","","$24,159,872","","1986"
"","The Longshot","Comedy","","$256,301","","1986"
"","Troll","Horror","","$4,542,346","","1986"
"January 22","Those Glory, Glory Days","Comedy","","$2,968","","1986"
"January 24","The Imagemaker","Thriller/Suspense","","$24,562","","1986"
"","My Chauffeur","Comedy","","$4,676,892","","1986"
"January 31","A.K.: The Making of Ran","Documentary","","$0","","1986"
"","The Best of Times","Comedy","","$7,790,931","","1986"
"","Down and Out in Beverly Hills","Comedy","","$62,134,225","","1986"
"","Eliminators","Action","","$4,601,256","","1986"
"","Forever Young","","","$0","","1986"
"","Power","Drama","","$3,800,000","","1986"
"","Stripper","Documentary","","$39,065","","1986"
"","Uphill all the Way","Western","","$0","","1986"
"","Youngblood","Drama","","$15,448,400","","1986"
"February 5","Arthur's Hallowed Ground","Comedy","","$1,726","","1986"
"February 7","F/X","Action","","$20,603,715","","1986"
"","Hannah and Her Sisters","Romantic Comedy","","$40,084,041","","1986"
"","Lady Jane","Drama","","$277,646","","1986"
"February 14","La cage aux folles 3 - 'Elles' se marient","Comedy","","$345,280","","1986"
"","The Delta Force","Action","","$17,005,599","","1986"
"","Kaos","Drama","","$11,412","","1986"
"","Knights of the City","Action","","$601,451","","1986"
"","Quicksilver","Drama","","$7,634,909","","1986"
"","TerrorVision","Horror","","$320,256","","1986"
"","Turtle Diary","Drama","","$2,053,364","","1986"
"","The Vindicator","Action","","$0","","1986"
"","Wildcats","Comedy","","$26,285,544","","1986"
"","Winter Flight","Drama","","$1,621","","1986"
"February 19","Parting Glances","Drama","","$537,681","","1986"
"February 21","Bliss","Comedy","","$6,998","","1986"
"","Dream Lover","Thriller/Suspense","","$296,219","","1986"
"","The Frog Prince","Comedy","","$14,845","","1986"
"","The Hitcher","Horror","","$5,844,868","","1986"
"","Nine 1/2 Weeks","Drama","$18,000,000","$6,734,844","","1986"
"February 28","House","Horror","","$19,444,631","","1986"
"","Pretty in Pink","Comedy","","$40,471,663","","1986"
"March 7","Care Bears Movie II: A New Generation","Comedy","","$8,540,346","","1986"
"","Desert Hearts","Drama","","$2,492,088","","1986"
"","Highlander","Action","$16,000,000","$5,900,000","","1986"
"","The Naked Cage","Action","","$897,589","","1986"
"","Nomads","Horror","","$2,278,264","","1986"
"","A Room with a View","Comedy","$3,000,000","$20,966,644","","1986"
"March 14","Crossroads","Drama","","$5,839,031","","1986"
"","Gung Ho","Comedy","","$36,611,610","","1986"
"March 21","Just Between Friends","Drama","","$6,408,791","","1986"
"","Police Academy 3: Back in Training","Comedy","","$43,579,163","","1986"
"","Rad","Drama","","$2,015,882","","1986"
"March 26","The Money Pit","Comedy","","$37,499,651","","1986"
"March 27","April Fool's Day","Horror","$5,000,000","$12,947,763","","1986"
"March 28","Lucas","Comedy","","$8,200,000","","1986"
"April 1","My Beautiful Laundrette","Drama","$400,000","$0","","1986"
"April 11","Band of the Hand","Action","","$4,865,912","","1986"
"","Critters","Horror","","$13,167,232","","1986"
"","Off Beat","Comedy","","$4,842,778","","1986"
"","Violets Are Blue...","Drama","","$4,743,287","","1986"
"April 18","Absolute Beginners","Musical","","$930,211","","1986"
"","At Close Range","Drama","","$2,347,000","","1986"
"","Legend","Adventure","$25,000,000","$15,502,112","","1986"
"","Murphy's Law","Action","","$9,947,631","","1986"
"","Wise Guys","Comedy","","$8,475,466","","1986"
"April 23","Salvador","Drama","$4,500,000","$1,500,000","","1986"
"April 25","3 hommes et un couffin","Comedy","","$1,634,489","","1986"
"","Crimewave","Comedy","","$5,101","","1986"
"May 2","Blue City","Action","","$6,947,000","","1986"
"","Jo Jo Dancer, Your Life is Calling","Drama","","$18,034,150","","1986"
"","No Retreat, No Surrender","Action","","$2,273,045","","1986"
"May 9","Dangerously Close","Thriller/Suspense","","$2,026,765","","1986"
"","Fire with Fire","Drama","","$4,577,139","","1986"
"","Short Circuit","Comedy","","$40,697,761","","1986"
"May 14","Sweet Liberty","Comedy","","$14,205,021","","1986"
"May 16","Top Gun","Action","$15,000,000","$179,800,601","Play","1986"
"May 23","Cobra","Action","","$49,042,224","","1986"
"","Poltergeist II: The Other Side","Horror","","$40,996,665","","1986"
"May 30","Jake Speed","Adventure","","$1,058,048","","1986"
"","Thunder Run","Action","","$145,975","","1986"
"June 6","Invaders from Mars","Horror","$12,000,000","$4,884,663","","1986"
"","My Little Pony: The Movie","Adventure","","$5,958,456","","1986"
"","Raw Deal","Action","","$16,209,459","","1986"
"","SpaceCamp","Adventure","","$9,697,739","","1986"
"June 11","Ferris Bueller's Day Off","Comedy","","$70,136,369","","1986"
"June 13","Back to School","Comedy","","$91,258,000","","1986"
"","Belizaire the Cajun","Drama","","$1,444,618","","1986"
"","The Manhattan Project","Comedy","","$3,900,000","","1986"
"","Mona Lisa","Thriller/Suspense","","$5,794,000","","1986"
"June 18","Legal Eagles","Comedy","$40,000,000","$49,851,591","","1986"
"June 20","The Karate Kid, Part II","Action","","$115,103,979","","1986"
"June 27","American Anthem","Drama","","$3,000,000","","1986"
"","Labyrinth","Adventure","","$12,729,917","","1986"
"","Running Scared","Comedy","","$38,500,726","","1986"
"","Ruthless People","Comedy","","$71,624,879","","1986"
"July 1","About Last Night...","Comedy","","$38,702,310","","1986"
"","Big Trouble in Little China","Action","$25,000,000","$11,100,000","","1986"
"","Pirates","","$40,000,000","$1,641,825","","1986"
"July 2","The Great Mouse Detective","Adventure","","$23,605,534","","1986"
"","Psycho III","Horror","","$14,481,606","","1986"
"","Under the Cherry Moon","Musical","","$10,090,429","","1986"
"July 9","The Girl in the Picture","Romantic Comedy","","$76,350","","1986"
"July 11","Club Paradise","Comedy","","$12,308,521","","1986"
"July 18","Aliens","Action","$17,000,000","$85,160,248","","1986"
"","Signé Charlotte","Drama","","$192,510","","1986"
"","Vamp","Comedy","","$4,000,000","","1986"
"July 25","Haunted Honeymoon","Comedy","","$8,033,397","","1986"
"","Heartburn","Comedy","","$25,314,289","","1986"
"","Maximum Overdrive","Horror","","$7,433,663","","1986"
"July 30","Flight of the Navigator","Adventure","","$18,564,613","","1986"
"","Nothing in Common","Comedy","","$32,324,000","","1986"
"August 1","Friday the 13th Part VI: Jason Lives","Horror","$3,000,000","$19,472,057","","1986"
"","Howard the Duck","Action","$30,000,000","$16,295,774","","1986"
"August 8","A Fine Mess","Comedy","","$6,029,824","","1986"
"","One Crazy Summer","Comedy","","$13,431,806","","1986"
"","She's Gotta Have It","Comedy","$175,000","$7,137,502","","1986"
"","Stand by Me","Drama","$8,000,000","$52,287,414","","1986"
"","The Transformers: The Movie","Adventure","","$5,849,647","","1986"
"","Twist & Shout","","","$0","","1986"
"August 15","Armed and Dangerous","Comedy","","$15,945,534","","1986"
"","The Boy Who Could Fly","Drama","","$7,177,431","","1986"
"","The Fly","Horror","","$37,585,000","","1986"
"","Un homme et une femme, 20 ans déjà","Drama","","$56,821","","1986"
"","Manhunter","Thriller/Suspense","","$8,620,929","","1986"
"","Opposing Force","","","$0","","1986"
"","The Whoopee Boys","Comedy","","$240,464","","1986"
"August 22","Corleone","","","$0","","1986"
"","Dead End Drive-In","","","$0","","1986"
"","Extremities","Thriller/Suspense","","$13,418,091","","1986"
"","Night of the Creeps","Horror","","$591,366","","1986"
"","The Peanut Butter Solution","","","$0","","1986"
