"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","The Mongol King","Drama","$7,000","$900",NA,"2004"
"January 2","Postmen in the Mountains","Drama","","$203,975",NA,"2004"
"","Secret Things","Drama","","$104,533",NA,"2004"
"January 7","Yves St. Laurent","Documentary","","$97,092",NA,"2004"
"January 9","Aileen: Life and Death of a Serial Killer","Documentary","","$85,992",NA,"2004"
"","Chasing Liberty","Romantic Comedy","$23,000,000","$12,189,514",NA,"2004"
"","The Home Teachers","Comedy","","$202,268",NA,"2004"
"","My Baby's Daddy","Comedy","$12,000,000","$17,321,573",NA,"2004"
"January 16","Along Came Polly","Romantic Comedy","$42,000,000","$88,073,507",NA,"2004"
"","Crimson Gold","Drama","","$147,844",NA,"2004"
"","Cuba: Island of Music","Documentary","","$8,806",NA,"2004"
"","Teacher's Pet: The Movie","Comedy","$10,000,000","$6,491,969",NA,"2004"
"","Tokyo Godfathers","Drama","","$128,985",NA,"2004"
"","Torque","Action","$40,000,000","$21,176,322",NA,"2004"
"","The Tracker","Drama","","$54,274",NA,"2004"
"January 17","The Corporation","Documentary","","$3,493,516",NA,"2004"
"January 23","The Butterfly Effect","Thriller/Suspense","$13,000,000","$57,924,679",NA,"2004"
"","Dirt","","","$0",NA,"2004"
"","Khakee","Drama","","$587,877",NA,"2004"
"","Made-Up","","","$79,766",NA,"2004"
"","Touching the Void","Documentary","$2,000,000","$4,593,598",NA,"2004"
"","Win a Date with Tad Hamilton!","Romantic Comedy","$24,000,000","$16,980,098",NA,"2004"
"","Wooly Boys","","","$335,726",NA,"2004"
"January 30","L'âge d'or","Drama","","$32,712",NA,"2004"
"","The Big Bounce","Comedy","$50,000,000","$6,471,394",NA,"2004"
"","Eat This New York","","","$18,752",NA,"2004"
"","Latter Days","Drama","$850,000","$833,118",NA,"2004"
"","Cavale","Thriller/Suspense","","$64,796",NA,"2004"
"","Osama","Drama","$500,000","$1,127,331",NA,"2004"
"","The Perfect Score","Comedy","","$10,387,706",NA,"2004"
"","You Got Served","Drama","$8,000,000","$40,066,497",NA,"2004"
"February 3","Prenatal Yoga With Shiva Rea","Instructional","","$0",NA,"2004"
"February 6","Barbershop 2: Back in Business","Comedy","$18,000,000","$65,070,412",NA,"2004"
"","Catch That Kid","Adventure","$18,000,000","$16,703,799",NA,"2004"
"","Un couple épatant","Comedy","","$47,602",NA,"2004"
"","The Dreamers","Drama","","$2,531,462",NA,"2004"
"","Hiding and Seeking","Documentary","","$51,091",NA,"2004"
"","The Lost Skeleton of Cadavra","Comedy","$100,000","$110,536",NA,"2004"
"","Mang jing","Drama","","$33,272",NA,"2004"
"","Miracle","Drama","$28,000,000","$64,378,093",NA,"2004"
"","A Piece of My Heart","","","$11,329",NA,"2004"
"","The Return","Drama","$15,000,000","$501,752",NA,"2004"
"","What the #$'! Do We Know","Documentary","$4,000,000","$10,941,801",NA,"2004"
"February 10","Lion King 1 1/2, The","Adventure","","$0",NA,"2004"
"February 13","50 First Dates","Romantic Comedy","$75,000,000","$120,776,832",NA,"2004"
"","Après la vie","Drama","","$38,773",NA,"2004"
"","Cock Fight","","","$3,600",NA,"2004"
"","Dans l'oeil Du Chat","","","$155,714",NA,"2004"
"","Highwaymen","","","$367,027",NA,"2004"
"","Love Object","","","$6,028",NA,"2004"
"","Mentale: The Code, La","","","$12,842",NA,"2004"
"","Monsieur Ibrahim","Drama","","$2,824,365",NA,"2004"
"","Robot Stories","","","$131,451",NA,"2004"
"","The Seagull's Laughter","Comedy","","$72,527",NA,"2004"
"","Umbrellas of Cherbourg","","","$18,425",NA,"2004"
"February 20","Abouna","Drama","","$2,350",NA,"2004"
"","Against the Ropes","Drama","$39,000,000","$5,881,504",NA,"2004"
"","The Best Two Years","Comedy","","$1,163,450",NA,"2004"
"","The Blue Butterfly","Drama","$10,400,000","$1,610,194",NA,"2004"
"","Confessions of a Teenage Drama Queen","Comedy","$15,000,000","$29,331,068",NA,"2004"
"","Crying Ladies","","","$132,920",NA,"2004"
"","Duze zwierze","Drama","","$3,733",NA,"2004"
"","Effroyables Jardins","","","$78,668",NA,"2004"
"","Eurotrip","Comedy","$25,000,000","$17,718,223",NA,"2004"
"","Jack Paradise","","","$79,974",NA,"2004"
"","Kitchen Stories","Comedy","","$349,315",NA,"2004"
"","Lost Boys of Sudan","Documentary","","$182,839",NA,"2004"
"","Welcome to Mooseport","Comedy","$26,000,000","$14,469,428",NA,"2004"
"February 25","The Passion of the Christ","Drama","$25,000,000","$370,782,930",NA,"2004"
"February 27","Alila","Drama","","$48,493",NA,"2004"
"","Club Dread","Comedy","$8,500,000","$5,001,655",NA,"2004"
"","Confessions of a Burning Man","","","$0",NA,"2004"
"","Decoys","","$5,000,000","$84,733",NA,"2004"
"","Good Bye, Lenin!","Comedy","$6,400,000","$4,063,859",NA,"2004"
"","Greendale","Musical","","$251,862",NA,"2004"
"","Havana Nights: Dirty Dancing 2","Drama","","$14,140,215",NA,"2004"
"","Lana's Rain","Drama","","$44,287",NA,"2004"
"","Risk/Reward","","","$2,517",NA,"2004"
"","Twisted","Thriller/Suspense","$50,000,000","$25,195,050",NA,"2004"
"","What Boys Like","Comedy","","$955",NA,"2004"
"March 5","Carlos Castaneda: Enigma of a Sorcerer","Documentary","","$96,638",NA,"2004"
"","Hidalgo","Western","$78,000,000","$67,286,731",NA,"2004"
"","James' Journey to Jerusalem","Drama","","$63,768",NA,"2004"
"","Love, Sex and Eating the Bones","","","$116,869",NA,"2004"
"","MC5: A True Testimonial","","","$8,647",NA,"2004"
"","La vie promise","Drama","","$39,157",NA,"2004"
"","The Reckoning","Drama","","$256,620",NA,"2004"
"","Red Trousers - The Life of the Hong Kong Stuntmen","","","$0",NA,"2004"
"","Starsky & Hutch","Comedy","$60,000,000","$88,200,225",NA,"2004"
"March 9","One Million Years B.C.","","","$0",NA,"2004"
"","Winnie the Pooh: Springtime with Roo","Adventure","","$0",NA,"2004"
"March 11","Gegen die Wand","Drama","","$435,395",NA,"2004"
"March 12","Agent Cody Banks 2: Destination London","Comedy","$26,000,000","$23,514,247",NA,"2004"
"","Distant","Drama","","$96,293",NA,"2004"
"","Games People Play","","","$111,336",NA,"2004"
"","How to Draw a Bunny","","","$2,706",NA,"2004"
"","Knafayim Shvurot","Drama","","$405,818",NA,"2004"
"","Maestro","Documentary","","$25,315",NA,"2004"
"","NASCAR: The IMAX Experience","Documentary","","$21,550,235",NA,"2004"
"","Power Trip","Documentary","","$38,593",NA,"2004"
"","Secret Window","Thriller/Suspense","$40,000,000","$47,958,031",NA,"2004"
"","Spartan","Thriller/Suspense","","$4,357,745",NA,"2004"
"","Wilbur Wants to Kill Himself","Comedy","","$233,053",NA,"2004"
"March 19","Bon Voyage","Comedy","$20,000,000","$2,353,728",NA,"2004"
"","Dawn of the Dead","Horror","$28,000,000","$58,990,765",NA,"2004"
"","Divan","Documentary","","$56,214",NA,"2004"
"","Eternal Sunshine of the Spotless Mind","Comedy","$20,000,000","$34,366,518",NA,"2004"
"","Intermission","Comedy","","$889,857",NA,"2004"
"","Ein Leben lang kurze Hosen tragen","Drama","","$0",NA,"2004"
"","Noi Albinoi","Drama","","$60,135",NA,"2004"
"","Taking Lives","Thriller/Suspense","","$32,682,342",NA,"2004"
"March 25","Immortel (ad vitam)","","","$0",NA,"2004"
"March 26","Dernier Tunnel, Le","Drama","","$1,057,599",NA,"2004"
"","Dogville","Drama","","$1,530,386",NA,"2004"
"","I'll Sing for You","Documentary","","$8,798",NA,"2004"
"","Jersey Girl","Comedy","$35,000,000","$25,266,129",NA,"2004"
"","The Ladykillers","Comedy","$35,000,000","$39,692,139",NA,"2004"
"","Mayor of Sunset Strip","Documentary","","$257,315",NA,"2004"
"","Ned Kelly","","","$86,959",NA,"2004"
"","Never Die Alone","Drama","","$5,644,575",NA,"2004"
"","Raja","","","$13,000",NA,"2004"
"","Scooby-Doo 2: Monsters Unleashed","Comedy","$25,000,000","$84,185,387",NA,"2004"
"","Snow Walker","","","$201,149",NA,"2004"
"","Tais Toi","","","$205,358",NA,"2004"
"","This Old Cub","Documentary","","$253,531",NA,"2004"
"","Two Men Went to War","Comedy","","$150,208",NA,"2004"
"March 31","The Touch","","$20,000,000","$0",NA,"2004"
"April 2","Bom yeoreum gaeul gyeoul geurigo bom","Drama","","$2,380,788",NA,"2004"
"","Hellboy","Action","$60,000,000","$59,623,958",NA,"2004"
"","Home on the Range","Comedy","$110,000,000","$50,026,353",NA,"2004"
"","Middle of the World","","","$0",NA,"2004"
"","Poco più di un anno fa","Drama","","$41,703",NA,"2004"
"","The Prince & Me","Romantic Comedy","$30,000,000","$28,165,882",NA,"2004"
"","Shaolin Soccer","Comedy","$10,000,000","$488,872",NA,"2004"
"","Son Frere","Drama","","$22,503",NA,"2004"
"","A Thousand Clouds of Peace","Drama","","$45,933",NA,"2004"
"","The United States of Leland","Drama","","$343,816",NA,"2004"
"","Walking Tall","Action","$56,000,000","$46,213,824",NA,"2004"
"April 7","Johnson Family Vacation","Comedy","$12,000,000","$31,203,964",NA,"2004"
"April 9","The Alamo","Western","$92,000,000","$22,406,362",NA,"2004"
"","Ella Enchanted","Comedy","$35,000,000","$22,913,677",NA,"2004"
"","The Girl Next Door","Romantic Comedy","$25,000,000","$14,589,444",NA,"2004"
"","Io non ho paura","Drama","","$1,615,118",NA,"2004"
"","Masti","","","$308,566",NA,"2004"
"","Los rubios","Documentary","","$0",NA,"2004"
"","Run","","","$0",NA,"2004"
"","Shade","","$6,800,000","$25,032",NA,"2004"
"","Showboy","Comedy","","$34,646",NA,"2004"
"","Twentynine Palms","Drama","","$54,523",NA,"2004"
"","The Whole Ten Yards","Comedy","$30,000,000","$16,323,969",NA,"2004"
"April 16","Big Ain't Bad","Drama","","$12,288",NA,"2004"
"","Connie & Carla","Comedy","$20,000,000","$8,047,525",NA,"2004"
"","Dans une galaxie près de chez vous - Le film","Comedy","","$2,164,047",NA,"2004"
"","Gypsy 83","Drama","","$29,367",NA,"2004"
"","Kill Bill: Volume 2","Action","$55,000,000","$66,207,920",NA,"2004"
"","The Punisher","Action","$33,000,000","$33,664,370",NA,"2004"
"","Young Adam","Drama","","$767,240",NA,"2004"
"April 21","Mariages!","","","$0",NA,"2004"
"","This So-Called Disaster","Documentary","","$45,195",NA,"2004"
"April 22","Sacred Planet","","","$0",NA,"2004"
"April 23","13 Going On 30","Comedy","$30,000,000","$57,139,723",NA,"2004"
"","The Agronomist","Documentary","","$226,189",NA,"2004"
"","Clifford's Really Big Movie","Adventure","","$2,922,354",NA,"2004"
"","Close Your Eyes","Thriller/Suspense","","$39,381",NA,"2004"
"","Faster","Documentary","","$16,265",NA,"2004"
"","L'incomparable mademoiselle C.","","$3,400,000","$493,905",NA,"2004"
"","Man on Fire","Thriller/Suspense","$60,000,000","$77,906,816",NA,"2004"
"","Silmido","Action","$8,500,000","$298,347",NA,"2004"
"","The Twilight Samurai","Drama","","$529,212",NA,"2004"
"April 30","Bobby Jones: Stroke of Genius","Drama","$17,000,000","$2,694,071",NA,"2004"
"","Envy","Comedy","$20,000,000","$13,548,322",NA,"2004"
"","Godsend","Thriller/Suspense","$30,000,000","$14,334,645",NA,"2004"
"","Her Majesty","Drama","","$56,921",NA,"2004"
"","Jake's Booty Call","Comedy","","$0",NA,"2004"
"","Laws of Attraction","Romantic Comedy","$32,000,000","$17,848,322",NA,"2004"
"","Main Hoon Na","Drama","","$1,722,453",NA,"2004"
"","Matir moina","Drama","","$0",NA,"2004"
"","Mean Girls","Comedy","$18,000,000","$86,047,227",NA,"2004"
"","Mickey","Drama","","$293,793",NA,"2004"
"","Monica La Mitraille","Drama","","$1,182,372",NA,"2004"
"","Los novios búlgaros","Comedy","","$249,530",NA,"2004"
"","People Say I'm Crazy","Documentary","","$15,679",NA,"2004"
"","Perico Ripiao","","","$0",NA,"2004"
"","The Saddest Music in the World","Drama","","$669,128",NA,"2004"
"","Since Otar Left","Drama","","$344,974",NA,"2004"
"","Touching the Wild Horses","","","$0",NA,"2004"
"May 5","The Karate Dog","Comedy","","$0",NA,"2004"
"May 7","A Foreign Affair","Comedy","","$27,516",NA,"2004"
"","Gojira","Horror","","$491,389",NA,"2004"
"","The Mudge Boy","Drama","$800,000","$62,544",NA,"2004"
"","New York Minute","Comedy","$40,000,000","$14,018,364",NA,"2004"
"","Off the Lip","Comedy","","$14,773",NA,"2004"
"","Reeseville","Thriller/Suspense","","$14,496",NA,"2004"
"","Seeing Other People","Romantic Comedy","","$87,923",NA,"2004"
"","Still, We Believe: The Boston Red Sox Movie","Documentary","","$396,803",NA,"2004"
"","Super Size Me","Documentary","$65,000","$11,529,368",NA,"2004"
"","Superstar in a Housedress","","","$19,050",NA,"2004"
"","Valentin","Drama","","$275,363",NA,"2004"
"","Van Helsing","Action","$170,000,000","$120,150,546",NA,"2004"
