"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Port Djema","","","$783","","1999"
"January 6","The Little Princess","","","$0","","1999"
"","Private Confessions","","","$8,759","","1999"
"January 8","Sticky Fingers of Time","Thriller/Suspense","$250,000","$18,195","","1999"
"January 12","The Return of Rubén Blades","Documentary","","$0","","1999"
"January 15","At First Sight","Drama","$40,000,000","$22,365,133","","1999"
"","Blood, Guts, Bullets and Octane","Comedy","","$13,674","","1999"
"","Dr. Akagi","","","$71,832","","1999"
"","In Dreams","Horror","$30,000,000","$12,017,369","","1999"
"","Mississippi Mermaid","Drama","$1,600,000","$27,795","","1999"
"","Varsity Blues","Drama","$16,000,000","$52,894,169","","1999"
"","Virus","Action","$75,000,000","$14,010,690","","1999"
"January 17","Giving It Up","Romantic Comedy","","$5,000","","1999"
"January 19","His Girl Friday","Drama","","$0","","1999"
"January 20","The Winners","","","$5,508","","1999"
"January 22","Bacheha-Ye aseman","Comedy","$180,000","$933,933","","1999"
"","Cool Crime","","","$0","","1999"
"","Fame Whore","","","$0","","1999"
"","Getting to Know You","","","$5,000","","1999"
"","Gloria","Drama","$30,000,000","$4,167,493","","1999"
"","The Milky Way","","","$1,098","","1999"
"","My Name is Joe","","","$346,696","","1999"
"","Still Crazy","","","$477,903","","1999"
"","Tinseltown","","","$3,169","","1999"
"January 29","The 24 Hour Woman","Comedy","","$109,148","","1999"
"","She's All That","Romantic Comedy","$10,000,000","$63,465,522","","1999"
"February 5","Dry Cleaning","","","$142,363","","1999"
"","The Last Days","Documentary","","$419,762","","1999"
"","Payback","Action","$50,000,000","$81,526,121","","1999"
"","The Peeping Tom","","","$83,957","","1999"
"","Pizzicata","","","$11,350","","1999"
"","Simply Irresistible","Romantic Comedy","$6,000,000","$4,398,989","","1999"
"","Virtue","","","$1,565","","1999"
"February 12","Blast from the Past","Comedy","$35,000,000","$26,613,620","","1999"
"","God Said, 'Ha!'","","","$52,324","","1999"
"","Message in a Bottle","Drama","$30,000,000","$52,880,016","","1999"
"","My Favorite Martian","Comedy","$60,000,000","$36,850,101","","1999"
"","Party Monster","","","$0","","1999"
"","Tango","Drama","$4,500,000","$1,687,311","","1999"
"","Unconditional Love","Action","","$115,202","","1999"
"","Windhorse","Drama","","$2,297,017","","1999"
"February 19","Jawbreaker","Black Comedy","$3,000,000","$3,076,820","","1999"
"","October Sky","Drama","","$32,683,932","","1999"
"","Office Space","Black Comedy","$10,000,000","$10,827,813","","1999"
